,Initial_Fitness
727,1.4545920145629437e-07
728,3.152382617202424e-06
729,8.987405006153101e-06
730,2.001568300075617e-06
731,1.627981836738061e-06
732,9.886338195550964e-06
733,4.293465145953543e-07
734,5.796429217630573e-06
735,4.5366814144285655e-06
736,4.678676407480657e-06
737,-6.482769716523388e-08
738,2.6479679337441946e-06
739,7.146405840382811e-06
740,1.6765418341442298e-05
741,5.721127079250969e-06
742,3.148252188469705e-06
743,5.045143939337879e-06
744,2.3360416979328134e-06
745,6.087058916051413e-06
746,5.229013060435869e-06
747,1.2724583001761426e-05
748,5.402631666994476e-06
749,1.2330614250857015e-05
750,1.7099631926044492e-05
751,7.081344173700849e-06
752,6.426210489108201e-06
753,6.672714580585851e-06
754,9.677394551708087e-06
755,1.2664819801185818e-05
756,1.1043004750956047e-05
757,1.2140540448102373e-05
758,1.145746649666583e-05
759,7.360192833988549e-06
760,3.9732325199716605e-06
761,5.221734980097312e-06
762,-3.384190209726692e-05
763,1.1733088935202757e-05
764,1.1114716172796406e-05
765,1.2915227989436169e-06
766,7.2900965315919245e-06
767,1.0385990107959619e-05
768,9.784606228237731e-06
769,5.157301638595508e-06
770,6.59444201657377e-06
771,3.3576368886776376e-06
772,2.868674538605072e-06
773,4.560050196174689e-06
774,5.999885117983644e-06
775,1.2078084712264423e-05
776,6.366545944361017e-06
777,5.729299323729728e-06
778,9.987252560300586e-06
779,5.36606002219163e-06
780,5.602231011848263e-06
781,6.545827511814443e-06
782,5.114974402774463e-06
783,1.664472792005414e-05
784,1.9434121846703517e-06
785,8.594147167710482e-06
786,3.977983239611143e-06
787,2.6521869754635943e-06
788,2.9270038628470007e-06
789,6.429716609797459e-06
790,1.74013752742734e-06
791,8.659124238542461e-06
792,1.003847701304062e-05
793,1.6438933036039159e-06
794,8.871384725691145e-06
795,9.334386423152014e-06
796,2.0006009018563475e-08
797,3.7421787533113234e-06
798,9.476540565062331e-06
799,1.9118691498771226e-06
800,6.2276079813597336e-06
801,2.521701155879552e-06
802,9.188164354107129e-06
803,5.202859113304025e-06
804,9.361245257040609e-06
805,4.712281643787723e-06
806,6.617361707681444e-06
807,5.402631666994476e-06
808,5.0072230140513395e-06
809,1.172077421058119e-05
810,4.671843400643851e-06
811,3.1244343160851332e-06
812,1.316313046738417e-05
813,1.0705464280206298e-05
814,4.654953173787812e-06
815,8.269640368317489e-06
816,-2.969751298069743e-06
817,9.587977309016422e-06
818,5.308002562614789e-06
819,5.155140781253247e-06
820,7.587732445686234e-06
821,5.402631666994476e-06
822,9.344179812779555e-06
823,7.297104755833743e-06
824,8.648426641932978e-06
825,-2.4958495669837884e-07
826,1.3114781801584888e-05
827,4.266903179896519e-06
828,9.354414258772151e-06
829,2.1071808856799117e-05
830,5.2282941137006814e-06
831,5.560983200414174e-06
832,5.7133958911372674e-06
833,8.032931675035727e-06
834,9.049584860189268e-06
835,7.169211915337334e-07
836,5.016394104203767e-06
837,3.015875367640141e-06
838,1.048942580770327e-05
839,1.1733000322216078e-05
840,7.078427315046829e-07
841,4.340062538048999e-06
842,7.750840724450461e-06
843,5.402631666994476e-06
844,9.539362804257094e-06
845,8.214551325804776e-06
846,4.1003874362714574e-06
847,2.563758535603857e-06
848,1.0257667154286185e-05
849,4.867485525601583e-06
850,5.402631666994476e-06
851,5.799218400152993e-06
852,3.206126396368139e-06
853,5.499780097799843e-06
854,9.38524035539854e-06
855,1.3106782765942794e-05
856,3.6257073736425704e-06
857,5.402631666994476e-06
858,6.171350901473384e-06
859,8.312511333468708e-06
860,5.402631666994476e-06
861,5.402631666994476e-06
862,3.632810236576116e-06
863,5.402631666994476e-06
864,5.402631666994476e-06
865,5.402631666994476e-06
866,4.961029179889269e-06
867,4.384814461603996e-06
868,3.941137721574861e-06
869,8.525847227867652e-06
870,7.274458937959505e-06
871,4.691790657550699e-06
872,5.903818120133581e-06
873,4.014379667008976e-06
874,1.1516955824008002e-05
875,8.969427320636712e-06
876,8.107700126926898e-06
877,5.1292586987864905e-06
878,4.339605413137156e-06
879,1.3547901116401337e-06
880,2.4815367859691173e-06
881,5.402631666994476e-06
882,2.927898026987201e-06
883,3.7987963108494414e-06
884,5.188570800155301e-06
885,4.391009100418901e-06
886,4.400110737649748e-08
887,5.402631666994476e-06
888,1.7856970107042063e-06
889,8.185896129362388e-06
890,4.528956252019908e-06
891,8.381882663425101e-06
892,5.402631666994476e-06
893,2.1626869217658994e-06
894,2.5128079560972584e-06
895,4.573442336614865e-06
896,3.6391015226510946e-06
897,8.537799466269103e-06
898,2.8581601936739955e-06
899,2.00649825425681e-06
900,5.402631666994476e-06
901,5.3884339754007805e-06
902,6.229223100803471e-06
903,6.30058007069711e-06
904,6.431609619611329e-06
905,1.2481131923197885e-05
906,5.402631666994476e-06
907,2.5435414226002706e-06
908,5.402631666994476e-06
909,4.627089468520505e-06
910,5.402631666994476e-06
911,5.402631666994476e-06
912,1.2704941090814639e-06
913,6.606621030790347e-07
914,4.529941037715137e-06
915,7.639764458148138e-06
916,6.490557226191672e-06
917,6.647827326656066e-06
918,2.658387639983544e-06
919,3.3166589333402874e-06
920,5.255523468082785e-06
921,4.326577767485445e-06
922,4.303577497664485e-06
923,6.891810083139688e-06
924,9.785417805096298e-06
925,3.4154244921577403e-06
926,6.235157926363379e-06
927,8.919776915627151e-07
928,7.684159921188064e-06
929,3.4904607915773017e-06
930,1.1527562799062457e-05
931,5.700634084445598e-06
932,4.899473633896564e-06
933,4.965342860300395e-06
934,5.178690806109429e-06
935,9.165784375192935e-06
936,6.040061539304171e-06
937,4.90998797882764e-06
938,2.4008830583598157e-07
939,6.010312858496388e-06
940,2.941201554440696e-06
941,2.290385567395872e-06
942,3.1031377786945908e-06
943,5.367046816455208e-06
944,4.5464768126244545e-06
945,1.4315483342378126e-05
946,1.2810084540125408e-06
947,1.52158173706698e-06
948,5.402631666994476e-06
949,5.402631666994476e-06
950,5.402631666994476e-06
951,2.964652923468454e-06
952,8.023673980464969e-06
953,7.668256488595604e-06
954,6.291190682858056e-07
955,3.2420306528459185e-07
956,6.514908785064676e-06
957,5.5418374775241486e-06
958,6.678375532912323e-06
959,4.632482573318587e-06
960,6.633172510150528e-06
961,4.037474575521663e-06
962,3.522902007647428e-06
963,7.2653865036355015e-06
964,6.413188869161536e-06
965,5.501493873072003e-06
966,1.1116423922363521e-05
967,2.6104960990961016e-06
968,3.8642184551831725e-06
969,5.402631666994476e-06
970,2.4270720514998646e-06
971,6.321876608087653e-06
972,4.989523218905084e-06
973,4.1724533100585415e-06
974,8.96062072527275e-06
975,9.445494162180963e-07
976,3.078961437226599e-06
977,1.2599797641503878e-06
978,2.317528317359643e-06
979,5.532046096464957e-06
980,5.994498038890607e-06
981,3.4442749916886266e-06
982,5.6554270445471066e-06
983,-4.328297697529066e-07
984,8.24753225406838e-06
985,1.3215432335942814e-05
986,1.1869950636711763e-05
987,4.045026529093657e-06
988,1.5790068543269654e-06
989,6.7148665990018825e-06
990,6.3695063271517505e-06
991,4.635090512730948e-06
992,3.8055326704261723e-06
993,5.684909886394848e-06
994,5.384666032888178e-06
995,5.135646632121546e-06
996,4.882853263137264e-06
997,5.402631666994476e-06
998,5.402631666994476e-06
999,5.244916493028331e-06
1000,2.912169811799753e-06
1001,7.070733181509697e-06
1002,6.015166251100992e-06
1003,6.351979740842158e-06
1004,5.516497115819218e-06
1005,4.425427922152881e-06
1006,2.824109883865178e-06
1007,4.467575923432216e-06
1008,6.413090213333111e-06
1009,2.7366702468373673e-06
1010,5.402631666994476e-06
1011,1.979268899874707e-06
1012,4.977301124406893e-06
1013,4.657826952160215e-06
1014,7.69781990915663e-06
1015,2.680674988774363e-06
1016,4.359381469775689e-06
1017,6.711764480101116e-07
1018,6.2561846076571825e-06
1019,1.0193946733814522e-05
1020,6.504396448701948e-06
1021,6.505471855952206e-06
1022,3.2156479213305917e-06
1023,3.0217316230551116e-06
1024,4.30653788045522e-06
1025,1.0181498307356313e-06
1026,4.506044595185628e-06
1027,4.374652560051294e-06
1028,5.596745276926804e-06
1029,7.123848635495252e-06
1030,3.7846872322424274e-06
1031,6.887133916508445e-06
1032,8.35897301515917e-06
1033,4.0364567523865706e-07
1034,3.772908202677639e-06
1035,5.024115249475727e-06
1036,9.773101071906381e-06
1037,2.563758535603857e-06
1038,1.7436396309799008e-06
1039,5.402631666994476e-06
1040,6.134444200768239e-08
1041,8.06286159895357e-06
1042,3.783422547608716e-06
