,Initial_Fitness
0,5.642252239930989e-07
1,-6.116482411760141e-09
2,-6.14261383995519e-07
3,4.114645592587826e-08
4,-8.284209356215003e-08
5,2.676462087172274e-07
6,2.944059992626184e-08
7,-5.245952218173664e-08
8,1.2733430286930743e-06
9,-4.5486083978120406e-08
10,4.114645592587826e-08
11,9.640309264817629e-07
12,4.906494740742745e-06
13,8.226254134073079e-07
14,3.3569138417126907e-06
15,6.332057006296895e-07
16,4.711008724640213e-06
17,1.388951904913208e-05
18,6.499638483683526e-06
19,4.17402143644425e-06
20,-1.227721327538666e-06
21,1.6103112052154328e-06
22,1.2902642655396161e-06
23,1.7877695273677948e-06
24,1.5143089994335468e-07
25,5.771381435496488e-06
26,5.081899202058374e-07
27,1.504122921252291e-06
28,5.828610694845795e-07
29,1.641041301078255e-06
30,1.5613413294885528e-06
31,-1.527361600677351e-06
32,1.3450806874218234e-06
33,-1.0779977700418427e-07
34,-6.853193362708496e-07
35,3.6953641060214404e-06
36,3.134262385605733e-06
37,-1.3571092375871525e-06
38,-1.7769255409855264e-06
39,3.0712689861262516e-06
40,2.900562171585607e-07
41,2.021518687933058e-06
42,4.114645592587826e-08
43,4.114645592587826e-08
44,2.0936524122892276e-06
45,-4.86964540503796e-06
46,9.636661469120463e-08
47,-1.3998083953309267e-06
48,3.9635562205654e-06
49,3.091491672949851e-06
50,8.63162776911273e-07
51,2.561015294851237e-06
52,3.0246295418413177e-06
53,-6.445749792862595e-07
54,4.412467237349461e-06
55,7.985186524432625e-07
56,-1.945583391487908e-06
57,4.114645592587826e-08
58,4.114645592587826e-08
59,2.7398125949657753e-06
60,5.235398364469256e-06
61,-1.3033762590414812e-06
62,-3.2506368437764444e-06
63,4.114645592587826e-08
64,4.114645592587826e-08
65,2.2978230973926625e-08
66,4.114645592587826e-08
67,2.8512316022872373e-06
68,6.219796725540663e-06
69,4.114645592587826e-08
70,1.9674254212160194e-06
71,-1.6304630993997576e-06
72,-1.4018826911123182e-07
73,4.114645592587826e-08
74,-2.544129996698672e-07
75,6.880253023692464e-08
76,-3.1586202858233837e-06
77,4.114645592587826e-08
78,4.893334903157095e-06
79,-1.1622824929933787e-06
80,-2.6851706649918015e-06
81,4.744943188190063e-06
82,-1.7266294509854314e-06
83,2.509076151118311e-06
84,-1.3481094437122453e-06
85,4.114645592587826e-08
86,3.1448132433567057e-06
87,3.9179063171843207e-07
88,3.965873888318385e-06
89,-1.7978432767739385e-06
90,6.371383159151508e-07
91,8.966073327400604e-06
92,4.732309762367086e-06
93,4.114645592587826e-08
94,5.009512983333763e-08
95,2.097046453157969e-07
96,4.3751526986896634e-07
97,4.114645592587826e-08
98,2.7916393138972775e-06
99,1.4234928010167967e-06
100,1.3012111889180106e-06
101,4.114645592587826e-08
102,-3.1548856614105313e-09
103,2.4906600627964163e-06
104,3.076239618248984e-07
105,-5.845150703567706e-07
106,4.055075008779459e-07
107,-9.415654027009474e-07
108,2.6617122283971557e-06
109,4.114645592587826e-08
110,7.582291523092394e-07
111,4.114645592587826e-08
112,1.3890268332710084e-06
113,-3.8514755893622685e-07
114,-1.076285609796132e-07
115,-1.5045548603620793e-07
116,-5.187082763844184e-07
117,3.0600134303672514e-07
118,-8.725695835529612e-07
119,3.431248317622073e-07
120,4.114645592587826e-08
121,2.5465758715614715e-07
122,4.114645592587826e-08
123,-3.331785704518915e-06
124,4.114645592587826e-08
125,2.011315354664492e-06
126,6.364820528051792e-06
127,3.197693321636868e-07
128,6.158245144993169e-07
129,1.350076311099162e-06
130,1.2187386927247568e-06
131,1.5257689046391356e-06
132,-3.564995689632543e-06
133,4.114645592587826e-08
134,-8.588015944259997e-07
135,6.774278160491738e-07
136,-1.964758412431025e-06
137,1.4481265747784317e-07
138,1.536086377294744e-08
139,4.114645592587826e-08
140,-1.2422967904318648e-06
141,-1.2245041961626768e-06
142,3.8512894054116927e-07
143,-4.520454675008136e-07
144,-2.3585974727072402e-06
145,2.5173686029511517e-07
146,-2.850619055373892e-06
147,4.114645592587826e-08
148,-2.4080349689736486e-06
149,9.939209509796415e-08
150,6.816440721606302e-07
151,3.0533486245442426e-06
152,-9.523922300222187e-07
153,-2.955384042773788e-06
154,2.224471290156658e-06
155,-8.442261315327997e-07
156,4.114645592587826e-08
157,-3.239278512259234e-06
158,-1.6256488766135168e-06
159,4.397256052537906e-07
160,4.700882038717021e-06
161,4.114645592587826e-08
162,-2.0649161705253077e-06
163,-1.1877205606639035e-06
164,-2.325754123749624e-06
165,-1.8086874243941255e-07
166,3.2650812634731625e-06
167,-8.898383448819093e-07
168,5.767385537589533e-07
169,4.114645592587826e-08
170,3.244603042023922e-06
171,1.0522707426625392e-06
172,1.8169000182095352e-06
173,1.0133483266910492e-06
174,-1.386819773769846e-06
175,-2.0909649685595753e-06
176,-6.750444480901767e-07
177,-9.3144638803345e-07
178,-2.6756828156327066e-06
179,2.7750860364778008e-06
180,7.890435667731295e-07
181,-1.1676128774641606e-06
182,-2.8411465485261918e-06
183,-1.343289592669425e-07
184,-1.3702460614057113e-06
185,1.8472136135002752e-06
186,-1.627720723995677e-07
187,2.144755976055561e-06
188,6.702014220423519e-07
189,2.64867506569106e-06
190,-4.901837153742515e-06
191,7.843091059780068e-08
192,1.1597417921871454e-06
193,-4.3855344794415044e-07
194,-8.689921640056043e-07
195,-2.805546017476419e-06
196,-2.2181553069121987e-06
197,-5.215651195890397e-07
198,-2.9037694097561755e-06
199,4.114645592587826e-08
200,-6.111873624437456e-07
201,-4.217349942946825e-06
202,-5.367102125721124e-06
203,-3.371827341282996e-06
204,-1.0828783248837211e-07
205,-6.434168663918687e-08
206,-1.1335353040900982e-06
207,-1.9659977292807385e-06
208,-1.6812165598612503e-06
209,-3.2195515521755197e-06
210,9.205836872298111e-08
211,-2.015698431428484e-06
212,2.120504192691385e-07
213,4.114645592587826e-08
214,4.114645592587826e-08
215,1.6842949767850599e-06
216,3.561619944683022e-07
217,-6.81902882669933e-07
218,-1.8695809355026868e-06
219,1.5353192517249954e-08
220,-2.2952846549457075e-06
221,4.571417481323162e-06
222,4.114645592587826e-08
223,6.633942791241545e-06
224,-2.729088704640631e-06
225,1.3058981150031537e-07
226,4.114645592587826e-08
227,-7.142147274316091e-07
228,4.114645592587826e-08
229,-1.6141934628062764e-06
230,4.410221124508583e-06
231,-8.469756423692603e-07
232,-2.4852639781196207e-06
233,-1.9931657481075987e-06
234,-2.1558773913421876e-06
235,-2.625618710667842e-07
236,4.114645592587826e-08
237,1.0951973288315976e-06
238,-3.3703369812059935e-07
239,-5.896211419657205e-06
240,-2.470688515226421e-06
241,4.8753225517183186e-06
242,-4.079453607143669e-08
243,5.343358005301364e-07
244,-2.7621160333117782e-06
245,-1.6061058962433352e-06
246,5.370367702215815e-07
247,-5.950301506516894e-07
248,1.6681607787600975e-06
249,2.7654065361494766e-06
250,-1.4880476104767898e-07
251,1.943850164447913e-06
252,3.768001228373193e-06
253,-1.4105790102514851e-06
254,1.1368692556395482e-06
255,1.8756056066654518e-06
256,5.729502515207911e-06
257,-2.264411449258672e-06
258,-6.235110842394827e-08
259,2.7719794173273217e-07
260,-1.832449775521508e-06
261,4.114645592587826e-08
262,2.9787694651222665e-06
263,6.0472675645867975e-06
264,-2.8140628483004026e-06
265,-1.0851531449598705e-06
266,1.2721599242440742e-06
267,-6.631950116546293e-08
268,-3.541164898238797e-06
269,-3.6598128783895145e-06
270,-9.310503224060285e-07
271,-1.696734935089205e-06
272,2.6961909598319046e-06
273,-2.7058482086659678e-06
274,-5.075620307810971e-07
275,2.3131020795315915e-06
276,-6.506898237561887e-07
277,-7.63128390757777e-07
278,-1.0158328150965707e-06
279,-1.091963038394611e-06
280,4.114645592587826e-08
281,3.6452519957348774e-06
282,-3.0394248579304177e-07
283,-2.1895282140660406e-06
284,3.720866057348375e-06
285,-6.799046331989976e-07
286,2.95981989481692e-07
287,4.114645592587826e-08
288,-2.6986269070924106e-06
289,1.122043350553975e-06
290,-1.6314238678567374e-06
291,4.114645592587826e-08
292,4.114645592587826e-08
293,3.6176316988798854e-06
294,-6.644859190835068e-07
295,3.155080460281682e-06
296,-1.3619055390395631e-06
297,2.7654985260062418e-06
298,-1.554386509679995e-06
299,-9.574159598999133e-07
300,-8.610630497782718e-07
301,-2.1164515773751153e-06
302,1.3217532940236606e-06
303,-1.2347995192880095e-06
304,5.0112162794308914e-06
305,2.19483230888607e-06
306,6.4358657166381625e-06
307,1.0428467769598548e-06
308,-1.1877205606639035e-06
309,-6.025913054519561e-07
310,7.80010574264602e-07
311,-2.2347366905320314e-06
312,-2.0933873898582884e-06
313,4.02839199600264e-06
314,-4.1013844101188096e-07
315,4.114645592587826e-08
316,4.114645592587826e-08
317,1.7320536418625832e-06
318,4.114645592587826e-08
319,-1.8112279639624412e-06
320,-2.0280277814808066e-06
321,4.114645592587826e-08
322,-1.1729611180571714e-06
323,-7.061374109467985e-07
324,-1.2700729608000352e-06
325,-1.0287498817455434e-06
326,8.37944466410335e-07
327,-2.5597173480162915e-07
328,-1.9656783109986887e-06
329,-1.575736088551882e-06
330,-1.3208571062843176e-06
331,-1.1185842105141364e-06
332,1.807468381251153e-06
333,4.114645592587826e-08
334,-1.2871781773601087e-06
335,-2.1685184884208625e-06
336,-2.502560845648925e-06
337,-2.572471470931308e-06
338,3.0090549542126506e-06
339,4.114645592587826e-08
340,4.114645592587826e-08
341,2.8883224282024157e-07
342,-1.7186083469013334e-06
343,-1.1027821944601854e-06
344,2.794363833179123e-07
345,1.924562718703371e-06
346,-4.356352999055517e-07
347,-9.784818979458045e-07
348,-6.967619863891292e-07
349,1.0771773061371252e-06
350,2.978805778401632e-07
351,4.114645592587826e-08
352,-1.1891668709942414e-06
353,-8.529984969824232e-07
354,-2.4312813564067924e-08
355,4.479383603071183e-07
