row_number,reads_t1,reads_t2,freq_t1,freq_t2,freq_ratio,ln_freq_ratio,abs_ln_freq_ratio
2843,1101.0,792.0,0.00023271666587403497,0.00014625531006495066,0.6284695884099551,-0.46446763969621063,0.46446763969621063
3062,841.0,605.0,0.00017776086830160163,0.00011172280629961509,0.6285007747598349,-0.46441801824004914,0.46441801824004914
1887,25.0,18.0,5.284211305041666e-06,3.3239843196579695e-06,0.6290477846160426,-0.46354805598431115,0.46354805598431115
3658,4351.0,3133.0,0.0009196641355294515,0.0005785579374160232,0.6290970280941139,-0.4634697764768983,0.4634697764768983
3268,286.0,206.0,6.045137732967666e-05,3.8041153880530094e-05,0.6292857604301259,-0.46316981633893684,0.46316981633893684
2028,3645.0,2626.0,0.0007704380082750749,0.0004849323790789904,0.6294243156853965,-0.46294966197859705,0.46294966197859705
3368,2960.0,2133.0,0.0006256506185169333,0.0003938921418794694,0.6295721082414272,-0.4627148836203733,0.4627148836203733
969,974.0,702.0,0.0002058728724444233,0.00012963538846666082,0.6296867768869308,-0.4625327627758436,0.4625327627758436
850,1268.0,914.0,0.0002680151973917133,0.00016878453712041022,0.6297574756478391,-0.46242049300155175,0.46242049300155175
3454,664.0,479.0,0.00014034865226190664,8.845491606200929e-05,0.6302515315344038,-0.46163628287437286,0.46163628287437286
592,1009.0,728.0,0.00021327076827148164,0.0001344366991506112,0.6303570677054722,-0.4614688460166859,0.4614688460166859
1863,1085.0,783.0,0.0002293347706388083,0.00014459331790512168,0.6304903284108484,-0.4612574632493774,0.4612574632493774
3547,1711.0,1235.0,0.00036165142171705163,0.000228062257487644,0.6306135707789863,-0.46106201167935307,0.46106201167935307
2608,1564.0,1129.0,0.0003305802592434066,0.0002084876831607693,0.6306720206788196,-0.4609693286260129,0.4609693286260129
35,791.0,571.0,0.0001671924456915183,0.00010544416925137225,0.6306756608989262,-0.4609635566724749,0.4609635566724749
3546,651.0,470.0,0.000137600862383285,8.679292390218031e-05,0.630758843534974,-0.46083167089342575,0.46083167089342575
1548,1008.0,728.0,0.00021305939981927999,0.0001344366991506112,0.6309824216457954,-0.46047727475955685,0.46047727475955685
2992,18.0,13.0,3.8046321396299996e-06,2.4006553419752003e-06,0.6309919473618102,-0.46046217823105534,0.46046217823105534
1580,1707.0,1233.0,0.00036080594790824497,0.0002276929258965709,0.6310676531521848,-0.4603422064160403,0.4603422064160403
1396,8774.0,6339.0,0.0018545467996174232,0.001170596477906215,0.6312035452690351,-0.4601268927535797,0.4601268927535797
3460,523.0,378.0,0.00011054570050147165,6.980367071281735e-05,0.6314466076157101,-0.4597418892763741,0.4597418892763741
2172,500.0,362.0,0.00010568422610083331,6.68490179842325e-05,0.6325357832196594,-0.4580184857203938,0.4580184857203938
1388,1116.0,808.0,0.00023588719265705998,0.00014920996279353552,0.632548116996118,-0.45799898697180186,0.45799898697180186
3508,58.0,42.0,1.2259370227696666e-05,7.755963412535263e-06,0.6326589378236525,-0.4578238048505899,0.4578238048505899
2234,29.0,21.0,6.129685113848333e-06,3.877981706267631e-06,0.632661934185314,-0.4578190687212367,0.4578190687212367
131,1956.0,1419.0,0.00041343669250645994,0.0002620407638663699,0.6338111861737016,-0.4560041825063387,0.4560041825063387
1014,740.0,537.0,0.00015641265462923331,9.916553220312942e-05,0.6339996532776074,-0.455706871425806,0.455706871425806
2869,2969.0,2155.0,0.0006275529345867482,0.00039795478938127357,0.6341374632079214,-0.4554895291068013,0.4554895291068013
980,1212.0,880.0,0.00025617856406842,0.0001625059000721674,0.6343463483312,-0.45516018296416,0.45516018296416
2300,1913.0,1389.0,0.00040434784906178827,0.0002565007900002733,0.6343568468578469,-0.45514363295201066,0.45514363295201066
3175,1771.0,1286.0,0.0003743335288491516,0.00023748021306000826,0.6344081716358637,-0.45506272785564256,0.45506272785564256
548,84.0,61.0,1.7754949984939997e-05,1.1264613527729786e-05,0.6344512427328914,-0.45499483838489974,0.45499483838489974
3485,179.0,130.0,3.783495294409833e-05,2.4006553419752e-05,0.6345082549566422,-0.4549049817363733,0.4549049817363733
1740,4540.0,3299.0,0.0009596127729955665,0.0006092124594750911,0.634852424992329,-0.4543627086857625,0.4543627086857625
1390,516.0,375.0,0.00010906612133605999,6.92496733262077e-05,0.6349332770302184,-0.45423536115323015,0.45423536115323015
2409,1695.0,1232.0,0.00035826952648182497,0.00022750826010103434,0.6350199494585843,-0.4540988641127209,0.4540988641127209
3650,1575.0,1145.0,0.00033290531221762495,0.00021144233588935417,0.6351426805615623,-0.4539056115315801,0.4539056115315801
1636,1601.0,1164.0,0.0003384008919748683,0.0002149509860045487,0.635196382700061,-0.4538210638071438,0.4538210638071438
393,1144.0,832.0,0.00024180550931870664,0.00015364194188641282,0.6353948625067182,-0.4535086426268148,0.4535086426268148
1031,22.0,16.0,4.650105948436666e-06,2.9546527285848617e-06,0.6354025523489357,-0.45349654023798747,0.45349654023798747
2844,11.0,8.0,2.325052974218333e-06,1.4773263642924309e-06,0.635410392638407,-0.45348420122381183,0.45348420122381183
132,11.0,8.0,2.325052974218333e-06,1.4773263642924309e-06,0.635410392638407,-0.45348420122381183,0.45348420122381183
1069,11.0,8.0,2.325052974218333e-06,1.4773263642924309e-06,0.635410392638407,-0.45348420122381183,0.45348420122381183
1651,11.0,8.0,2.325052974218333e-06,1.4773263642924309e-06,0.635410392638407,-0.45348420122381183,0.45348420122381183
797,11.0,8.0,2.325052974218333e-06,1.4773263642924309e-06,0.635410392638407,-0.45348420122381183,0.45348420122381183
3209,11.0,8.0,2.325052974218333e-06,1.4773263642924309e-06,0.635410392638407,-0.45348420122381183,0.45348420122381183
1002,11.0,8.0,2.325052974218333e-06,1.4773263642924309e-06,0.635410392638407,-0.45348420122381183,0.45348420122381183
1927,1489.0,1083.0,0.0003147276253282816,0.0001999930565660878,0.6354481682777768,-0.45342475221738,0.45342475221738
1917,1582.0,1151.0,0.0003343848913830366,0.00021255033066257348,0.6356458457763072,-0.45311371700214276,0.45311371700214276
3344,224.0,163.0,4.7346533293173324e-05,3.0100524672458278e-05,0.6357500539916602,-0.45294978975398137,0.45294978975398137
1807,404.0,294.0,8.539285468947333e-05,5.429174388774683e-05,0.6357883280321669,-0.4528895885975564,0.4528895885975564
2814,1363.0,992.0,0.0002880952003508716,0.00018318846917226143,0.6358610117872657,-0.45277527444993404,0.45277527444993404
