20,0,0
105,0,22
236,0,31
0,0,0
3,0,0
49,0,10
0,0,2
1414,0,1422
1109,0,1061
252,0,89
0,0,0
62,0,7
89,0,26
28,0,1
416,138,320
114,0,22
883,0,402
408,0,210
502,0,280
403,0,376
731,0,419
100,0,36
216,0,97
505,0,83
16,0,3
86,0,8
169,0,44
54,0,10
45,0,9
535,0,151
74,0,5
29,9,12
601,0,397
2021,0,2224
2174,1180,2268
405,0,285
116,0,27
1747,0,1521
1800,0,1521
351,0,181
295,40,82
103,0,26
0,0,0
0,0,0
270,0,149
4166,2245,3962
17,0,1
1477,0,1598
359,0,165
723,0,397
753,0,513
928,0,657
86,0,17
935,0,796
320,0,207
1020,0,833
2255,0,1780
0,0,0
0,0,0
137,0,26
180,0,56
465,287,261
1146,1042,1381
0,0,0
0,0,0
73,0,50
1,0,1
439,0,324
1627,0,1604
0,0,0
181,151,137
3123,1312,2983
48,29,26
0,0,0
1428,788,2035
10,0,0
661,506,723
0,0,0
210,0,99
712,625,977
434,225,361
229,0,39
194,83,84
808,0,850
101,39,35
0,0,0
472,0,441
17,16,12
1357,0,1203
1293,562,1041
1722,0,1163
102,0,17
272,0,94
0,0,0
813,0,708
80,0,56
252,0,189
0,0,0
904,0,683
123,1,21
227,33,60
0,0,0
111,45,43
130,49,47
1655,0,1497
55,11,7
3601,2097,5228
3260,1457,3291
265,43,89
0,0,0
9,0,3
0,0,0
785,207,584
964,253,493
324,102,193
203,0,56
580,152,161
1727,0,2030
943,414,1228
114,0,56
0,0,0
158,0,70
0,0,0
2779,1461,2517
0,0,0
251,0,95
2104,0,1856
1115,0,965
17,0,6
91,55,34
3784,1893,2861
229,37,51
3058,1569,3493
0,0,0
681,610,700
716,237,843
2087,1033,1900
325,0,265
237,175,101
0,0,1
210,63,65
281,123,147
237,0,121
903,294,466
372,240,349
2273,1090,2535
2899,1223,2569
0,0,0
1341,969,727
46,6,15
338,63,86
103,0,18
238,59,118
1267,813,1033
1812,0,2988
342,148,189
0,0,0
1942,1572,1509
2826,977,2082
24,5,7
1369,637,1150
0,0,0
1556,1548,1551
320,130,257
154,28,57
406,95,193
449,151,314
93,31,40
801,0,1542
0,0,0
1283,463,898
100,0,14
804,0,1315
233,80,122
1425,0,1296
1993,1087,1753
1235,14,1104
173,91,116
917,475,714
225,25,53
282,30,49
3777,1538,4075
4064,2237,3914
2029,1148,1382
1500,0,1359
1149,24,1026
474,110,185
241,0,217
76,0,14
503,0,165
3502,1581,2304
912,301,750
175,0,43
1357,0,1058
1960,838,1337
590,119,186
3479,1731,2940
2002,1265,2589
826,81,18
1,0,0
2843,1244,1929
2963,549,2717
556,265,394
1133,497,866
707,0,1578
1895,837,1404
174,108,202
244,53,103
447,196,163
2224,1830,2293
44,0,10
2203,991,2082
336,49,67
0,0,0
0,0,0
655,27,681
92,2,8
815,285,361
4376,2248,4197
439,164,213
77,15,25
288,93,176
0,0,0
647,257,486
1525,1470,1397
1826,938,1680
4,0,3
656,194,289
0,0,0
394,75,129
1901,0,1391
413,271,279
1599,1152,913
963,402,856
642,421,408
1379,637,1669
0,0,0
541,165,268
334,207,150
1355,808,1859
594,284,157
656,0,636
1,0,1
165,20,29
416,228,206
265,150,118
60,0,8
113,4,13
865,0,597
248,40,59
883,205,279
1210,709,1795
1730,17,1709
3913,1757,3379
1615,315,1144
129,12,17
438,128,189
1800,1001,462
266,38,85
6,0,0
272,112,117
0,0,0
279,0,170
502,104,220
416,248,371
414,112,216
65,13,27
436,87,156
2788,2887,2915
2741,1090,2577
1017,336,492
207,52,67
467,126,219
1976,420,547
36,0,2
72,0,9
229,83,103
449,1,230
645,179,462
246,18,64
2,0,1
146,0,44
57,14,11
169,28,45
1224,1,1079
1101,920,699
210,59,119
3,0,5
1954,809,1360
933,324,693
56,3,8
0,0,0
0,0,0
362,75,143
87,13,30
99,6,20
740,401,490
520,199,363
1714,1194,1993
98,22,32
638,226,530
66,6,20
4227,3910,9498
537,347,1539
111,0,44
680,0,222
172,0,34
3204,1463,2771
88,11,5
2553,1116,1833
211,0,76
2588,1232,2426
223,77,97
126,27,95
45,30,23
0,0,0
0,0,0
1690,0,1279
0,0,0
2397,1398,2701
226,18,66
0,0,0
598,306,452
230,36,104
284,84,102
362,109,123
166,13,38
99,35,38
627,892,2074
699,326,292
99,14,21
257,51,66
107,0,26
1,0,2
116,29,48
1301,1018,1381
216,75,99
1378,534,1407
30,0,6
0,0,0
0,0,0
1043,743,696
78,27,30
146,59,16
148,13,23
86,16,23
1538,701,1491
21,2,0
874,889,833
121,15,52
134,40,43
2,0,0
738,0,576
174,62,77
11,4,6
179,14,32
0,0,0
1984,1737,2624
0,0,0
334,0,204
0,1,0
233,59,59
296,255,362
135,31,48
143,34,53
0,0,0
838,537,477
0,0,0
1881,1265,1495
284,81,109
407,203,150
3026,1383,3379
1,0,0
1084,709,1264
1655,1393,2086
673,561,675
545,326,379
370,0,642
145,17,37
1451,1367,2012
761,244,451
128,0,37
802,899,818
818,0,606
227,0,63
135,13,25
175,87,123
2754,1252,2107
1369,746,1322
234,58,76
237,110,167
0,0,1
1806,1894,1922
215,38,55
101,7,16
2871,1323,3163
268,236,295
96,49,33
268,0,169
319,36,94
123,0,18
4171,2813,4526
297,159,175
