50,105
239,253
495,470
1432,1688
8,9
70,114
1287,1557
1681,2112
702,735
630,705
834,937
562,673
936,1100
93,60
1533,1886
650,745
2271,2715
9152,14373
1278,1513
878,1124
1376,1640
886,1223
241,276
1933,2966
20,54
1038,1209
160,166
604,729
343,351
4361,5809
571,713
9843,14175
403,375
1756,2304
1188,1281
597,619
1370,1905
1134,1159
737,730
793,867
2860,3332
1098,851
1020,1176
586,648
1720,2198
716,659
5,15
806,911
5211,7518
1186,1370
1654,2007
709,830
1204,1469
713,795
6132,9620
1168,1307
714,793
36,90
1590,1916
1139,1284
3134,4263
306,360
338,483
865,608
2355,3078
35,27
693,626
1340,1493
1198,1452
3117,3636
1144,1220
5144,5902
333,367
36,42
733,829
2757,1261
2778,3450
71,117
3684,4960
646,1034
1964,2508
1636,1617
238,255
991,1069
881,873
5072,6768
501,590
12,8
532,693
309,298
535,617
2674,3523
1360,1676
372,503
1501,1586
1410,1591
1121,1336
558,624
985,992
682,822
1109,1541
3470,3877
4246,5962
283,157
646,731
590,717
1467,1590
1188,1349
1478,1694
894,1047
270,402
966,1080
481,460
1056,1430
183,219
5,12
33,24
742,832
217,223
199,259
3083,4230
296,310
604,672
1721,1926
652,703
606,650
7790,8691
534,514
42,43
5660,8045
1037,1525
2023,2122
1713,1983
1333,1769
65,135
3080,4648
1668,2006
7,10
207,159
1245,1529
2948,3842
3301,3966
885,1053
1521,1692
1092,1253
2858,3598
887,1046
1656,1802
299,293
693,830
1824,1924
1106,1166
409,457
4833,6076
2218,2656
1031,1149
263,230
285,247
689,726
2033,2978
8571,16839
1503,1861
522,516
799,960
1745,1907
773,787
2223,2876
2077,2394
761,1168
964,1012
571,665
512,557
902,1009
797,903
847,751
1866,2271
878,996
2584,3062
840,1057
1365,1428
1976,2357
2596,3221
3464,4412
701,718
759,811
487,531
2615,3387
6949,10022
295,357
147,151
1439,1509
1530,2156
1025,1183
674,807
1532,1709
658,563
535,692
989,1083
7,12
1046,1101
1115,1206
2510,2908
517,504
1079,1165
378,417
454,398
479,543
2498,2870
1164,1844
477,633
147,201
1809,2041
54,47
2616,3125
16,8
1129,1245
1028,1086
497,562
1199,1258
776,1004
1347,1639
6065,8608
932,1004
13593,21102
287,320
1557,1623
920,899
582,620
1354,1289
2740,2820
3443,4201
819,761
308,300
1285,1510
610,507
779,836
1093,860
780,816
539,382
1490,1714
752,950
8423,12088
944,898
1794,1882
689,712
195,265
214,525
6,0
491,518
1516,1801
600,655
1590,1751
843,913
699,726
591,891
1041,1063
5631,8057
276,251
1585,1744
97,126
603,760
388,354
1240,1484
5382,7136
1056,1249
801,1210
611,762
2804,3780
1411,1586
4774,6249
1466,1456
944,1114
2545,3702
988,1075
1,1
1186,1456
1081,1918
301,398
1392,1450
1337,1521
436,531
2014,2540
7,12
540,621
1570,1737
672,679
757,1126
1664,1884
535,578
8533,12305
149,131
872,1097
691,745
1068,1175
266,298
1035,1474
157,184
8064,12749
732,841
1013,952
1189,1414
1439,1568
812,822
312,386
1580,1793
601,670
2465,2869
865,854
70,47
651,680
730,784
1724,2100
698,788
1930,2510
182,194
1682,2574
790,947
1052,1165
521,61
433,424
661,755
1068,1222
1334,1615
872,883
417,587
776,838
827,912
811,897
292,247
663,791
188,269
531,815
1770,2307
783,929
560,508
549,585
1151,1234
2775,3177
1850,2375
1008,1266
584,633
1204,1592
884,848
13,13
1166,1417
934,992
1196,1475
202,299
297,294
1134,1342
3296,4725
1121,1186
1751,2282
486,547
239,267
476,411
37,35
1434,1631
1968,2288
7764,12004
1671,2022
237,343
2733,4624
390,493
226,336
164,278
146,119
890,1112
1996,2581
1103,1266
2668,3188
3801,5301
832,1110
595,609
1014,1094
1386,1442
461,523
814,793
1072,1328
985,1190
1673,1897
1002,1232
223,211
593,584
5436,9110
739,782
24,17
438,521
1968,2260
916,917
1299,2137
1154,1139
1287,1492
904,1147
180,181
2291,2802
109,153
615,725
1033,1353
1751,2169
2155,2425
261,311
3055,4235
1551,1948
2119,2576
381,469
133,114
329,282
74,70
162,169
5804,8454
40,12
23,39
1787,1969
421,443
1036,1332
984,1078
4009,5678
1196,1224
1700,2564
732,770
466,649
157,204
1214,1301
677,747
1887,2242
77,64
1478,1731
605,841
1507,1773
1462,1566
92,73
597,731
304,548
1220,1346
988,1181
1475,1613
2936,3657
1782,2060
811,839
1109,1383
850,976
617,612
21078,41838
480,606
1167,1495
701,888
972,1334
293,328
1081,1010
1214,1259
1336,1505
240,231
1084,1286
5,1
43,27
839,870
705,886
