,Initial_Fitness
0,-1.7316997658118618e-06
1,-1.8518009569515086e-06
2,-1.9305197895800377e-06
3,-1.6803416201942628e-06
4,-1.6803416201942628e-06
5,-1.7500582318333332e-06
6,-1.6803416201942628e-06
7,-3.0822091936035903e-06
8,5.57309069565467e-06
9,-2.1375454802419267e-06
10,-1.6803416201942628e-06
11,-1.852686017057893e-06
12,-2.2409698195622326e-06
13,-1.8003543053232709e-06
14,-3.995580233666919e-06
15,-1.749438689758864e-06
16,-1.6969684204706412e-06
17,-1.5826324497461435e-06
18,-5.632834584260062e-07
19,-5.162621073296914e-07
20,-1.4461453169147342e-06
21,-2.1736428702104e-06
22,-1.8268553243234795e-06
23,-2.31579438772267e-06
24,-1.706551729066893e-06
25,-2.274854559264745e-06
26,-1.6915818835453455e-06
27,-1.9726987021869016e-06
28,-1.947462159431294e-06
29,-2.924708414431556e-06
30,-2.06703231450711e-06
31,-1.835743647206637e-06
32,6.553135830451733e-08
33,-3.1607510142108424e-06
34,-1.4468201403708252e-07
35,-5.295503386491083e-07
36,-1.9051062348031536e-06
37,1.0488312022380988e-05
38,9.95391932398131e-06
39,-1.9271188393564645e-06
40,-4.919204908592295e-06
41,-2.489023844692685e-06
42,-1.6803416201942628e-06
43,-1.6803416201942628e-06
44,-1.3117315441473218e-06
45,1.3664181492706651e-05
46,-1.7402594567481283e-06
47,5.6990456132201025e-06
48,-2.1801038089870068e-06
49,-1.1484401524644759e-06
50,2.6349932929082908e-06
51,3.105105968137155e-06
52,-2.0084420681128212e-06
53,3.689175197952299e-06
54,-2.101561988379754e-06
55,-1.2183083840291601e-06
56,1.093000193847126e-05
57,-1.6803416201942628e-06
58,-1.6803416201942628e-06
59,-2.2077931279448276e-06
60,-2.4669735183200617e-06
61,-4.000068648113817e-06
62,-5.506777389662032e-06
63,-1.6803416201942628e-06
64,-1.6803416201942628e-06
65,-1.5830241956080097e-06
66,-1.6803416201942628e-06
67,2.3389298468941744e-07
68,7.036076735299125e-06
69,-1.6803416201942628e-06
70,-3.2552493088286785e-06
71,-5.16371869329721e-06
72,-2.323646030573829e-06
73,-1.6803416201942628e-06
74,-4.41425931963956e-06
75,-1.6803416201942628e-06
76,-6.9908147974664215e-06
77,-1.6803416201942628e-06
78,-2.222990769678978e-06
79,-3.61432612782233e-06
80,-3.4703159840866523e-06
81,-2.284590220434974e-06
82,-3.340947053925632e-06
83,3.8440715809965055e-06
84,-3.079819531316352e-06
85,-1.6803416201942628e-06
86,-2.248113414328284e-06
87,-2.5843310231299166e-06
88,8.54016728569913e-06
89,-3.4718220515642336e-06
90,8.758180051403838e-06
91,-2.610452625991908e-06
92,-2.4195096371705543e-06
93,-1.6803416201942628e-06
94,-1.1801753558160025e-06
95,-1.9646700473144655e-06
96,-2.025738462006631e-06
97,-1.6803416201942628e-06
98,2.805896201506043e-06
99,-2.162959035018811e-06
100,-3.3426286681277624e-06
101,-1.6803416201942628e-06
102,-3.0027823128899535e-06
103,-5.650495890621765e-06
104,1.82111750901177e-05
105,-2.2031908153916284e-06
106,5.804958252616844e-06
107,6.119872037598638e-06
108,-4.429532405012334e-06
109,-1.6803416201942628e-06
110,-1.7232285808862338e-06
111,-1.6803416201942628e-06
112,-2.7627953970996134e-06
113,-2.8977648653781553e-06
114,-1.852736801249219e-06
115,-2.051152016783515e-06
116,-3.2603064811587196e-06
117,1.136482684019941e-05
118,8.77828534218738e-07
119,-1.7190056844712513e-06
120,-1.6803416201942628e-06
121,-1.7196252265457203e-06
122,-1.6803416201942628e-06
123,4.883142152371917e-06
124,-1.6803416201942628e-06
125,-1.5993724154804596e-06
126,7.906029045958291e-06
127,5.0182661711695236e-06
128,-1.706374717045616e-06
129,-2.134713287901496e-06
130,2.2023273266613242e-06
131,-3.881535173069999e-06
132,3.4440266108558088e-06
133,-1.6803416201942628e-06
134,-3.6897201865142745e-06
135,-3.130077882986977e-06
136,1.9888175030722536e-06
137,-1.0212330883780903e-06
138,-3.6890752523441427e-06
139,-1.6889013111305293e-06
140,-4.074779318167953e-06
141,-4.3052083174577056e-06
142,-2.1120688115500667e-06
143,-4.557561415290129e-06
144,-4.3068899316598355e-06
145,-4.85468475948523e-06
146,5.8918580926917865e-06
147,-1.6803416201942628e-06
148,-3.987312185506595e-06
149,-2.4946628372778825e-06
150,-3.877931818729486e-06
151,-2.1296938373907677e-06
152,-3.1151203671890797e-06
153,-5.515399461864908e-06
154,8.08276102153453e-06
155,-3.953995471038862e-06
156,-1.6803416201942628e-06
157,-5.500026273406207e-06
158,9.565712936462042e-07
159,-1.7242906530138952e-06
160,-4.322618609457816e-06
161,-1.6803416201942628e-06
162,-4.396357178691658e-06
163,-2.2007380391894148e-06
164,-3.4047337628519263e-06
165,-2.7026620940567943e-06
166,-3.7447825222066752e-06
167,-3.396351083936937e-06
168,-1.1601606676880636e-06
169,-1.6803416201942628e-06
170,-3.1837125254338762e-06
171,-1.9643160232719117e-06
172,3.5986981282808697e-06
173,-2.513906363405738e-06
174,8.242171211121296e-06
175,3.140255392666725e-10
176,8.256281388632122e-06
177,-3.8126151155266754e-06
178,-4.654056893684973e-06
179,-3.399448794309283e-06
180,-4.473127413789413e-06
181,-6.179692126489437e-06
182,5.082226961523641e-06
183,5.574650983966736e-07
184,7.18634541369447e-06
185,4.667305780410583e-06
186,-5.266106352585518e-06
187,-1.8795156680049925e-06
188,-1.94102661275035e-06
189,-2.5158157738204717e-06
190,1.0144650890306682e-06
191,-2.2896481254133784e-06
192,-2.1426788288589567e-06
193,6.675646934050233e-06
194,-2.3276933802642606e-06
195,-3.7809053042708115e-06
196,1.9364466042215913e-06
197,5.376823551174634e-06
198,-3.720228635440513e-06
199,-1.6803416201942628e-06
200,-9.521636088542434e-07
201,4.7019963720389313e-07
202,-5.714990647633166e-06
203,-4.156419581795916e-06
204,-8.51038227865446e-07
205,7.888299419841354e-07
206,-2.8691019803033117e-06
207,-4.659847506195784e-06
208,-3.7112264144510535e-06
209,-2.0705747528777383e-06
210,-1.7061977050243392e-06
211,-4.506380281693806e-06
212,-1.8863937447391286e-06
213,-1.6803416201942628e-06
214,-1.6803416201942628e-06
215,1.6900894536103756e-06
216,-2.203544839434182e-06
217,-2.3228494764780827e-06
218,4.803372844691007e-06
219,-4.005910044815955e-06
220,-2.8471147678456643e-06
221,-3.604906768875342e-06
222,-1.6803416201942628e-06
223,-3.2803719534779847e-06
224,-3.5218779991179197e-06
225,1.842240685028063e-06
226,-1.6633992503430065e-06
227,-2.2635511819986862e-06
228,-1.6803416201942628e-06
229,-4.149186748370861e-06
230,1.5612007753218585e-06
231,-3.924182007825718e-06
232,-3.114856314453893e-06
233,-4.229701825956186e-06
234,-4.756267540952003e-06
235,-2.860341350546833e-06
236,-1.6803416201942628e-06
237,-3.3653493207661802e-06
238,-1.971459618037963e-06
239,-1.0188448913875817e-06
240,-3.7545181833769045e-06
241,1.229459251243474e-06
242,-1.6803416201942628e-06
243,-2.891329318697212e-06
244,-2.6580050131520544e-06
245,-3.0688955701885103e-06
246,-1.8694513748878723e-06
247,-1.990349120123265e-06
248,2.2625266742125717e-06
249,-3.8812696550380844e-06
250,-2.375358200233982e-06
251,-1.5307440007130766e-06
252,1.0572138811530885e-05
253,7.91231077476853e-06
254,2.2195881966809106e-06
255,-2.9162118374102653e-06
256,-4.2470606011166086e-06
257,-2.643239769692537e-06
258,-4.138591419189911e-06
259,-1.7060206930030623e-06
260,-3.7861394886221298e-06
261,-1.6803416201942628e-06
262,-2.5104800210865017e-06
263,-5.44172547184277e-06
264,-6.79822791626225e-06
265,-3.836814978250284e-06
266,-2.2311710444770277e-06
267,-3.7274607362172023e-06
268,-2.1063696356433494e-06
269,-6.9928627654347565e-06
270,-4.2577321065845486e-06
271,-4.435702433661363e-06
272,-4.22034484827581e-06
273,-8.17784349183038e-06
274,-1.7231400748755953e-06
275,-2.1207801224119475e-06
276,-2.5660610631190837e-06
277,-2.0411762296770335e-06
278,-5.581158695120912e-06
279,-3.1258927083913074e-06
280,-1.6803416201942628e-06
281,-2.33822413023351e-06
282,-1.9801963209955063e-06
283,-4.340837785277324e-06
284,5.859720279051471e-06
285,-7.175423807989484e-06
286,-2.6586245552265234e-06
287,-1.6718704352686346e-06
288,2.250640011394626e-06
289,-5.058334892019209e-06
290,-2.290026808903232e-06
291,-1.6803416201942628e-06
292,-1.6803416201942628e-06
293,-2.7459915848019577e-06
294,-3.1120226568167338e-06
295,-2.1806094529551744e-06
296,-4.394079949213993e-06
297,-2.9599207442936452e-06
298,5.0636175051389926e-06
299,-3.129496062731821e-06
300,-3.945524286113234e-06
301,-2.828490783792277e-06
302,1.5486687614046313e-05
303,-2.2871191729241762e-06
304,-2.7387594840252678e-06
305,-2.4249085038194996e-06
306,-2.500061703926828e-06
307,5.182161844609734e-06
308,-3.209188461477373e-06
309,1.3478265786929353e-06
310,-2.2853613824350574e-06
311,-4.436675999778386e-06
312,-3.4876123779804624e-06
313,-2.0433888799429948e-06
314,-1.9030705965584693e-06
315,-1.6803416201942628e-06
316,-1.6803416201942628e-06
317,8.432646277793795e-06
318,-1.6803416201942628e-06
319,9.004532530627586e-08
320,-3.5642955723643075e-06
321,-1.6803416201942628e-06
322,-4.232950423605783e-06
323,-3.259067397009781e-06
324,-2.782442998812985e-06
325,-3.5126973008104557e-06
326,-3.311462222659379e-06
327,-3.2512788680735984e-06
328,-2.6361824829920336e-06
329,-2.9247715283465318e-06
330,-3.2923957085528e-06
331,-3.8598134786442675e-06
332,-2.0781586797518917e-06
333,-1.6803416201942628e-06
334,-3.5591622237472775e-06
335,-3.840569952516412e-06
336,-4.042399180646294e-06
337,-5.810563344102314e-06
338,-1.8523319930153393e-06
339,-1.6803416201942628e-06
340,-1.6803416201942628e-06
341,-4.913465812921173e-06
342,-2.3599204325635794e-06
343,-2.582826420949063e-06
344,-3.1483855648171225e-06
345,-2.658536049215885e-06
346,-4.923541703113579e-06
347,-1.9373093603035352e-06
348,-3.4862855204692503e-06
349,-2.986193967081251e-06
350,-3.2409490569245625e-06
351,-1.6803416201942628e-06
352,-2.2086781880512122e-06
353,-3.188174815136748e-06
354,-1.7834119354720148e-06
355,-3.0304085179327985e-06
356,-1.6803416201942628e-06
357,-4.595946899163189e-06
358,-1.6803416201942628e-06
359,-1.701115140598635e-06
360,-1.6889013111305293e-06
361,-2.134093745827027e-06
362,-4.001067606326503e-06
363,-2.9933375618473023e-06
364,-3.053432410422445e-06
365,-1.6803416201942628e-06
366,-4.598792153875632e-06
367,-1.6803416201942628e-06
368,-4.820534501750803e-06
369,-4.513182182140954e-06
370,-4.0045570625607155e-06
371,-5.354333050171673e-06
372,-1.6803416201942628e-06
373,-2.6725715157364487e-06
374,-4.7663441637927735e-06
375,-5.282353736723679e-06
376,-3.223298638988199e-06
377,3.5452377059458176e-08
378,-2.9006855637292245e-06
379,-2.8502386029620358e-06
380,-4.3301292906384346e-06
381,-2.21546775877471e-06
382,-2.996992433027505e-06
383,3.986931146593884e-06
384,-2.094570013539317e-06
385,-2.6497993462583412e-06
386,-1.7769640590674218e-06
387,-4.2513248825927195e-06
388,-6.163116211704504e-07
389,-2.3568227221912334e-06
390,-4.645560316663681e-06
391,-1.6803416201942628e-06
392,-3.98972797253786e-06
393,-3.7488030145047183e-06
394,-2.194896642487277e-06
395,-5.369682311831437e-06
396,-2.8136348363770315e-06
397,-3.1163594513380177e-06
398,-2.046069452357811e-06
399,-4.533576286407109e-06
400,-2.267533952477417e-06
401,4.388398681441531e-06
402,-3.29867963530813e-06
403,-5.357080375744868e-07
404,-4.301048534957698e-06
405,-2.059003659634674e-06
406,-4.602079205992905e-06
407,-3.7762906619939627e-06
408,-1.6803416201942628e-06
409,-4.737100191111137e-06
410,-3.520017907597784e-06
411,-1.6803416201942628e-06
412,-1.6975495080774341e-06
413,-3.2534030123289207e-06
414,-3.1915518385613864e-06
415,-2.2928590012436625e-06
416,-2.989026159421681e-06
417,-2.1381650223163957e-06
418,-3.7335422588555923e-06
419,-3.3814443523303648e-06
420,1.9740969372773808e-05
421,-1.834770081089614e-06
422,-1.9238187248671786e-06
423,-1.6803416201942628e-06
424,-2.9389070979530202e-06
425,-4.0887001539338525e-06
426,-1.6803416201942628e-06
427,-4.345909485276105e-06
428,-2.0574990574538204e-06
429,-3.6807556873441277e-06
430,-3.502342097565758e-06
431,-1.7662040475888434e-06
432,-6.7490954832826245e-06
433,-2.52010178415043e-06
434,9.544922917042486e-06
435,-2.0154340429532583e-06
436,-4.128969656125983e-06
437,-4.114151430530049e-06
438,-4.646647780887007e-06
439,-1.6803416201942628e-06
440,-1.8619791481749302e-06
441,-1.6803416201942628e-06
442,3.967154386457109e-06
443,-1.6365318775765948e-06
444,-1.8356551411959984e-06
445,-2.155107392167652e-06
446,-1.3132992602431508e-06
447,-1.6803416201942628e-06
448,-1.6803416201942628e-06
449,7.422451127388732e-06
450,-2.2167953489342864e-06
451,-3.0560875907415985e-06
452,-2.1045458006457987e-06
453,-2.214494192657687e-06
454,-2.0328820567726823e-06
455,-1.6974610020667958e-06
456,-2.5977331525556347e-06
457,-2.094570013539317e-06
458,-2.996435272219648e-06
459,-1.6974610020667958e-06
460,-3.0634081975289265e-06
461,-1.6803416201942628e-06
462,-2.2156701628916498e-06
463,-2.6551097068966484e-06
464,-1.6803416201942628e-06
465,-6.697423942036822e-07
466,-5.488860721045387e-06
467,-3.2315296979775742e-06
468,-1.8690973508453185e-06
469,-3.1993011803815295e-06
470,-2.891771848750404e-06
471,-1.6803416201942628e-06
472,-3.86078704476129e-06
473,-5.934634975997041e-06
474,-3.3134093548934247e-06
475,-3.0442531774117094e-06
476,-3.6983299289935035e-06
477,-2.84906190007971e-06
478,-2.6250053335559264e-06
479,-2.537992328023046e-06
480,-6.139611966042233e-06
481,-6.324033832765461e-06
482,-2.161808456880511e-06
483,-2.9862824730918895e-06
484,-1.6803416201942628e-06
485,-1.8608916839516058e-06
486,-4.327549553957906e-06
487,-1.7746752325144714e-06
488,-3.1811843055930377e-06
489,-5.5919694907908154e-06
490,-2.675301407045864e-06
491,-3.111151391730727e-06
492,-2.870518076473527e-06
493,-5.481186822863868e-06
494,-3.914257737558927e-06
495,-1.6974610020667958e-06
496,-1.989110035974327e-06
497,-6.260876797692193e-06
498,-4.846049624910338e-06
499,-1.8315461428873175e-06
500,-2.043831409996187e-06
501,-5.788222107602112e-06
502,-1.6803416201942628e-06
503,-1.6718704352686346e-06
504,-1.6803416201942628e-06
505,-2.219867667210969e-06
506,-4.421061220086706e-06
507,-4.328485398255617e-06
508,-1.6803416201942628e-06
509,-2.264701760136986e-06
510,-3.64776833747165e-06
511,1.0719185523070378e-06
512,-1.6803416201942628e-06
513,-2.073632543485681e-06
514,-2.032085502676936e-06
515,-2.0501784506664924e-06
516,-4.721081335833941e-06
517,-3.7752786414092635e-06
518,-1.6803416201942628e-06
519,-1.6306650887787942e-06
520,-1.6803416201942628e-06
521,-2.792306353109893e-06
522,-1.6803416201942628e-06
523,-1.8450998922386496e-06
524,-3.535430283172524e-06
525,-5.811119772261808e-06
526,2.329763652257037e-06
527,-1.6803416201942628e-06
528,-1.1238768665681186e-06
529,-6.09261600704158e-06
530,-2.5562622880338788e-06
531,-2.134890299922773e-06
532,-4.320886211064361e-06
533,-1.6803416201942628e-06
