,Initial_Fitness
0,4.166619323776153e-06
1,6.279888716623739e-06
2,6.4611552314128955e-06
3,4.964008501801521e-06
4,4.867986813231261e-06
5,4.213259784535347e-06
6,4.964008501801521e-06
7,1.416115129585547e-05
8,8.739030692833926e-06
9,7.304963098683305e-06
10,4.964008501801521e-06
11,6.707542507340871e-06
12,9.422244611570964e-06
13,6.616477562137331e-06
14,3.6597033212422078e-06
15,6.800916531787322e-06
16,1.666714364911966e-05
17,1.2163223557137009e-05
18,1.1435258424294064e-05
19,8.168609794639932e-06
20,1.227168958319777e-05
21,1.1350643346959597e-05
22,6.964997809623741e-06
23,1.1819869969312128e-05
24,4.912621213970418e-06
25,9.355870280272957e-06
26,6.902005849481377e-06
27,7.034427782415835e-06
28,5.230012834901564e-06
29,1.9174623199276533e-05
30,1.7847969642424503e-06
31,4.7060793499805424e-07
32,7.736320062607968e-06
33,1.1264115312533155e-05
34,5.221119291593819e-06
35,6.030340841054271e-06
36,7.71194432314465e-06
37,1.22814981117838e-05
38,1.0996215805170152e-05
39,6.350047468837998e-06
40,5.554955514836196e-06
41,8.603226388743822e-06
42,4.964008501801521e-06
43,4.964008501801521e-06
44,1.1155439370177586e-05
45,6.019767967388046e-06
46,4.993445942778963e-06
47,1.1568957637826395e-05
48,1.435794742767757e-05
49,1.0599153995051916e-05
50,1.1043276098518965e-05
51,9.19759726620184e-06
52,8.701994771975624e-06
53,9.532611739504357e-06
54,1.3782470755579125e-05
55,8.20849144069751e-06
56,1.0619523542084832e-05
57,4.964008501801521e-06
58,4.964008501801521e-06
59,1.090114466753621e-05
60,1.4830853512798946e-05
61,1.053584056439622e-06
62,2.515508791746937e-06
63,4.964008501801521e-06
64,4.964008501801521e-06
65,4.954928752637651e-06
66,4.964008501801521e-06
67,8.088000909735868e-06
68,8.471446059913136e-06
69,4.964008501801521e-06
70,4.354125790139573e-06
71,5.199448753524345e-06
72,2.9101387816458447e-06
73,4.964008501801521e-06
74,3.2549440007053814e-06
75,3.332305110649562e-06
76,7.396738372018553e-07
77,4.964008501801521e-06
78,1.656131935957304e-05
79,1.421307456118149e-06
80,1.8876883532714035e-06
81,1.3364823554523494e-05
82,5.244211154388148e-07
83,8.853724815249607e-06
84,1.0715217832532084e-06
85,4.964008501801521e-06
86,8.844441077400599e-06
87,4.77566237025886e-06
88,9.439225859838565e-06
89,5.023366681225732e-06
90,6.505783704542381e-06
91,1.1586679520735501e-05
92,1.083202956918633e-05
