row_number,reads_t1,reads_t2,freq_t1,freq_t2,freq_ratio,ln_freq_ratio,abs_ln_freq_ratio
3469,7800.0,0.0,0.0013375363985666411,0.0,7.47643149231173e-08,-16.40892513902197,16.40892513902197
1984,2424.0,0.0,0.00041566515770840234,0.0,2.405782011980228e-07,-15.240220639347406,15.240220639347406
3293,2418.0,0.0,0.00041463628355565874,0.0,2.4117516929523507e-07,-15.237742323929908,15.237742323929908
3341,2335.0,0.0,0.000400403524442706,0.0,2.4974798901778937e-07,-15.20281347143099,15.20281347143099
1429,2301.0,0.0,0.0003945732375771591,0.0,2.534383103887371e-07,-15.188145395053679,15.188145395053679
2307,2263.0,0.0,0.00038805703460978317,0.0,2.5769401225042944e-07,-15.171492954907555,15.171492954907555
57,2255.0,0.0,0.0003866852024061251,0.0,2.586082258046951e-07,-15.167951562125008,15.167951562125008
3221,2243.0,0.0,0.00038462745410063797,0.0,2.5999177368825473e-07,-15.162615846091986,15.162615846091986
2348,2183.0,0.0,0.00037433871257320226,0.0,2.671376748582407e-07,-15.135501675267625,15.135501675267625
127,2104.0,0.0,0.0003607918695620786,0.0,2.7716803154288003e-07,-15.09864190260564,15.09864190260564
3649,2098.0,0.0,0.000359762995409335,0.0,2.7796069490179634e-07,-15.095786118496948,15.095786118496948
1044,2097.0,0.0,0.00035959151638387775,0.0,2.780932464600237e-07,-15.095309360575175,15.095309360575175
3281,2096.0,0.0,0.0003594200373584205,0.0,2.7822592449871035e-07,-15.094832375246867,15.094832375246867
1976,2079.0,0.0,0.00035650489392564705,0.0,2.8050097952023663e-07,-15.086688619939002,15.086688619939002
1541,2062.0,0.0,0.0003535897504928736,0.0,2.828135475625465e-07,-15.078477998970463,15.078477998970463
3198,2059.0,0.0,0.0003530753134165018,0.0,2.832256118667658e-07,-15.077022041833413,15.077022041833413
1632,2043.0,0.0,0.0003503316490091856,0.0,2.854437266471616e-07,-15.069220931841361,15.069220931841361
2377,2032.0,0.0,0.00034844537972915574,0.0,2.86988943227874e-07,-15.063822147267327,15.063822147267327
34,2021.0,0.0,0.00034655911044912584,0.0,2.8855098056809487e-07,-15.058394057534613,15.058394057534613
1964,2019.0,0.0,0.00034621615239821134,0.0,2.8883681602844546e-07,-15.057403958729667,15.057403958729667
2784,2001.0,0.0,0.00034312952993998064,0.0,2.9143504749937145e-07,-15.048448677598795,15.048448677598795
3443,1905.0,0.0,0.00032666754349608353,0.0,3.061215335861659e-07,-14.999283645262352,14.999283645262352
231,1901.0,0.0,0.0003259816273942545,0.0,3.067656607606606e-07,-14.997181700834108,14.997181700834108
2977,1895.0,0.0,0.0003249527532415109,0.0,3.0773695015282166e-07,-14.994020476833496,14.994020476833496
1917,1879.0,0.0,0.0003222090888341947,0.0,3.103573810598521e-07,-14.985541361350865,14.985541361350865
592,1878.0,0.0,0.0003220376098087374,0.0,3.1052264052986643e-07,-14.985009021870868,14.985009021870868
3889,1875.0,0.0,0.0003215231727323657,0.0,3.1101947660018843e-07,-14.983410301004007,14.983410301004007
1206,1841.0,0.0,0.00031569288586681877,0.0,3.167634520780482e-07,-14.96511054957655,14.96511054957655
3213,1833.0,0.0,0.00031432105366316067,0.0,3.181459435185329e-07,-14.96075561756567,14.96075561756567
984,1827.0,0.0,0.0003132921795104171,0.0,3.191907574494665e-07,-14.957476927148786,14.957476927148786
2425,1819.0,0.0,0.000311920347306759,0.0,3.2059456461876236e-07,-14.953088550692708,14.953088550692708
155,1812.0,0.0,0.00031071999412855816,0.0,3.2183306419386494e-07,-14.94923286001601,14.94923286001601
39,1800.0,0.0,0.000308662245823071,0.0,3.239786172600438e-07,-14.942588319442898,14.942588319442898
1455,1784.0,0.0,0.00030591858141575486,0.0,3.2688425413319657e-07,-14.933659691604234,14.933659691604234
450,1781.0,0.0,0.00030540414433938306,0.0,3.274348731344878e-07,-14.93197666230456,14.93197666230456
3396,1774.0,0.0,0.0003042037911611822,0.0,3.2872689306599e-07,-14.928038543176443,14.928038543176443
644,1773.0,0.0,0.00030403231213572496,0.0,3.28912300164097e-07,-14.927474686566534,14.927474686566534
3772,1766.0,0.0,0.0003028319589575241,0.0,3.3021602912268356e-07,-14.92351876295996,14.92351876295996
38,1747.0,0.0,0.00029957385747383616,0.0,3.338073871415665e-07,-14.91270169552147,14.91270169552147
2990,1737.0,0.0,0.00029785906721926356,0.0,3.3572913311204836e-07,-14.906961153550265,14.906961153550265
2219,1735.0,0.0,0.000297516109168349,0.0,3.3611614062820754e-07,-14.905809080077129,14.905809080077129
118,1727.0,0.0,0.0002961442769646909,0.0,3.3767313438445917e-07,-14.901187467399842,14.901187467399842
2181,1725.0,0.0,0.0002958013189137764,0.0,3.3806463933544944e-07,-14.900028719110127,14.900028719110127
91,1722.0,0.0,0.0002952868818374046,0.0,3.3865360192229375e-07,-14.898288075221306,14.898288075221306
2661,1719.0,0.0,0.00029477244476103286,0.0,3.3924462022427605e-07,-14.896544396207497,14.896544396207497
2627,1703.0,0.0,0.00029202878035371665,0.0,3.424318850891602e-07,-14.887193074674602,14.887193074674602
318,1690.0,0.0,0.00028979955302277225,0.0,3.4506597560398766e-07,-14.879530204563125,14.879530204563125
105,1655.0,0.0,0.0002837977871317681,0.0,3.5236344079464465e-07,-14.858602691754637,14.858602691754637
2554,1647.0,0.0,0.00028242595492811,0.0,3.540749808846583e-07,-14.853757135832655,14.853757135832655
69,1627.0,0.0,0.00027899637441896474,0.0,3.584274683336376e-07,-14.841539517226542,14.841539517226542
