Estimated_Fitness,Likelihood_Log,Estimated_Mean_Fitness,Estimated_Read_Number_t0,Estimated_Read_Number_t1,Estimated_Read_Number_t2,Estimated_Read_Number_t3,Estimated_Read_Number_t4,Estimated_Read_Number_t5,Estimated_Read_Number_t6,Estimated_Read_Number_t7,Estimated_Read_Number_t8,Estimated_Read_Number_t9
0.01380836293118669,-352.5257822085482,0.0,60,44,2,200,54,52,29,25,38,16
0.010894525550609957,-830.5119411161008,0.0008298098247793843,269,184,2,367,151,193,141,59,85,50
0.011332185707308772,-2338.333867382377,0.0007063595783757614,675,469,2,881,407,450,339,110,172,96
0.010173263186033864,-5357.912681276069,0.0014189974793527872,863,583,2,1737,860,1230,1073,489,793,482
-0.010480254068699674,-33.833539519056615,0.001490380018571238,51,20,1,10,7,2,3,0,0,0
-0.007710388345408338,-98.12962539314623,0.0018163900144057275,186,81,1,23,17,31,32,13,24,11
0.009626964325281977,-6014.252142357413,0.0021002911465403985,1378,919,2,1871,951,1209,945,452,601,414
0.00963143032222711,-7354.042585491627,0.0024479061342515904,1125,750,2,2232,1169,1683,1414,659,873,721
0.010448730882653332,-2681.4529237386105,0.002853864124253882,547,372,2,973,493,644,524,240,400,232
0.012207761889358947,-3434.2398522119875,0.004069488609755438,740,525,2,1255,578,698,504,216,309,190
0.010396269128600059,-3861.763957889065,,826,561,2,1314,697,942,643,317,405,293
0.009086603279625878,-1294.956899813898,,328,215,2,507,306,376,345,133,226,141
0.009735939023435733,-4068.67757489374,,797,533,2,1354,776,987,847,404,589,379
0.006031146570206271,-925.5579086330727,,427,261,2,346,125,103,102,23,34,8
0.0011841333207492854,-52.87065927299807,,1196,651,1271,1869,1510,1470,1489,659,1350,651
0.010580967290826745,-2108.812643969794,,579,395,2,792,368,454,377,124,207,120
0.009105648194127817,-10276.723813907845,,1725,1136,2,2931,1567,1955,1707,822,1216,952
0.003540422471284755,-25681.274913062913,,1773,1021,2,5469,3332,5936,6617,3738,7262,4894
0.010205074815925867,-6471.434472469336,,1252,846,2,2034,1133,1518,1269,503,669,475
0.01022834053971394,-4484.773475009917,,932,630,2,1484,696,891,760,361,466,357
0.009719963253698673,-5664.743390812262,,965,645,2,1791,1004,1355,1166,520,677,549
0.010025728901660454,-4709.03587645493,,805,542,2,1553,860,996,984,417,747,443
0.010431038444335001,-1197.6189008116492,,352,239,2,493,294,319,274,117,149,93
0.00865621762717449,-6327.291966699836,,956,623,2,1911,1047,1336,1251,650,1012,753
0.002927553873988742,-114.66759484952878,,30,17,1,51,18,12,22,15,65,8
0.010368799459164545,-5918.122594867259,,992,673,2,1901,1019,1366,1145,499,777,501
0.010032326431132837,-921.1926796416684,,354,238,2,388,196,212,149,65,72,46
0.010201546121894741,-2065.2565046014984,,444,300,2,774,385,513,445,202,295,197
0.00484066037240085,-939.822398129938,,229,136,2,331,100,335,337,191,333,135
0.01069106544249092,-16764.297732098534,,1722,1178,2,4719,2483,3431,3123,1440,2165,1503
0.010667919725797444,-3647.73425784409,,808,552,2,1270,760,849,669,288,512,243
0.0060446315398067565,-94.38344485841607,,1982,1213,3426,5991,5292,5949,7329,3879,10755,5143
0.0074096748587892895,-1046.4801344689674,,405,256,2,400,237,296,222,84,157,82
0.008302956000620712,-7469.838460276432,,1276,824,2,2173,1195,1615,1391,728,1048,818
-0.005109328743877389,-47.90140807561106,,1326,621,839,1101,757,618,559,231,403,144
0.009477367340975366,-2067.231388722615,,633,420,2,750,337,440,377,153,183,130
0.005089430904015706,-4154.480753023772,,510,305,2,1194,786,1272,1528,741,1384,812
0.009217467380110804,-4241.198967401912,,968,639,2,1375,724,1081,831,349,513,326
0.007289978904401097,-2327.3509671832608,,892,562,2,776,420,484,473,175,270,125
0.010646401157808088,-4068.918540529215,,864,590,2,1386,715,950,718,298,418,287
0.0020597320445192506,-68.21427341260848,,1875,1043,2797,4144,3223,3042,3292,1554,3562,1442
0.009107701004806746,-3884.566408247833,,759,500,2,1281,656,737,802,378,751,374
0.009592446673231171,-5784.887574560981,,1169,779,2,1814,776,1076,966,427,784,427
0.010791777049405028,-2687.939469495438,,506,347,2,983,495,666,556,249,321,251
0.006932335142957531,-6751.31826158942,,906,566,2,1924,1154,1804,1686,869,1630,946
-0.009258524575082474,-47.2482387945796,,1239,525,708,711,503,371,290,116,266,66
-0.008549071899934953,-43.89365935327149,,30,12,1,16,3,6,3,1,3,0
0.008120897696528207,-2435.005048820657,,782,503,2,827,524,647,478,220,273,185
0.004386445653206955,-10026.18212982759,,1110,652,2,2485,1517,2551,2819,1517,3010,1827
0.010412973533881379,-6602.018188051668,,1251,850,2,2086,1075,1318,1164,539,849,479
0.009254965544363685,-7718.350704019718,,1062,702,2,2318,1363,1818,1771,792,1342,815
0.010511099814526598,-3458.4875341020957,,830,565,2,1203,601,667,575,265,433,225
0.009366330152833651,-5383.832984969909,,749,496,2,1703,906,1286,1257,610,881,622
0.008706658786143403,-2349.1079753516365,,720,469,2,820,490,570,490,189,274,171
0.0034155424168516068,-11311.313854628832,,951,546,2,2661,1742,3121,3377,1970,3882,2394
0.01170517091807596,-4693.414803279367,,837,586,2,1618,795,1044,795,406,550,328
0.006910482707925801,-2332.57317923437,,972,607,2,765,393,440,367,154,205,110
0.004203823762998295,-162.31050885813733,,53,31,2,79,18,22,14,5,18,4
0.008937549946493772,-5086.368486281317,,1079,707,2,1597,968,1225,1106,498,720,460
0.012813465872660974,-6443.776246646068,,1072,771,2,2187,994,1321,882,384,640,330
0.0073749038732983324,-13694.353362300877,,1548,978,2,3594,2167,3274,3305,1693,3042,1722
-0.0031656044529097833,-125.58954792082541,,396,194,855,567,529,377,369,182,481,116
-0.00471097761498253,-174.19345850758708,,452,213,1055,559,282,401,385,195,524,146
-9.651099065472813e-05,-273.19611208350995,,675,356,800,398,962,485,361,130,325,237
0.0037871344575514648,-59.078781338584385,,1253,726,1721,2906,2222,2430,2592,1341,3093,1619
