Estimated_Fitness,Likelihood_Log,Estimated_Mean_Fitness,Estimated_Read_Number_t0,Estimated_Read_Number_t1,Estimated_Read_Number_t2,Estimated_Read_Number_t3,Estimated_Read_Number_t4,Estimated_Read_Number_t5,Estimated_Read_Number_t6,Estimated_Read_Number_t7
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
0.0069266230131741855,-103.4555225846855,,1226,1112,998,1023,930,784,710,497
-0.016798672339978622,-69.39419684586426,,173,88,4,1,3,0,1,0
-0.016519383084654955,-57.87912765501818,,992,512,78,40,41,9,7,2
-0.014141679578894617,-40.20199406642088,,314,171,24,10,15,1,3,2
-0.016393655555598872,-41.41199279263263,,371,192,25,4,5,1,4,1
-0.018228766483647955,-59.49475908761162,,811,402,53,30,32,6,7,4
0.009900464087681101,-426.1716984655793,,1626,1584,2523,3209,3676,2190,3770,2680
-0.005676506802820273,-30.713833258097047,,577,386,130,101,75,22,12,5
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
0.006013049353043117,-67.58096435923251,,1649,1463,1297,1119,1108,747,590,366
0.007996850996845337,-139.9086554691663,,2589,2410,2986,2656,3052,1935,1794,1180
0.009236555320613248,-24.16009565635791,,24,23,7,5,12,4,5,7
-0.005879779063938911,-41.95916032773074,,1140,760,335,138,127,31,43,32
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
0.008767377814895245,-96.08078471404106,,1389,1317,1458,1520,1611,1298,1131,650
-0.00706999851438362,-49.388088342241446,,224,145,35,12,13,4,2,6
-0.018728611113604125,-61.570322010115596,,448,219,16,4,2,1,3,2
-0.011751099993096308,-51.3085819130335,,311,180,23,9,12,1,3,1
-0.011810086593666776,-35.54512356520729,,728,421,107,50,38,5,7,4
-0.010817226934234273,-67.85627755173587,,432,256,32,7,13,2,3,3
-0.006422238762145892,-42.5857152175588,,459,302,128,42,89,20,13,7
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
0.005520092266764986,-103.07779884235748,,1769,1552,1698,1451,1470,749,542,214
-0.001111555055763866,-30.243610055190587,,98,73,7,5,8,3,4,2
0.017553645109175325,-128.63599014539233,,594,695,1136,1708,2694,2074,3711,4116
-0.015450586268387155,-35.192012297002904,,259,137,15,5,5,1,1,1
0.009479253498221069,-257.5928926710769,,1283,1237,2037,2514,2504,1447,1883,968
0.010132960145977223,-229.33683240782918,,2076,2034,2394,3159,3330,2434,2954,1839
0.009775406950997344,-232.66859397149278,,1222,1187,1802,2295,2530,1459,1898,867
-0.007114032582680525,-36.663141152624405,,556,360,102,60,44,10,8,5
-0.006166412194307153,-38.94760382049043,,724,479,142,119,88,28,23,9
-0.0186355408790903,-57.13113153778958,,621,305,33,13,12,1,5,1
-0.021854863255173253,-71.82720270971875,,926,421,41,15,22,4,7,3
-0.9840012118760523,-85.65209503261734,,1064,0,0,0,0,0,0,0
0.009907942040105703,-202.60689338447634,,3866,3768,4683,5137,5269,3540,3844,2670
0.008491308208066916,-184.8287526071872,,2063,1943,2078,2515,2332,1671,1708,1103
0.010186990459373765,-165.80914009317402,,1297,1272,2014,2402,2444,1315,1464,711
0.009825037722398932,-121.70581948580516,,1165,1133,1696,1502,2267,1199,1396,748
-0.011207984787317719,-68.88060677040275,,916,537,111,39,42,8,7,5
0.0010238870027799336,-26.67174924426135,,65,51,7,5,7,2,4,4
-0.024527316770381058,-23.859088941443893,,223,95,11,1,2,1,0,0
-0.009927414796491143,-31.881700317018733,,621,376,144,60,42,8,4,0
0.008579806156259894,-274.9249977147143,,3860,3644,4463,4827,5127,2960,3188,1773
0.004051666146099657,-54.56007268468743,,956,809,514,429,543,280,275,155
-0.005154833378443052,-34.03384937927448,,274,186,45,25,18,4,5,3
0.009413773118757074,-157.5122829968727,,1194,1150,1777,1968,2191,1092,1236,575
0.0016037573662256947,-41.41630339807436,,1668,1332,978,677,569,234,127,38
-0.0011852224096784783,-37.27364600207875,,753,562,284,185,141,41,15,6
0.007034925388372604,-199.81432205620968,,2870,2611,3224,2432,3548,2306,1679,1244
0.03052908686966864,-2736.3204455063833,,2073,3314,6138,5586,7113,9130,6848,8116
-0.024900481681372322,-34.836762896793374,,492,207,22,4,5,0,0,0
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
0.005219696320233754,-63.937091848400506,,2669,2324,1888,1591,1659,877,674,384
0.009024322865328593,-142.009199038974,,2205,2104,1588,1373,1330,793,580,283
-0.022126100230468765,-87.7335370964616,,1057,477,47,11,14,1,3,2
0.0044395181027403075,-63.74162074224993,,1953,1669,1310,1178,1134,516,359,166
-0.001435180089630346,-30.210336285351335,,330,245,111,70,72,31,38,9
0.007764076178495819,-88.27962835226688,,1788,1655,1845,1769,1888,1001,918,391
-0.012081962552783296,-37.244618718223236,,429,246,53,19,19,3,2,1
-0.017450224347451367,-52.39666107669872,,737,372,58,14,16,2,4,1
-0.004218848492226986,-57.297351748267076,,619,429,111,74,66,23,24,5
0.00949559627832322,-119.96567943917333,,2064,1992,2552,2078,2782,2150,2186,1661
-0.03558339306958964,-10.88733890769366,,12,3,0,0,0,0,0,0
-0.008371859121797828,-38.119502968706946,,977,614,186,107,91,27,22,15
-0.024914967073254586,-20.94621017468502,,46,19,1,0,0,0,0,0
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
0.010330301147193473,-108.42160843482813,,601,591,845,1000,1065,558,865,365
-0.00015078598916318936,-61.86904306385614,,144,110,9,3,15,4,7,3
-0.013595803678502563,-48.4804378295308,,173,95,4,2,5,0,1,1
0.009473342674185599,-301.6327120987255,,3102,2992,4126,4671,5091,3429,3763,2051
-0.0038662455525614106,-50.26310973913825,,858,600,211,112,158,81,63,39
-0.020273043602200697,-50.6984419426188,,339,160,12,2,6,0,2,0
-0.006835833472286602,-40.11134151578844,,731,476,159,77,62,15,6,3
0.007082476537486891,-5.366830535103884,,1,0,0,0,1,0,0,0
-0.0033497561998519845,-31.731526436744822,,852,604,315,169,118,33,28,15
0.00908902601129806,-87.63112146288422,,1440,1376,1464,1453,1640,1300,1312,869
0.012423282197059904,-144.1338883098576,,1762,1824,1947,1865,2268,1291,2051,836
0.014423762426705285,-46.254610694367955,,8,8,35,0,2,0,0,0
-0.00999242547602143,-30.395150396621723,,99,59,5,1,4,1,1,1
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
-0.019014417912800466,-67.61155016197753,,1040,506,75,29,36,7,6,5
0.007100481082706455,-58.48581755559238,,966,880,934,888,893,432,376,151
-0.0042674128577153934,-29.885804121226503,,589,408,165,101,82,34,20,6
0.006229980521177106,-312.0966223339096,,1742,1554,1805,2081,2210,1944,1163,696
0.00517006477944206,-45.265692696686735,,1832,1593,1115,797,701,325,341,254
-0.004266028057783915,-39.61541694258639,,953,661,260,187,170,71,24,12
0.00813186301522318,-138.00039416789474,,1962,1832,1827,1759,1875,1232,1687,1179
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
-0.0013791556450050944,-31.551032607484444,,864,642,363,236,202,75,34,11
-0.0164233263949737,-60.60510733440452,,56,29,0,0,4,0,0,0
0.008111153453291775,-192.87933325483374,,1980,1848,2219,2292,2170,1359,1775,1204
0.0030427614452294364,-46.332338904144635,,698,577,364,310,277,197,137,62
0.002903025107318557,-63.822538340979555,,1136,935,926,632,611,165,121,40
-0.008276531957871584,-3.894737940841543,,2,1,0,0,0,0,0,0
-0.012996607577876008,-67.77206142686569,,370,208,18,4,11,1,7,1
-0.007705096112657947,-53.61776650371681,,195,124,14,4,8,0,2,1
-0.0027727465302352164,-33.82331654955726,,346,248,88,82,74,34,18,11
-0.02387596680033567,-16.211467441619586,,121,52,7,1,0,0,0,0
-0.012135128077965792,-17.368544278323732,,94,53,12,6,5,0,1,0
0.00939652388700981,-120.81749318239824,,814,783,1117,1339,1441,725,864,440
-0.015110402163886882,-87.44934108428959,,736,393,40,19,11,2,4,2
-0.007736159661157541,-51.512362143984475,,124,79,3,4,2,0,0,1
0.00690767987124404,-192.18349244711152,,986,894,1013,1120,1287,838,1097,816
0.010469768144535159,-421.5071018838699,,1531,1512,2843,3659,4284,2541,3833,2177
0.009382391562841264,-256.15195036789436,,3276,3153,4347,4804,4833,3330,3273,1930
0.007559739940175397,-100.40998165294006,,1489,1371,1551,1470,1912,1016,845,580
0.0006725817571200058,-53.37564945429143,,176,137,30,7,11,3,12,1
-0.01338437576962491,-38.19580990678685,,951,530,125,69,54,8,13,7
0.012886943080200936,-106.81902233666133,,1873,1961,2281,2610,2784,2770,3261,2853
-0.011155206198131977,-88.42080484590856,,762,448,73,28,20,3,9,1
-0.06049914384229846,-8.226649223425927,,15,2,0,0,0,0,0,0
-0.014856019561776672,-24.37245768896992,,415,223,51,27,25,5,2,1
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
-0.0053301765301140905,-50.30043352527194,,423,286,69,39,23,3,12,3
-0.9840012118760523,-170.92749011284494,,1302,0,0,0,0,0,0,0
-0.011735701614434671,-37.315764297411334,,1440,834,224,126,104,21,14,5
-0.0036705224116415462,-36.83092602020858,,840,591,267,155,200,63,39,14
-0.013251169170586354,-30.864916553367948,,195,109,20,5,8,0,0,0
-0.9840012118760523,-82.40749646275994,,637,0,0,0,0,0,0,0
0.009204315918633525,-170.03738900261732,,2282,2187,2465,2682,2764,2313,2340,1559
-0.027379133626574514,-105.93866587415275,,1437,572,46,17,25,3,7,5
-0.0011169479397588056,-38.209092439568465,,1350,1010,536,359,373,129,75,29
-0.020579229874121772,-81.51038325820308,,795,372,33,9,18,2,4,1
-0.009670927363007977,-44.30724240981442,,1010,615,177,96,120,20,20,9
-0.0019821465466639127,-42.17788464614404,,2355,1725,913,590,513,187,70,29
-0.015614986211526558,-10.805256536969804,,8,4,0,0,0,0,0,0
-0.017801366104991702,-49.05240259036467,,247,123,11,1,7,1,1,0
-0.01111497915201038,-42.38995150371298,,509,299,98,21,13,4,11,8
-0.009914099693218919,-24.809350163074452,,101,61,12,5,4,0,2,0
-0.019048597340589342,-49.22110673233698,,1011,491,82,33,40,6,4,3
-0.012506574335472864,-67.90975956089494,,536,305,45,12,11,2,9,1
-0.002303218245231251,-4.504152192159658,,1,0,0,0,0,0,0,0
-0.012357302782102984,-45.55760677274358,,425,242,38,15,15,2,5,1
-0.04430147716670357,-27.260730791446964,,78,20,0,0,0,0,0,0
-0.022922968965409483,-49.9677667268041,,562,249,21,8,6,1,3,1
0.009436483706097024,-140.96619350304096,,1114,1073,1472,1657,2100,1089,1317,718
-0.0016902783283256097,-48.53008562177024,,893,658,485,210,229,72,83,18
-0.022347553038057022,-64.48230515718359,,344,154,9,2,6,0,1,0
-0.02916389606957638,-3.5841356888752145,,4,1,0,0,0,0,0,0
0.006996383006399869,-114.94810299939444,,1695,1540,1721,1747,1999,1083,666,254
-0.0073846363608799336,-37.91955909681786,,1158,745,273,140,119,23,33,11
-0.022592674135359703,-38.05048814275483,,240,107,7,1,1,0,2,0
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
-0.0022078322407992866,-67.6749829538753,,208,151,28,4,17,4,4,1
-0.021555783152117036,-43.02663087552129,,230,105,7,1,4,0,0,0
-0.018628727687429597,-33.15110967239946,,268,131,14,11,6,1,1,0
-0.004554540515061312,-37.86271024377197,,542,373,127,79,41,19,8,5
-0.005936984596931434,-28.26249796732673,,648,431,201,101,64,15,18,8
0.010022415540201318,-180.6490411519639,,1457,1424,2144,2588,2628,1929,1957,1128
-0.016241351233473075,-38.781241835527794,,283,147,21,3,7,1,0,0
-0.018811521292931684,-47.551557685358794,,829,405,60,30,25,5,6,3
-0.023969405751902262,-48.122193377455666,,268,115,4,2,3,0,0,0
0.015170277250538334,-440.9734712763466,,2537,2805,5445,8053,9138,7591,12139,9794
0.013739937278070456,-164.4119008933885,,577,616,593,378,266,182,220,856
-0.01822631559047737,-30.162446110941673,,415,205,34,18,22,4,11,3
-0.012398794463499032,-22.445723459729948,,486,277,97,32,18,4,3,1
-0.017451747460161905,-39.3490156768246,,446,225,37,12,13,1,3,2
0.010303517187400232,-148.2524203639345,,2750,2706,3620,3587,4157,2199,2755,1522
-0.03132936835141694,-35.08675064258651,,569,206,16,7,8,0,0,0
0.008446988491277242,-79.18648646119712,,2186,2057,2511,2070,2077,1149,1276,613
-0.015192574319689955,-32.22929032630049,,325,173,26,9,8,1,3,1
-0.012972092301453492,-74.45625944922202,,459,258,20,9,16,4,6,2
-0.9840012118760523,-81.3453944701983,,512,0,0,0,0,0,0,0
0.0011652765557867099,-105.65249601594027,,236,186,25,8,20,3,4,17
-0.01873139716658396,-14.808308359235568,,17,8,0,0,0,0,0,0
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
0.009507488471899707,-224.38190488307765,,1534,1480,2298,2641,2933,1505,1873,926
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
0.007653503228931376,-198.8906150233938,,2310,2133,2467,2725,2858,1752,1527,1040
-0.010452717047360536,-67.21017944737558,,519,310,51,14,18,1,6,2
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
-0.001368140421930352,-36.325542626116,,611,454,195,163,132,64,30,13
-0.007276140220762801,-50.571940274494295,,550,354,93,71,63,16,5,7
-0.007710581608078956,-31.777952421958815,,443,282,90,38,39,10,6,3
-0.010223935054392952,-36.194159706562715,,720,432,113,58,41,9,10,3
-0.01818332764981885,-56.576324417114634,,517,256,30,12,12,0,1,1
-0.009027265271073684,-71.21679271696496,,375,232,26,9,10,3,6,1
-0.010983648651013742,-168.9041184355654,,270,159,58,42,39,19,27,136
-0.015353391029906245,-71.15141807018807,,275,146,7,2,11,1,1,1
-0.026299369201125078,-49.71790059330322,,291,118,5,1,3,0,0,0
-0.020126323745014545,-59.14928400804777,,610,289,38,4,8,1,2,0
-0.005618605537294423,-44.73492594890912,,269,180,30,11,15,2,4,3
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
-0.016841801135955972,-57.03919271084596,,404,207,19,8,7,0,2,1
-0.019084656963615915,-93.40962467645936,,443,215,10,1,8,2,2,2
-0.012497711558417075,-54.09059984285754,,559,318,62,33,18,5,0,1
-0.9840012118760523,-114.198842639589,,1201,0,0,0,0,0,0,0
-0.0016263944799451494,-32.83522108844769,,68,50,8,2,8,1,5,2
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
0.0076987274843471395,-57.38104884934317,,1085,1003,807,679,829,466,600,225
-0.01708001651307469,-52.66771135664436,,281,143,11,3,6,1,0,0
-0.020146193779061752,-26.13263231982661,,219,103,16,7,2,0,0,0
-0.009868701371700116,-63.45159476086576,,349,211,27,11,7,1,4,1
-0.011902357723297449,-45.844102248474655,,235,135,17,4,8,1,1,0
-0.018521755778670594,-76.86330432545176,,1247,614,86,56,51,7,5,5
-0.04275352674648958,-20.030060858132728,,69,19,0,0,0,0,0,0
0.008834173543125505,-54.14838679386581,,807,766,750,782,840,545,582,296
-0.020270821398072562,-43.86906478226392,,405,191,23,10,9,1,0,1
-0.013932173565554293,-86.6746963600791,,421,231,16,5,13,2,2,2
-0.0013806571538861612,-6.212665751776401,,1,0,0,0,0,0,0,0
-0.005518410390444005,-76.46471373024269,,353,237,35,19,16,3,12,1
-0.020705875136884953,-41.61699458496549,,265,123,13,2,4,0,0,1
-0.03457588307656736,-14.15316983284369,,37,12,0,0,0,0,0,0
-0.022853783230238872,-47.646416908730814,,465,206,19,3,5,0,2,0
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
-0.02115738902929136,-116.92310095007905,,612,283,11,10,14,2,6,5
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
-0.0030200330808265903,-29.36798961571032,,353,252,113,68,66,16,18,8
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
-0.010996835836379427,-30.53400187859988,,99,58,2,2,1,0,2,0
-0.003285665487894846,-30.401310197571352,,717,509,241,155,108,34,17,11
-0.02039162185452282,-39.09496685901631,,290,136,14,2,6,1,1,0
-0.02531114365483733,-39.272894344936,,362,151,11,5,5,0,1,0
-0.0036445277252603082,-3.2749792230925547,,1,0,0,0,0,0,0,0
0.00034355611228831587,-38.15904720804533,,924,715,404,278,267,142,71,22
