row_number,reads_t1,reads_t2,freq_t1,freq_t2,freq_ratio,ln_freq_ratio,abs_ln_freq_ratio
1633,131.0,38.0,2.6913763780977024e-05,7.726374120387888e-06,0.28708156447789684,-1.247988906811676,1.247988906811676
80,317.0,92.0,6.512719937839478e-05,1.870595839672857e-05,0.28722300134149414,-1.2474963567785593,1.2474963567785593
344,148.0,43.0,3.0406389615149615e-05,8.743002294123137e-06,0.28754066664002564,-1.2463909795650263,1.2463909795650263
990,437.0,127.0,8.978102879608365e-05,2.5822355612875313e-05,0.28761562657031015,-1.2461303202221876,1.2461303202221876
180,282.0,82.0,5.7936499131568856e-05,1.6672702049258075e-05,0.2877766782857866,-1.2455705222606124,1.2455705222606124
2027,543.0,158.0,0.00011155857811504216,3.212545029003385e-05,0.2879699798603311,-1.2448990408752751,1.2448990408752751
3226,457.0,133.0,9.389000036569848e-05,2.704230942135761e-05,0.28802194604147213,-1.2447186002164912,1.2447186002164912
2976,254.0,74.0,5.218393893410812e-05,1.5046096971281678e-05,0.2883294830873526,-1.243651414261794,1.243651414261794
2907,367.0,107.0,7.539962830243181e-05,2.175584291793432e-05,0.28854139673647394,-1.2429167137731219,1.2429167137731219
3149,264.0,77.0,5.4238424718915526e-05,1.5656073875522826e-05,0.28865412465879225,-1.2425261080959362,1.2425261080959362
2063,329.0,96.0,6.759258232016367e-05,1.951926093571677e-05,0.2887792030986455,-1.2420928859876963,1.2420928859876963
3597,517.0,151.0,0.0001062169150745429,3.07021708468045e-05,0.2890522843751325,-1.2411476924399665,1.2411476924399665
2091,558.0,163.0,0.00011464030679225328,3.31420784637691e-05,0.289096832357094,-1.2409935869306423,1.2409935869306423
2005,106.0,31.0,2.1777549318958507e-05,6.303094677158541e-06,0.2894341159066834,-1.2398275867751982,1.2398275867751982
667,253.0,74.0,5.197849035562738e-05,1.5046096971281678e-05,0.28946912312047196,-1.2397066435450652,1.2397066435450652
627,328.0,96.0,6.738713374168293e-05,1.951926093571677e-05,0.2896596261918214,-1.2390487481169867,1.2390487481169867
3278,82.0,24.0,1.6846783435420732e-05,4.8798152339291925e-06,0.28966278852913085,-1.239037830751357,1.239037830751357
906,181.0,53.0,3.7186192705014055e-05,1.0776258641593634e-05,0.2897938422385567,-1.2385854976354627,1.2385854976354627
1867,239.0,70.0,4.910221025689701e-05,1.4232794432293479e-05,0.2898620117430075,-1.2383502908164619,1.2383502908164619
1875,348.0,102.0,7.149610531129774e-05,2.073921474419907e-05,0.29007574113757717,-1.2376132137657463,1.2376132137657463
2917,614.0,180.0,0.00012614542718717475,3.659861425446894e-05,0.29013089144384613,-1.2374231080229365,1.2374231080229365
2586,75.0,22.0,1.5408643386055548e-05,4.473163964435094e-06,0.2903068636007829,-1.2368167651005515,1.2368167651005515
946,559.0,164.0,0.00011484575537073401,3.334540409851615e-05,0.2903500870002971,-1.2366678875247323,1.2366678875247323
414,259.0,76.0,5.3211181826511824e-05,1.5452748240775776e-05,0.290405487527207,-1.2364770997664811,1.2364770997664811
1440,402.0,118.0,8.259032854925774e-05,2.3992424900151864e-05,0.2905000654627006,-1.236151477345272,1.236151477345272
896,310.0,91.0,6.36890593290296e-05,1.850263276198152e-05,0.2905162033367891,-1.2360959268384815,1.2360959268384815
982,562.0,165.0,0.00011546210110617623,3.35487297332632e-05,0.290561148253293,-1.235941231714087,1.235941231714087
981,422.0,124.0,8.669930011887255e-05,2.5212378708634163e-05,0.29080338126983146,-1.2351079059150225,1.2351079059150225
1723,524.0,154.0,0.0001076550551239081,3.131214775104565e-05,0.2908569284490476,-1.2349237875267718,1.2349237875267718
355,17.0,5.0,3.4926258341725907e-06,1.0166281737352485e-06,0.2910987641193161,-1.234092673793278,1.234092673793278
3443,397.0,117.0,8.156308565685404e-05,2.3789099265404814e-05,0.2916658915885016,-1.2321463387070148,1.2321463387070148
3251,624.0,184.0,0.00012819991297198215,3.741191679345714e-05,0.2918253744766271,-1.231599688220976,1.231599688220976
892,393.0,116.0,8.074129134293107e-05,2.3585773630657764e-05,0.2921162645127333,-1.23060338982146,1.23060338982146
2317,166.0,49.0,3.410446402780295e-05,9.962956102605435e-06,0.29213263346463797,-1.230547355648471,1.230547355648471
2690,220.0,65.0,4.519868726576294e-05,1.321616625855823e-05,0.2924031165006335,-1.2296218928164135,1.2296218928164135
2179,230.0,68.0,4.725317305057034e-05,1.3826143162799379e-05,0.29259863434227223,-1.2289534577266488,1.2289534577266488
3043,267.0,79.0,5.485477045435775e-05,1.6062725145016926e-05,0.29282404665201195,-1.2281833737234238,1.2281833737234238
2338,54.0,16.0,1.1094223237959994e-05,3.2532101559527953e-06,0.2932409743409467,-1.2267605699581932,1.2267605699581932
1894,202.0,60.0,4.150061285310961e-05,1.2199538084822982e-05,0.2939621333253526,-1.224304318151744,1.224304318151744
2815,286.0,85.0,5.875829344549182e-05,1.7282678953499225e-05,0.2941329389737634,-1.2237234404628838,1.2237234404628838
696,370.0,110.0,7.601597403787404e-05,2.2365819822175465e-05,0.29422618972708237,-1.2234064546304189,1.2234064546304189
1716,457.0,136.0,9.389000036569848e-05,2.7652286325598758e-05,0.2945186576422193,-1.2224129242734172,1.2224129242734172
3721,309.0,92.0,6.348361075054885e-05,1.870595839672857e-05,0.2946591838374358,-1.2219358995518887,1.2219358995518887
3837,188.0,56.0,3.862433275437924e-05,1.1386235545834782e-05,0.29479618816003966,-1.2214710490082195,1.2214710490082195
3109,436.0,130.0,8.957558021760292e-05,2.643233251711646e-05,0.29508492096186284,-1.2204920964009325,1.2204920964009325
3260,134.0,40.0,2.7530109516419244e-05,8.133025389881988e-06,0.29542548105314365,-1.2193386531156785,1.2193386531156785
1381,241.0,72.0,4.951310741385849e-05,1.4639445701787578e-05,0.2956695085297594,-1.2185129736740319,1.2185129736740319
2549,107.0,32.0,2.198299789743925e-05,6.506420311905591e-06,0.2959783167168408,-1.2174690816763039,1.2174690816763039
2388,511.0,153.0,0.00010498422360365847,3.11088221162986e-05,0.2963196889636819,-1.216316377188474,1.216316377188474
1514,307.0,92.0,6.307271359358737e-05,1.870595839672857e-05,0.2965787845974644,-1.2154423805032768,1.2154423805032768
603,427.0,128.0,8.772654301127625e-05,2.6025681247622363e-05,0.2966690660245263,-1.2151380172336443,1.2151380172336443
2788,360.0,108.0,7.396148825306663e-05,2.195916855268137e-05,0.2969009870034921,-1.2143565728545531,1.2143565728545531
2442,290.0,87.0,5.958008775941478e-05,1.7689330222993325e-05,0.2969012164651674,-1.2143557999989663,1.2143557999989663
3318,150.0,45.0,3.0817286772111096e-05,9.149653563617235e-06,0.29690231787912386,-1.2143520903074847,1.2143520903074847
2546,40.0,12.0,8.217943139229625e-06,2.4399076169645963e-06,0.2969085919392396,-1.2143309587990796,1.2143309587990796
1275,20.0,6.0,4.1089715696148126e-06,1.2199538084822981e-06,0.2969171472953115,-1.2143021444331563,1.2143021444331563
3069,20.0,6.0,4.1089715696148126e-06,1.2199538084822981e-06,0.2969171472953115,-1.2143021444331563,1.2143021444331563
