,0,1,2,3,4,5,6,7,8,9
0,1.0,0.9999073923295636,0.9993484047414081,0.9968190341932357,0.9911964621002731,0.9792528122390192,0.9366018324783488,0.8893869741395263,0.8495958392892422,0.8081590452105747
1,0.9999073923295636,1.0,0.9996815051614942,0.9975608006247133,0.9924108913916204,0.9810967837685515,0.9397189631832169,0.8934207141339071,0.8542235902327227,0.8132923639923111
2,0.9993484047414081,0.9996815051614942,1.0,0.9989892485524857,0.9951558254392071,0.9855750223460713,0.9478513504861371,0.9041828021993089,0.8667161417319933,0.8272768729490811
3,0.9968190341932357,0.9975608006247133,0.9989892485524857,1.0,0.9985656406630536,0.9921762985886177,0.9611889723709797,0.9224126332745706,0.8881766780514457,0.8515519940632772
4,0.9911964621002731,0.9924108913916204,0.9951558254392071,0.9985656406630536,1.0,0.9974288016202454,0.9745631022907749,0.9417269279378762,0.9114414024954084,0.8782726296120432
5,0.9792528122390192,0.9810967837685515,0.9855750223460713,0.9921762985886177,0.9974288016202454,1.0,0.9880904313052407,0.9633568162368482,0.9384946669456281,0.910104270535865
6,0.9366018324783488,0.9397189631832169,0.9478513504861371,0.9611889723709797,0.9745631022907749,0.9880904313052407,1.0,0.993146136916401,0.9804165960156607,0.962869631103402
7,0.8893869741395263,0.8934207141339071,0.9041828021993089,0.9224126332745706,0.9417269279378762,0.9633568162368482,0.993146136916401,1.0,0.996704582449921,0.9877384613365292
8,0.8495958392892422,0.8542235902327227,0.8667161417319933,0.8881766780514457,0.9114414024954084,0.9384946669456281,0.9804165960156607,0.996704582449921,1.0,0.9970875069863154
9,0.8081590452105747,0.8132923639923111,0.8272768729490811,0.8515519940632772,0.8782726296120432,0.910104270535865,0.962869631103402,0.9877384613365292,0.9970875069863154,1.0
