row_number,reads_t0,reads_t1,reads_t2,reads_t3,reads_t4,reads_t5,reads_t6,reads_t7,reads_t8,reads_t9,freq_t0,freq_t1,freq_t2,freq_t3,freq_t4,freq_t5,freq_t6,freq_t7,freq_t8,freq_t9,freq_mean,freq_std,freq_cv,zero_t0,zero_t1,zero_t2,zero_t3,zero_t4,zero_t5,zero_t6,zero_t7,zero_t8,zero_t9,zero_count
482,3272.0,2758.0,3473.0,3099.0,3388.0,2452.0,2039.0,1409.0,1801.0,233.0,0.0006722277487889834,0.0005607721006323631,0.0007196526934965402,0.0006898986723847297,0.0006508349340069129,0.0004811407352348465,0.00043098027403919826,0.0002601941059110044,0.00018363722013422544,8.64121846372487e-05,0.00047357506692660516,0.00022783995708962944,0.48110621713604373,0,0,0,0,0,0,0,0,0,0,0
483,81.0,25.0,6.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.6641334856939993e-05,5.083140868676242e-06,1.24328135933753e-06,4.452395433267052e-07,5.763001186601944e-07,1.962237908788118e-07,2.1136845220166665e-07,0.0,1.0196403116836505e-07,0.0,2.449885302118951e-06,5.2166682923826956e-06,2.1292651379871086,0,0,0,0,0,0,0,1,0,1,2
484,208.0,56.0,23.0,5.0,11.0,4.0,4.0,6.0,13.0,3.0,4.273330432399405e-05,1.1386235545834782e-05,4.765911877460531e-06,1.113098858316763e-06,2.1131004350873796e-06,7.848951635152472e-07,8.454738088066666e-07,1.107994773219323e-06,1.3255324051887456e-06,1.11260323567273e-06,6.728815042709622e-06,1.3068127890308132e-05,1.9420854338867999,0,0,0,0,0,0,0,0,0,0,0
485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,10
486,31.0,10.0,4.0,3.0,5.0,3.0,3.0,1.0,5.0,0.0,6.36890593290296e-06,2.033256347470497e-06,8.288542395583534e-07,6.678593149900578e-07,9.605001977669908e-07,5.886713726364353e-07,6.341053566049999e-07,1.8466579553655386e-07,5.098201558418252e-07,0.0,1.2776638713308671e-06,1.869969760783361e-06,1.463470522793602,0,0,0,0,0,0,0,0,0,1,1
487,527.0,220.0,36.0,21.0,22.0,9.0,4.0,1.0,2.0,1.0,0.00010827140085935032,4.473163964435093e-05,7.4596881560251795e-06,4.6750152049304045e-06,4.226200870174759e-06,1.7660141179093061e-06,8.454738088066666e-07,1.8466579553655386e-07,2.039280623367301e-07,3.708677452242433e-07,1.7273489426464514e-05,3.470397321285025e-05,2.0090771151293545,0,0,0,0,0,0,0,0,0,0,0
488,14.0,3.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,2.876280098730369e-06,6.099769042411491e-07,0.0,4.452395433267052e-07,0.0,0.0,6.341053566049999e-07,1.8466579553655386e-07,0.0,0.0,4.7502676984397766e-07,8.833637742952307e-07,1.8592170139883089,0,0,1,0,1,1,0,0,1,1,5
489,1453.0,1291.0,852.0,870.0,777.0,592.0,500.0,377.0,261.0,122.0,0.0002985167845325161,0.00026249339445844115,0.00017654595302592926,0.00019367920134711675,0.00014926173073299035,0.00011616448420025658,0.00010568422610083331,6.96190049172808e-05,2.6612612134943278e-05,4.524586491735768e-05,0.00014438232563676655,8.99241855634905e-05,0.6228194682760031,0,0,0,0,0,0,0,0,0,0,0
490,1222.0,773.0,448.0,242.0,140.0,44.0,8.0,25.0,21.0,3.0,0.00025105816290346504,0.00015717071565946942,9.283167483053557e-05,5.387398474253133e-05,2.689400553747574e-05,8.63384679866772e-06,1.6909476176133332e-06,4.616644888413846e-06,2.141244654535666e-06,1.11260323567273e-06,6.0002383086838035e-05,8.43787280441589e-05,1.406253936558635,0,0,0,0,0,0,0,0,0,0,0
491,140.0,24.0,11.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,2.876280098730369e-05,4.8798152339291925e-06,2.2793491587854716e-06,4.452395433267052e-07,3.842000791067963e-07,0.0,4.227369044033333e-07,0.0,3.0589209350509513e-07,0.0,3.748003400036028e-06,8.922191929791356e-06,2.3804551202364355,0,0,0,0,0,1,0,1,0,1,3
492,1236.0,1080.0,961.0,774.0,756.0,684.0,353.0,212.0,156.0,28.0,0.0002539344430021954,0.00021959168552681367,0.0001991322310538944,0.00017230770326743492,0.000145227629902369,0.00013421707296110727,7.461306362718833e-05,3.914914865374942e-05,1.590638886226495e-05,1.0384296866278814e-05,0.0001264463663723296,8.738539361229885e-05,0.6910860866209343,0,0,0,0,0,0,0,0,0,0,0
493,240.0,102.0,32.0,10.0,6.0,4.0,0.0,0.0,2.0,1.0,4.9307658835377754e-05,2.073921474419907e-05,6.630833916466827e-06,2.226197716633526e-06,1.1526002373203888e-06,7.848951635152472e-07,0.0,0.0,2.039280623367301e-07,3.708677452242433e-07,8.141619642107378e-06,1.580980053296643e-05,1.9418257110207089,0,0,0,0,0,0,1,1,0,0,2
494,1406.0,972.0,554.0,288.0,208.0,92.0,45.0,28.0,44.0,7.0,0.00028886070134392136,0.0001976325169741323,0.00011479631217883193,6.411449423904555e-05,3.995680822710681e-05,1.8052588760850687e-05,9.511580349074999e-06,5.170642275023508e-06,4.486417371408062e-06,2.5960742165697034e-06,7.451781359359651e-05,9.793730903504268e-05,1.314278732616833,0,0,0,0,0,0,0,0,0,0,0
495,1313.0,1063.0,1243.0,982.0,1052.0,985.0,661.0,610.0,557.0,71.0,0.00026975398354521247,0.00021613514973611384,0.0002575664549427583,0.00021861261577341224,0.00020208924161017484,0.0001932804340156296,0.00013971454690530166,0.00011264613527729785,5.6793965360779335e-05,2.6331609910921276e-05,0.00016929241370776014,8.25563497972786e-05,0.4876550533108088,0,0,0,0,0,0,0,0,0,0,0
496,3.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,3.0,0.0,6.16345735442222e-07,2.033256347470497e-07,0.0,0.0,3.842000791067963e-07,0.0,2.1136845220166665e-07,7.386631821462154e-07,3.0589209350509513e-07,0.0,2.459795177149045e-07,2.6825438608605025e-07,1.0901126130978378,0,0,1,1,0,1,0,0,0,1,4
497,44.0,8.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,9.039737453152588e-06,1.6266050779763977e-06,4.144271197791767e-07,4.452395433267052e-07,0.0,1.962237908788118e-07,4.227369044033333e-07,3.693315910731077e-07,1.0196403116836505e-07,7.417354904484866e-07,1.3358001002206967e-06,2.744757641694054e-06,2.05461294691168,0,0,0,0,1,0,0,0,0,0,1
498,1027.0,497.0,477.0,311.0,168.0,75.0,30.0,36.0,72.0,42.0,0.00021099569009972062,0.0001010528404692837,9.884086806733363e-05,6.923474898730266e-05,3.227280664497089e-05,1.4716784315910884e-05,6.341053566049999e-06,6.647968639315939e-06,7.341410244122284e-06,1.557644529941822e-05,5.6302061633342876e-05,6.602495169992692e-05,1.1726894631488904,0,0,0,0,0,0,0,0,0,0,0
499,834.0,469.0,243.0,156.0,72.0,35.0,12.0,19.0,26.0,11.0,0.0001713441144529377,9.535972269636631e-05,5.035289505316996e-05,3.4728684379483006e-05,1.3831202847844667e-05,6.867832680758413e-06,2.5364214264199996e-06,3.508650115194523e-06,2.651064810377491e-06,4.079545197466676e-06,3.852601336600188e-05,5.5409711304327644e-05,1.4382377681841383,0,0,0,0,0,0,0,0,0,0,0
500,178.0,162.0,81.0,63.0,32.0,8.0,3.0,0.0,3.0,0.0,3.656984696957183e-05,3.293875282902205e-05,1.6784298351056653e-05,1.4025045614791214e-05,6.1472012657087404e-06,1.5697903270304944e-06,6.341053566049999e-07,0.0,3.0589209350509513e-07,0.0,1.0897493280729107e-05,1.3959959039880696e-05,1.2810130347374002,0,0,0,0,0,0,0,1,0,1,2
501,88.0,46.0,16.0,9.0,10.0,13.0,6.0,3.0,5.0,0.0,1.8079474906305176e-05,9.352979198364285e-06,3.3154169582334134e-06,2.0035779449701735e-06,1.9210003955339816e-06,2.5509092814245534e-06,1.2682107132099998e-06,5.539973866096616e-07,5.098201558418252e-07,0.0,3.955538694049307e-06,5.6298969020610195e-06,1.4232586283803914,0,0,0,0,0,0,0,0,0,1,1
502,568.0,89.0,23.0,17.0,27.0,7.0,8.0,9.0,16.0,6.0,0.00011669479257706068,1.809598149248742e-05,4.765911877460531e-06,3.784536118276994e-06,5.18670106794175e-06,1.3735665361516827e-06,1.6909476176133332e-06,1.6619921598289848e-06,1.6314244986938408e-06,2.22520647134546e-06,1.571110604168607e-05,3.5832651814325576e-05,2.2807066318939415,0,0,0,0,0,0,0,0,0,0,0
503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,10
504,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.066512694940994e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.066512694940994e-08,1.2859442250003017e-07,3.1545203492096943,1,0,1,1,1,1,1,1,1,1,9
505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,10
506,67.0,4.0,3.0,3.0,4.0,2.0,0.0,5.0,3.0,2.0,1.3765054758209622e-05,8.133025389881988e-07,6.21640679668765e-07,6.678593149900578e-07,7.684001582135926e-07,3.924475817576236e-07,0.0,9.233289776827693e-07,3.0589209350509513e-07,7.417354904484866e-07,1.8999661593464212e-06,4.1781532931336855e-06,2.1989514799689256,0,0,0,0,0,0,1,0,0,0,1
507,435.0,116.0,32.0,9.0,19.0,16.0,19.0,14.0,18.0,4.0,8.937013163912218e-05,2.3585773630657764e-05,6.630833916466827e-06,2.0035779449701735e-06,3.6499007515145647e-06,3.139580654060989e-06,4.016000591831666e-06,2.585321137511754e-06,1.835352561030571e-06,1.4834709808969732e-06,1.3829994380806348e-05,2.734585907656873e-05,1.9772720506173695,0,0,0,0,0,0,0,0,0,0,0
508,729.0,424.0,380.0,277.0,208.0,123.0,81.0,38.0,50.0,4.0,0.00014977201371245993,8.621006913274908e-05,7.874115275804357e-05,6.166567675074868e-05,3.995680822710681e-05,2.413552627809385e-05,1.7120844628334997e-05,7.017300230389046e-06,5.098201558418253e-06,1.4834709808969732e-06,4.7120106425724126e-05,4.739109265046795e-05,1.0057488335746327,0,0,0,0,0,0,0,0,0,0,0
509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,10
510,95.0,27.0,10.0,4.0,3.0,1.0,1.0,1.0,6.0,1.0,1.951761495567036e-05,5.489792138170342e-06,2.0721355988958832e-06,8.904790866534104e-07,5.763001186601944e-07,1.962237908788118e-07,2.1136845220166665e-07,1.8466579553655386e-07,6.117841870101903e-07,3.708677452242433e-07,3.012123186890166e-06,6.022127491819135e-06,1.9992301759141593,0,0,0,0,0,0,0,0,0,0,0
511,312.0,83.0,18.0,8.0,11.0,5.0,6.0,3.0,5.0,4.0,6.409995648599108e-05,1.6876027684005125e-05,3.7298440780125897e-06,1.7809581733068207e-06,2.1131004350873796e-06,9.81118954394059e-07,1.2682107132099998e-06,5.539973866096616e-07,5.098201558418252e-07,1.4834709808969732e-06,9.33965050473555e-06,1.985559318726622e-05,2.125923297115785,0,0,0,0,0,0,0,0,0,0,0
512,2308.0,2657.0,2386.0,1821.0,1886.0,1483.0,941.0,641.0,658.0,48.0,0.00047417531913354936,0.000540236211522911,0.0004944115538965578,0.0004053906041989651,0.0003623006745977089,0.0002909998818732779,0.0001988977135217683,0.00011837077493893103,6.70923325087842e-05,1.780165177076368e-05,0.00029696767179632173,0.00018794700019752819,0.6328868585997052,0,0,0,0,0,0,0,0,0,0,0
513,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0544857848074062e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0544857848074064e-08,6.496854500429961e-08,3.146960152615459,0,1,1,1,1,1,1,1,1,1,9
514,329.0,286.0,285.0,250.0,246.0,260.0,153.0,101.0,101.0,2.0,6.759258232016367e-05,5.8151131537656214e-05,5.9055864568532675e-05,5.565494291583815e-05,4.7256609730135945e-05,5.1018185628491065e-05,3.2339373186855e-05,1.865124534919194e-05,1.029836714800487e-05,7.417354904484866e-07,4.00760037875318e-05,2.312014820116433e-05,0.5769060865731491,0,0,0,0,0,0,0,0,0,0,0
515,51.0,10.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0477877502517772e-05,2.033256347470497e-06,8.288542395583534e-07,2.226197716633526e-07,3.842000791067963e-07,3.924475817576236e-07,0.0,1.8466579553655386e-07,1.0196403116836505e-07,0.0,1.4625885348779313e-06,3.225093933977548e-06,2.2049081927388583,0,0,0,0,0,0,1,0,0,1,2
516,64.0,21.0,22.0,6.0,2.0,0.0,0.0,3.0,3.0,0.0,1.31487090227674e-05,4.269838329688044e-06,4.558698317570943e-06,1.3357186299801157e-06,3.842000791067963e-07,0.0,0.0,5.539973866096616e-07,3.0589209350509513e-07,0.0,2.4557053859228055e-06,4.135606180070023e-06,1.684012179375528,0,0,0,0,0,1,1,0,0,1,3
517,1432.0,1088.0,586.0,272.0,214.0,108.0,41.0,30.0,40.0,9.0,0.0002942023643844206,0.00022121829060479006,0.00012142714609529876,6.0552577892431905e-05,4.11094084644272e-05,2.1192169414911675e-05,8.666106540268332e-06,5.539973866096615e-06,4.078561246734602e-06,3.33780970701819e-06,7.813244082163979e-05,0.00010281029270542676,1.3158447379833855,0,0,0,0,0,0,0,0,0,0,0
518,317.0,73.0,16.0,4.0,3.0,3.0,5.0,2.0,2.0,4.0,6.512719937839478e-05,1.4842771336534628e-05,3.3154169582334134e-06,8.904790866534104e-07,5.763001186601944e-07,5.886713726364353e-07,1.0568422610083332e-06,3.693315910731077e-07,2.039280623367301e-07,1.4834709808969732e-06,8.8454411146428e-06,2.026326963666233e-05,2.2907891528669473,0,0,0,0,0,0,0,0,0,0,0
519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,10
520,14.0,20.0,18.0,10.0,11.0,18.0,4.0,7.0,4.0,0.0,2.876280098730369e-06,4.066512694940994e-06,3.7298440780125897e-06,2.226197716633526e-06,2.1131004350873796e-06,3.5320282358186123e-06,8.454738088066666e-07,1.292660568755877e-06,4.078561246734602e-07,0.0,2.108995376145948e-06,1.4411088204520804e-06,0.6832829073313358,0,0,0,0,0,0,0,0,0,1,1
521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,10
522,1462.0,1346.0,1549.0,1340.0,1454.0,1028.0,741.0,478.0,644.0,86.0,0.0003003658217388428,0.00027367630436952886,0.00032097380426897234,0.0002983104940288925,0.0002793134575106409,0.00020171805702341852,0.000156624023081435,8.827025026647274e-05,6.566483607242708e-05,3.1894626089284925e-05,0.00020168116744499154,0.00010890198902942747,0.53997076877321,0,0,0,0,0,0,0,0,0,0,0
523,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0721355988958834e-07,0.0,0.0,0.0,0.0,1.8466579553655386e-07,0.0,0.0,3.918793554261422e-08,8.278618545676933e-08,2.107165579290215,1,1,0,1,1,1,1,0,1,1,8
524,44.0,25.0,22.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,9.039737453152588e-06,5.083140868676242e-06,4.558698317570943e-06,6.678593149900578e-07,5.763001186601944e-07,3.924475817576236e-07,0.0,0.0,1.0196403116836505e-07,0.0,2.042014768597601e-06,3.1194948161364475e-06,1.5275805572273125,0,0,0,0,0,0,1,1,0,1,3
525,287.0,71.0,17.0,13.0,7.0,7.0,7.0,11.0,6.0,1.0,5.8963742023972565e-05,1.4436120067040529e-05,3.5226305181230014e-06,2.894057031623584e-06,1.344700276873787e-06,1.3735665361516827e-06,1.4795791654116664e-06,2.0313237509020925e-06,6.117841870101903e-07,3.708677452242433e-07,8.702837130233334e-06,1.8132344777290795e-05,2.0834741772752126,0,0,0,0,0,0,0,0,0,0,0
526,731.0,251.0,112.0,12.0,13.0,2.0,0.0,3.0,2.0,1.0,0.0001501829108694214,5.1034734321509476e-05,2.3207918707633894e-05,2.6714372599602314e-06,2.4973005141941757e-06,3.924475817576236e-07,0.0,5.539973866096616e-07,2.039280623367301e-07,3.708677452242433e-07,2.3111554244864745e-05,4.7575241067558186e-05,2.0584957079880635,0,0,0,0,0,0,1,0,0,0,1
527,1783.0,2275.0,2328.0,1939.0,2343.0,1647.0,1058.0,706.0,688.0,40.0,0.00036631481543116055,0.00046256581904953806,0.00048239316742296163,0.00043165973725524067,0.00045009039267361183,0.00032318058357740304,0.0002236278224293633,0.00013037405164880703,7.015125344383516e-05,1.4834709808969733e-05,0.0002955192352740891,0.00017417931628459823,0.589400744702711,0,0,0,0,0,0,0,0,0,0,0
528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,10
529,3285.0,3385.0,2896.0,2006.0,1974.0,1146.0,488.0,266.0,216.0,24.0,0.000674898580309233,0.0006882572736187632,0.0006000904694402478,0.0004465752619566853,0.00037920547807840794,0.0002248724643471183,0.00010314780467441332,4.912110161272333e-05,2.2024230732366852e-05,8.90082588538184e-06,0.0003197093490655342,0.0002737729369788012,0.8563179404894071,0,0,0,0,0,0,0,0,0,0,0
530,753.0,240.0,114.0,90.0,58.0,27.0,14.0,8.0,17.0,9.0,0.0001547027795959977,4.879815233929193e-05,2.3622345827413068e-05,2.0035779449701733e-05,1.1141802294097093e-05,5.298042353727919e-06,2.9591583308233328e-06,1.4773263642924309e-06,1.7333885298622058e-06,3.33780970701819e-06,2.7310658479222565e-05,4.713129466725921e-05,1.7257409640642414,0,0,0,0,0,0,0,0,0,0,0
531,135.0,33.0,2.0,3.0,7.0,8.0,7.0,6.0,10.0,4.0,2.7735558094899987e-05,6.70974594665264e-06,4.144271197791767e-07,6.678593149900578e-07,1.344700276873787e-06,1.5697903270304944e-06,1.4795791654116664e-06,1.107994773219323e-06,1.0196403116836504e-06,1.4834709808969732e-06,4.353276631143776e-06,8.408455434064468e-06,1.9314789751731836,0,0,0,0,0,0,0,0,0,0,0
532,64.0,11.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.31487090227674e-05,2.236581982217547e-06,8.288542395583534e-07,4.452395433267052e-07,3.842000791067963e-07,1.962237908788118e-07,4.227369044033333e-07,3.693315910731077e-07,3.0589209350509513e-07,7.417354904484866e-07,1.907950473728564e-06,3.993304155847935e-06,2.0928713421529834,0,0,0,0,0,0,0,0,0,0,0
533,356.0,48.0,21.0,9.0,18.0,3.0,8.0,3.0,9.0,10.0,7.313969393914366e-05,9.759630467858385e-06,4.351484757681355e-06,2.0035779449701735e-06,3.4578007119611667e-06,5.886713726364353e-07,1.6909476176133332e-06,5.539973866096616e-07,9.176762805152855e-07,3.7086774522424332e-06,1.0017215793123189e-05,2.2346350417903867e-05,2.2307722826552463,0,0,0,0,0,0,0,0,0,0,0
534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,10
535,334.0,160.0,127.0,57.0,45.0,28.0,11.0,7.0,12.0,6.0,6.861982521256738e-05,3.253210155952795e-05,2.6316122105977717e-05,1.2689326984811098e-05,8.644501779902916e-06,5.494266144606731e-06,2.325052974218333e-06,1.292660568755877e-06,1.2235683740203805e-06,2.22520647134546e-06,1.6136263217573388e-05,2.143523920353346e-05,1.3283810555397826,0,0,0,0,0,0,0,0,0,0,0
536,2373.0,3118.0,3168.0,2682.0,2721.0,2315.0,1168.0,939.0,929.0,64.0,0.0004875294767347975,0.000633969329141301,0.0006564525577302158,0.0005970662276011117,0.0005227042076247964,0.0004542580758844493,0.00024687835217154666,0.00017340118200882406,9.472458495541113e-05,2.373553569435157e-05,0.0003890719529546805,0.00023413514554808984,0.6017783692507006,0,0,0,0,0,0,0,0,0,0,0
537,385.0,109.0,29.0,27.0,10.0,16.0,11.0,9.0,22.0,4.0,7.909770271508514e-05,2.2162494187428415e-05,6.009193236798061e-06,6.01073383491052e-06,1.9210003955339816e-06,3.139580654060989e-06,2.325052974218333e-06,1.6619921598289848e-06,2.243208685704031e-06,1.4834709808969732e-06,1.2605442982446544e-05,2.4174913742233857e-05,1.917800270555412,0,0,0,0,0,0,0,0,0,0,0
538,316.0,514.0,304.0,290.0,251.0,161.0,79.0,53.0,44.0,0.0,6.492175079991404e-05,0.00010450937625998354,6.299292220643486e-05,6.455973378237226e-05,4.821710992790293e-05,3.1592030331488696e-05,1.6698107723931665e-05,9.787287163437355e-06,4.486417371408062e-06,0.0,4.0776473556687344e-05,3.3933914161395666e-05,0.8321914079960874,0,0,0,0,0,0,0,0,0,1,1
539,2054.0,2602.0,2525.0,2196.0,2257.0,1832.0,1116.0,726.0,741.0,48.0,0.00042199138019944124,0.0005290533016118233,0.0005232142387212105,0.0004888730185727223,0.0004335697892720196,0.0003594819848899832,0.00023588719265705998,0.0001340673675595381,7.55553470957585e-05,1.780165177076368e-05,0.0003219495272350321,0.0001917931477004854,0.5957240868630395,0,0,0,0,0,0,0,0,0,0,0
540,605.0,182.0,60.0,30.0,24.0,12.0,11.0,12.0,26.0,9.0,0.00012429638998084807,3.700526552396304e-05,1.24328135933753e-05,6.678593149900578e-06,4.610400949281555e-06,2.3546854905457414e-06,2.325052974218333e-06,2.215989546438646e-06,2.651064810377491e-06,3.33780970701819e-06,1.9790806572596695e-05,3.823419991910193e-05,1.9319074534990013,0,0,0,0,0,0,0,0,0,0,0
541,455.0,355.0,193.0,145.0,148.0,103.0,66.0,54.0,55.0,7.0,9.347910320873698e-05,7.218060033520264e-05,3.9992217058690547e-05,3.227986689118613e-05,2.8430805853902926e-05,2.0211050460517614e-05,1.3950317845309998e-05,9.971952958973909e-06,5.608021714260077e-06,2.5960742165697034e-06,3.187000105433505e-05,2.9780339088651383e-05,0.9344287624905597,0,0,0,0,0,0,0,0,0,0,0
542,53.0,33.0,71.0,41.0,9.0,36.0,15.0,41.0,10.0,0.0,1.0888774659479253e-05,6.70974594665264e-06,1.4712162752160772e-05,9.127410638197456e-06,1.7289003559805834e-06,7.064056471637225e-06,3.1705267830249996e-06,7.571297616998708e-06,1.0196403116836504e-06,0.0,6.199251553581529e-06,4.718082333365079e-06,0.7610606194190291,0,0,0,0,0,0,0,0,0,1,1
543,569.0,363.0,151.0,72.0,71.0,32.0,14.0,11.0,14.0,0.0,0.00011690024115554143,7.380720541317904e-05,3.1289247543327834e-05,1.602862355976139e-05,1.3639102808291268e-05,6.279161308121978e-06,2.9591583308233328e-06,2.0313237509020925e-06,1.4274964363571107e-06,0.0,2.643615603063055e-05,3.887411865931842e-05,1.4704850268614684,0,0,0,0,0,0,0,0,0,1,1
544,159.0,58.0,28.0,17.0,12.0,13.0,4.0,11.0,15.0,0.0,3.266632397843776e-05,1.1792886815328882e-05,5.801979676908473e-06,3.784536118276994e-06,2.3052004746407777e-06,2.5509092814245534e-06,8.454738088066666e-07,2.0313237509020925e-06,1.5294604675254757e-06,0.0,6.330809437225167e-06,9.845227501773228e-06,1.5551047759243235,0,0,0,0,0,0,0,0,0,1,1
545,156.0,43.0,7.0,7.0,4.0,6.0,6.0,4.0,7.0,4.0,3.204997824299554e-05,8.743002294123137e-06,1.4504949192271183e-06,1.558338401643468e-06,7.684001582135926e-07,1.1773427452728707e-06,1.2682107132099998e-06,7.386631821462154e-07,7.137482181785553e-07,1.4834709808969732e-06,4.995164985590747e-06,9.806446266311071e-06,1.9631483604170294,0,0,0,0,0,0,0,0,0,0,0
546,2038.0,2568.0,2427.0,2028.0,1876.0,1396.0,767.0,474.0,465.0,25.0,0.0004187042029437494,0.0005221402300304236,0.0005029073098520309,0.0004514728969332791,0.0003603796742021749,0.00027392841206682125,0.00016211960283867832,8.753158708432653e-05,4.7413274493289746e-05,9.271693630606084e-06,0.00028358688840753797,0.0001948391779444917,0.6870526008213454,0,0,0,0,0,0,0,0,0,0,0
547,139.0,256.0,237.0,184.0,221.0,247.0,137.0,90.0,53.0,0.0,2.855735240882295e-05,5.2051362495244725e-05,4.910961369383243e-05,4.096203798605688e-05,4.245410874130099e-05,4.8467276347066516e-05,2.895747795162833e-05,1.6619921598289848e-05,5.404093651923348e-06,0.0,3.1258324487416596e-05,1.867580343863755e-05,0.5974646433685642,0,0,0,0,0,0,0,0,0,1,1
548,195.0,174.0,207.0,162.0,158.0,105.0,84.0,61.0,55.0,14.0,4.006247280374442e-05,3.537866044598665e-05,4.2893206897144786e-05,3.606440300946312e-05,3.0351806249436908e-05,2.060349804227524e-05,1.7754949984939997e-05,1.1264613527729786e-05,5.608021714260077e-06,5.192148433139407e-06,2.451737811081204e-05,1.4268752823120431e-05,0.5819828923117508,0,0,0,0,0,0,0,0,0,0,0
549,460.0,159.0,137.0,69.0,70.0,25.0,20.0,8.0,16.0,5.0,9.450634610114069e-05,3.23287759247809e-05,2.83882577048736e-05,1.536076424477133e-05,1.344700276873787e-05,4.905594771970295e-06,4.227369044033333e-06,1.4773263642924309e-06,1.6314244986938408e-06,1.8543387261212166e-06,1.9812720014941548e-05,2.8526881513050944e-05,1.4398193438156615,0,0,0,0,0,0,0,0,0,0,0
550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,10
551,340.0,104.0,34.0,22.0,17.0,10.0,4.0,8.0,7.0,1.0,6.985251668345181e-05,2.114586601369317e-05,7.045261036246003e-06,4.8976349765937575e-06,3.2657006724077683e-06,1.962237908788118e-06,8.454738088066666e-07,1.4773263642924309e-06,7.137482181785553e-07,3.708677452242433e-07,1.1157663342768252e-05,2.1533615148445093e-05,1.929922197391093,0,0,0,0,0,0,0,0,0,0,0
552,162.0,38.0,10.0,8.0,0.0,2.0,2.0,6.0,7.0,1.0,3.3282669713879985e-05,7.726374120387888e-06,2.0721355988958832e-06,1.7809581733068207e-06,0.0,3.924475817576236e-07,4.227369044033333e-07,1.107994773219323e-06,7.137482181785553e-07,3.708677452242433e-07,4.786993282925366e-06,1.0262947512476522e-05,2.1438787393348835,0,0,0,0,1,0,0,0,0,0,1
553,1858.0,2271.0,2276.0,1900.0,1967.0,1496.0,895.0,546.0,542.0,43.0,0.0003817234588172161,0.00046175251651054983,0.00047161806230870305,0.00042297756616036994,0.00037786077780153416,0.00029355079115470247,0.00018917476472049164,0.00010082752436295841,5.526450489325386e-05,1.5947313044642463e-05,0.0002770697279774421,0.0001734608697564641,0.6260547062186308,0,0,0,0,0,0,0,0,0,0,0
