row_number,reads_t0,reads_t1,reads_t2,reads_t3,reads_t4,reads_t5,reads_t6,reads_t7,reads_t8,reads_t9,freq_t0,freq_t1,freq_t2,freq_t3,freq_t4,freq_t5,freq_t6,freq_t7,freq_t8,freq_t9,freq_mean,freq_std,freq_cv,zero_t0,zero_t1,zero_t2,zero_t3,zero_t4,zero_t5,zero_t6,zero_t7,zero_t8,zero_t9,zero_count
13,114.0,49.0,9.0,3.0,7.0,5.0,0.0,4.0,4.0,0.0,2.3421137946804433e-05,9.962956102605435e-06,1.8649220390062949e-06,6.678593149900578e-07,1.344700276873787e-06,9.81118954394059e-07,0.0,7.386631821462154e-07,4.078561246734602e-07,0.0,3.938921394149374e-06,7.454051344078207e-06,1.8923612233103642,0,0,0,0,0,0,1,0,0,1,2
14,17.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,3.4926258341725907e-06,6.099769042411491e-07,0.0,2.226197716633526e-07,5.763001186601944e-07,0.0,4.227369044033333e-07,0.0,0.0,0.0,5.32425953314062e-07,1.0695856395747756e-06,2.008513637539047,0,0,1,0,0,1,0,1,1,1,5
15,509.0,241.0,94.0,36.0,32.0,23.0,9.0,6.0,16.0,6.0,0.00010457332644669699,4.900147797403898e-05,1.9478074629621302e-05,8.014311779880694e-06,6.1472012657087404e-06,4.513147190212672e-06,1.9023160698149998e-06,1.107994773219323e-06,1.6314244986938408e-06,2.22520647134546e-06,1.9859448109923297e-05,3.317795347245956e-05,1.6706298294814375,0,0,0,0,0,0,0,0,0,0,0
16,16.0,8.0,4.0,2.0,2.0,4.0,0.0,9.0,2.0,0.0,3.28717725569185e-06,1.6266050779763977e-06,8.288542395583534e-07,4.452395433267052e-07,3.842000791067963e-07,7.848951635152472e-07,0.0,1.6619921598289848e-06,2.039280623367301e-07,0.0,9.222891581341065e-07,1.0218674512725092e-06,1.1078485065236852,0,0,0,0,0,0,1,0,0,1,2
17,476.0,479.0,184.0,106.0,44.0,25.0,14.0,13.0,20.0,0.0,9.779352335683254e-05,9.73929790438368e-05,3.812729501968425e-05,2.3597695796315375e-05,8.452401740349519e-06,4.905594771970295e-06,2.9591583308233328e-06,2.4006553419752003e-06,2.039280623367301e-06,0.0,2.776685840251546e-05,3.867774206230296e-05,1.392941261395021,0,0,0,0,0,0,0,0,0,1,1
18,237.0,251.0,124.0,74.0,46.0,26.0,11.0,9.0,10.0,0.0,4.869131309993553e-05,5.1034734321509476e-05,2.5694481426308952e-05,1.647386310308809e-05,8.836601819456315e-06,5.101818562849107e-06,2.325052974218333e-06,1.6619921598289848e-06,1.0196403116836504e-06,0.0,1.6083949777887843e-05,1.9531655375581583e-05,1.2143493489079764,0,0,0,0,0,0,0,0,0,1,1
19,301.0,436.0,312.0,246.0,239.0,197.0,91.0,65.0,51.0,0.0,6.184002212270293e-05,8.864997674971366e-05,6.465063068555155e-05,5.476446382918474e-05,4.591190945326216e-05,3.865608680312592e-05,1.9234529150351665e-05,1.2003276709876e-05,5.200165589586617e-06,0.0,3.909110610933552e-05,2.929542143602645e-05,0.7494120635236757,0,0,0,0,0,0,0,0,0,1,1
20,344.0,485.0,514.0,515.0,442.0,513.0,283.0,220.0,183.0,0.0,7.067431099737478e-05,9.86129328523191e-05,0.0001065077697832484,0.0001146491824066266,8.490821748260198e-05,0.00010066280472083045,5.981727197307166e-05,4.062647501804185e-05,1.8659417703810805e-05,0.0,6.951183829379257e-05,3.916907538642859e-05,0.5634870260829197,0,0,0,0,0,0,0,0,0,1,1
21,322.0,353.0,195.0,107.0,63.0,18.0,15.0,9.0,7.0,0.0,6.615444227079848e-05,7.177394906570854e-05,4.040664417846972e-05,2.382031556797873e-05,1.2102302491864084e-05,3.5320282358186123e-06,3.1705267830249996e-06,1.6619921598289848e-06,7.137482181785553e-07,0.0,2.2333594897167075e-05,2.7713583828285318e-05,1.240886649338111,0,0,0,0,0,0,0,0,0,1,1
22,119.0,62.0,21.0,23.0,14.0,10.0,14.0,9.0,6.0,0.0,2.4448380839208135e-05,1.2606189354317082e-05,4.351484757681355e-06,5.12025474825711e-06,2.689400553747574e-06,1.962237908788118e-06,2.9591583308233328e-06,1.6619921598289848e-06,6.117841870101903e-07,0.0,5.641088283966188e-06,7.5022171723587176e-06,1.329900154845405,0,0,0,0,0,0,0,0,0,1,1
23,125.0,109.0,54.0,28.0,9.0,7.0,2.0,2.0,3.0,0.0,2.568107231009258e-05,2.2162494187428415e-05,1.118953223403777e-05,6.233353606573872e-06,1.7289003559805834e-06,1.3735665361516827e-06,4.227369044033333e-07,3.693315910731077e-07,3.0589209350509513e-07,0.0,6.946687981924644e-06,9.646379153631347e-06,1.388609984748486,0,0,0,0,0,0,0,0,0,1,1
24,98.0,24.0,4.0,9.0,10.0,4.0,4.0,6.0,13.0,0.0,2.013396069111258e-05,4.8798152339291925e-06,8.288542395583534e-07,2.0035779449701735e-06,1.9210003955339816e-06,7.848951635152472e-07,8.454738088066666e-07,1.107994773219323e-06,1.3255324051887456e-06,0.0,3.3831104655834266e-06,6.031783843483469e-06,1.7828579997736862,0,0,0,0,0,0,0,0,0,1,1
25,10.0,7.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0544857848074063e-06,1.4232794432293478e-06,4.144271197791767e-07,2.226197716633526e-07,0.0,0.0,0.0,1.8466579553655386e-07,0.0,0.0,4.299477915015837e-07,7.190654456158981e-07,1.6720593846213256,0,0,0,0,1,1,1,0,1,1,5
26,114.0,45.0,7.0,7.0,4.0,3.0,5.0,2.0,4.0,0.0,2.3421137946804433e-05,9.149653563617235e-06,1.4504949192271183e-06,1.558338401643468e-06,7.684001582135926e-07,5.886713726364353e-07,1.0568422610083332e-06,3.693315910731077e-07,4.078561246734602e-07,0.0,3.877072633889718e-06,7.369893228934013e-06,1.900842166406264,0,0,0,0,0,0,0,0,0,1,1
