85,34
286,140
787,370
1059,746
46,13
121,26
1630,996
1173,884
627,397
806,503
959,632
365,256
925,705
470,243
1449,1182
621,302
1985,1388
2066,2160
1429,998
1103,684
1237,905
986,663
340,218
1107,828
35,17
1188,966
419,269
512,316
128,251
1775,1457
1051,837
2410,2888
403,236
1445,897
1451,968
644,398
508,533
1158,744
927,454
1032,791
2567,2987
915,587
1295,861
673,427
1087,938
1343,883
33,12
827,552
1221,1003
1408,1076
1265,1065
878,581
890,713
895,415
1251,1132
917,687
1026,494
88,18
1256,797
1357,857
1956,1597
450,661
293,712
236,1172
1511,1677
160,77
660,771
1351,1079
1030,977
2497,2157
1410,1411
4254,3736
272,344
169,137
1138,801
331,1007
1412,1548
292,147
1682,1417
992,674
1444,1008
2744,2764
582,615
1239,994
972,932
960,1725
692,420
12,223
1119,650
1533,1078
773,334
1527,1541
1638,1268
700,392
1032,1094
1059,877
1214,967
811,494
1010,1061
1030,787
1119,1073
2861,3356
1054,1464
184,595
787,330
1851,1922
1532,1269
1221,1035
1431,1833
806,521
140,133
876,1399
1499,1165
964,928
138,392
104,24
425,194
1257,872
303,204
113,239
1387,1625
726,330
913,559
1995,1597
780,544
334,382
6460,6112
801,397
138,48
708,1306
1582,1331
1788,1642
1663,1228
1212,919
144,239
1263,1353
1521,1348
316,110
456,383
1179,900
2168,2109
2127,2438
1011,658
1454,1267
928,1456
1816,1929
1161,847
1409,995
475,392
572,648
1459,1722
872,618
545,374
3285,3382
1455,954
442,1047
1041,610
750,614
793,729
998,1196
2352,2799
1136,1201
717,594
148,512
1489,1769
1018,674
1034,1132
1480,1689
1445,1018
491,844
1255,1361
1835,1450
1350,1041
806,654
1289,774
1943,1655
996,667
1793,1981
834,934
1221,1349
2014,2386
2006,2183
2374,2143
1289,819
1297,858
578,328
1386,2162
1472,1655
775,647
591,408
2070,1379
1240,1145
1517,838
860,519
1434,1246
1668,1147
976,528
1601,1315
878,208
1685,1547
2024,1256
2786,1902
1184,940
1661,1284
506,240
1100,654
564,570
855,1299
1582,1608
811,736
270,142
1821,1366
161,187
2443,2806
152,68
655,602
1378,1339
1331,849
1907,1165
1121,957
1318,1323
1108,1875
951,1082
1976,2889
557,470
1438,1213
786,895
731,387
1711,1093
2683,2598
2292,2092
574,967
691,576
1742,1813
748,1096
1030,901
279,1024
776,963
396,517
1805,1369
1293,1399
3584,3393
716,964
1274,1292
782,724
622,602
186,456
270,100
508,330
1580,1670
681,653
874,901
918,559
1051,818
648,546
1413,1312
2327,2952
385,428
1575,1392
99,43
361,547
362,350
1386,948
3149,3128
