row_number,reads_t1,reads_t2,freq_t1,freq_t2,freq_ratio,ln_freq_ratio,abs_ln_freq_ratio
239,0.0,8.0,0.0,1.4986953856667772e-06,14987.953856667771,9.615002081223743,9.615002081223743
2189,0.0,6.0,0.0,1.1240215392500827e-06,11241.215392500826,9.327342248607358,9.327342248607358
613,0.0,6.0,0.0,1.1240215392500827e-06,11241.215392500826,9.327342248607358,9.327342248607358
2,6.0,0.0,1.0831892992451253e-06,0.0,9.23114444771896e-05,-9.29034243197296,9.29034243197296
2521,0.0,5.0,0.0,9.366846160417357e-07,9367.846160417357,9.145038483325608,9.145038483325608
3486,0.0,5.0,0.0,9.366846160417357e-07,9367.846160417357,9.145038483325608,9.145038483325608
506,0.0,4.0,0.0,7.493476928333886e-07,7494.476928333886,8.921921618686211,8.921921618686211
903,0.0,4.0,0.0,7.493476928333886e-07,7494.476928333886,8.921921618686211,8.921921618686211
3563,0.0,4.0,0.0,7.493476928333886e-07,7494.476928333886,8.921921618686211,8.921921618686211
1344,0.0,4.0,0.0,7.493476928333886e-07,7494.476928333886,8.921921618686211,8.921921618686211
1305,0.0,4.0,0.0,7.493476928333886e-07,7494.476928333886,8.921921618686211,8.921921618686211
1424,0.0,4.0,0.0,7.493476928333886e-07,7494.476928333886,8.921921618686211,8.921921618686211
3222,0.0,4.0,0.0,7.493476928333886e-07,7494.476928333886,8.921921618686211,8.921921618686211
3661,0.0,4.0,0.0,7.493476928333886e-07,7494.476928333886,8.921921618686211,8.921921618686211
3433,0.0,4.0,0.0,7.493476928333886e-07,7494.476928333886,8.921921618686211,8.921921618686211
3739,0.0,4.0,0.0,7.493476928333886e-07,7494.476928333886,8.921921618686211,8.921921618686211
809,0.0,4.0,0.0,7.493476928333886e-07,7494.476928333886,8.921921618686211,8.921921618686211
3582,4.0,0.0,7.221261994967502e-07,0.0,0.0001384607759586683,-8.884923478521891,8.884923478521891
1824,4.0,0.0,7.221261994967502e-07,0.0,0.0001384607759586683,-8.884923478521891,8.884923478521891
