Estimated_Fitness,Likelihood_Log,Estimated_Mean_Fitness,Estimated_Read_Number_t0,Estimated_Read_Number_t1,Estimated_Read_Number_t2,Estimated_Read_Number_t3,Estimated_Read_Number_t4,Estimated_Read_Number_t5,Estimated_Read_Number_t6,Estimated_Read_Number_t7,Estimated_Read_Number_t8,Estimated_Read_Number_t9
0.021761578746144775,-336.8285920376296,0.0,21,14,4,115,211,44,0,52,23,59
0.022007579679727215,-921.4689769691125,0.0011943830422804153,200,143,4,267,284,127,0,118,105,84
0.021011382912811905,-2873.1962985765585,-0.00038334007775879915,661,462,4,694,556,362,0,266,223,168
0.022212354661314878,-11808.669448665385,0.0018607810963145387,753,542,4,1475,1666,1136,0,1631,1714,1822
-0.016195290718071746,-27.118706777624705,0.0020748105946524972,47,13,1,4,7,0,0,0,0,0
0.008932046409465183,-204.95005225008978,0.0025377648593212913,138,72,3,62,60,26,0,16,30,13
0.02175785147125732,-13187.24822619487,0.0007243188899903822,1299,925,4,1929,1922,1165,0,1538,1631,1850
0.02202215886526761,-20831.103708236144,0.0032549242309190323,1039,744,4,2280,2366,1687,0,2764,3313,3285
0.02152809990160471,-6377.7289730389575,0.0030467043299380464,505,357,4,840,1055,679,0,945,1045,1017
0.02100532353987074,-5852.0693552156,0.004192704913729945,704,492,4,1053,982,604,0,664,694,670
0.022777527802918498,-7855.694422988953,,689,502,4,1194,1166,729,0,1065,1011,1065
0.022975348848178593,-1938.7585147825223,,249,182,4,426,389,229,0,285,270,246
0.021072256975452956,-9596.155105202546,,695,486,4,1241,1382,923,0,1287,1496,1306
0.016845661398258632,-953.6369587750146,,368,232,3,265,280,145,0,79,78,48
-0.001995403484256221,-55.29295773521661,,1240,499,1533,1311,1542,847,1126,986,1334,724
0.01960726479526668,-1893.9177657689213,,528,357,4,490,437,190,0,169,196,106
0.02208588119286833,-30222.933281932987,,1499,1076,4,3292,3563,2430,0,3750,4739,4814
0.02131175375594616,-98751.74107965207,,1557,1097,4,5436,7375,5905,0,13283,18176,22204
0.022683652831416767,-16088.224129504397,,1179,858,4,2155,2147,1450,0,2009,2062,1820
0.021472455819411113,-7461.279668683677,,729,515,4,1227,1217,776,0,895,979,1084
0.02140750777163539,-16889.562503459798,,947,668,4,1849,2196,1389,0,2272,2418,2672
0.022371296768402382,-12345.916476141323,,756,546,4,1484,1655,1058,0,1742,1338,2119
0.020508715031634137,-2392.35568847293,,301,208,4,360,422,240,0,395,440,463
0.022531566710752543,-13894.535553274462,,906,657,4,1776,2112,1302,0,1849,1756,1971
0.021923548337030606,-230.62328062303507,,7,5,4,74,71,22,0,47,30,74
0.022229715874624936,-16387.957996196026,,885,637,4,1913,2281,1463,0,2209,2579,2338
0.022756269387066267,-1592.5592858846535,,299,218,4,417,383,210,0,196,140,119
0.02236340160499192,-3220.8488787313127,,379,273,4,678,654,346,0,408,493,459
0.02332042644055758,-4927.835378970845,,88,65,4,685,574,320,0,829,934,831
0.021378065116462525,-56461.69830580289,,1296,914,4,3927,4807,3548,0,7627,9840,10392
0.021784479755353112,-10532.198670940394,,684,487,4,1468,1529,911,0,1365,1734,1458
0.003990417158935273,-59.71724857673964,,2264,1052,3542,3736,4648,2889,4443,5126,7782,6133
0.022399610936956287,-1895.951591271906,,310,224,4,445,360,211,0,251,224,217
0.02160975617729305,-22786.64893523294,,1148,814,4,2405,2930,1833,0,2990,3707,4217
-0.005670231539096176,-50.79091707222609,,1325,488,904,791,746,401,497,356,422,236
0.021633336842559414,-3666.013846996944,,565,401,4,704,634,406,0,461,408,407
0.021622783281737223,-19761.943690445998,,406,288,4,1398,1736,1296,0,3141,4091,4160
0.022592532944264627,-11049.171137207975,,919,667,4,1482,1519,949,0,1502,1502,1586
0.021437725398161238,-3865.18172511867,,771,545,4,846,775,382,0,395,357,351
0.02180031169969526,-11529.772670119115,,854,608,4,1664,1619,1075,0,1411,1653,1341
0.0034499152022539697,-72.96048562186759,,2298,1054,3324,3744,4420,2748,4407,4212,6958,4982
0.02284760867807432,-7381.720878640997,,658,481,4,1246,1203,634,0,939,902,1049
0.021675544547513265,-11866.838078961431,,958,681,4,1648,1722,974,0,1493,1716,1996
0.022500929990144376,-6402.594085233214,,519,376,4,1030,1089,620,0,866,914,893
