Estimated_Fitness,Likelihood_Log,Estimated_Mean_Fitness,Estimated_Read_Number_t0,Estimated_Read_Number_t1,Estimated_Read_Number_t2,Estimated_Read_Number_t3,Estimated_Read_Number_t4,Estimated_Read_Number_t5,Estimated_Read_Number_t6,Estimated_Read_Number_t7,Estimated_Read_Number_t8
-0.009779814005134538,-95.02060639291523,,315,198,263,361,20,12,21,13,6
-0.0209561506157816,-175.8137972469512,,711,261,51,127,43,8,51,33,15
0.001793611299677984,-66.56927468110715,,1077,1180,995,1791,812,1102,1178,693,814
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.00809309330739215,-173.93819702075606,,512,349,301,753,281,98,441,235,265
-0.011185721824596666,-411.0196573944915,,915,538,412,1314,461,77,749,208,175
-0.008910264871532611,-72.33882703415307,,67,43,22,52,13,1,17,6,3
-0.027146327314717306,-32.62694358703245,,300,81,43,19,4,6,3,0,0
-0.031833682744990925,-25.397190457817864,,655,142,54,45,7,4,3,2,0
-0.009356206405219539,-10.352384757539067,,1,0,0,1,0,0,0,0,0
-0.004890200901362846,-133.69528292253602,,403,320,504,908,204,120,342,325,297
0.0018423006267642246,-95.60841244359818,,2151,2363,3037,4233,1624,2304,2236,2316,2178
-0.009154132301678376,-73.20531829839824,,636,412,512,526,76,74,76,32,30
-0.010929905951741356,-306.9590662317709,,657,391,269,529,350,25,429,197,188
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.008594403717091645,-59.664232149325954,,558,371,151,267,106,164,176,154,126
0.008704839678373507,-145.9179967260398,,730,1115,855,1616,1206,1805,2060,1232,2222
-0.0012115147873088808,-86.80378627822047,,874,829,945,1178,565,448,758,586,632
-0.006492226183093549,-83.19031165815552,,867,638,484,758,278,153,385,260,244
0.004936621410900084,-44.89926765722406,,398,507,505,762,395,510,645,573,595
0.007853120263489468,-132.99694319576344,,216,316,597,882,309,974,555,680,845
-0.010772504556114622,-170.25556135687432,,406,243,268,463,149,25,248,250,199
-0.0021520016207897926,-5.8377980696237115,,1,0,0,0,0,0,0,0,0
-0.010832737395076874,-135.24091719336428,,157,93,33,160,30,2,28,7,12
-0.012210905369420579,-31.834119011652692,,217,121,122,73,17,27,8,6,3
0.0032618741362268524,-46.753749192415334,,648,762,862,1297,616,947,887,791,803
0.005116097152717424,-62.024748058932964,,1139,1464,1516,2498,1450,2306,2374,1977,2718
0.004009944536659084,-138.39752406227493,,657,801,811,939,612,1423,857,731,675
-0.0027325678813948156,-7.405087869322038,,1,0,0,1,0,0,0,0,0
-0.009307161174693738,-235.33034353848876,,653,420,322,799,309,91,551,383,377
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.005808028188191393,-225.18851020475898,,481,366,310,606,362,196,739,590,746
-0.009419190517396356,-6.723796289091804,,1,0,0,0,0,0,0,0,0
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
0.0035455607079860163,-77.83052397762627,,360,429,628,892,302,608,381,417,408
-0.00790057560116792,-245.4089863722629,,585,402,603,1123,329,98,439,438,387
-0.0011382388364317695,-142.75632503609208,,110,104,101,168,72,20,95,146,152
0.00014931781999273207,-43.34591007011252,,275,278,212,382,206,283,248,159,169
0.0008034753722090868,-48.28603609461435,,689,720,741,1073,560,767,734,622,573
0.0026917910511587042,-54.11704634508336,,1108,1268,1149,1659,910,1233,1339,1087,1133
0.00040873726223786917,-52.69685777227953,,257,263,312,450,122,281,212,205,221
-0.006048076400654438,-80.53482870584425,,500,376,330,518,170,85,283,168,185
-0.0010249385408668504,-40.135877470961155,,390,373,311,445,213,254,280,263,241
-0.0014049533935953707,-55.83008214661633,,765,719,546,796,333,367,565,542,438
0.0026436955569635974,-61.698660585215436,,1200,1370,1374,1857,786,1236,1188,1194,1097
0.00014880397950863987,-49.84495228143489,,625,633,518,788,354,592,498,474,412
0.0056535221911511195,-369.12156707195874,,1029,1357,1730,2271,1118,3216,1428,1470,1507
0.00021108244433200698,-89.94300019703378,,742,754,699,800,431,1053,690,568,572
-0.0010949853893172496,-83.54520097515963,,728,694,662,778,337,746,419,476,389
-0.004090627293887949,-85.51443730391023,,453,374,428,653,214,120,302,305,282
0.004776835065832025,-70.75200007490736,,421,532,485,568,337,281,260,195,303
-0.007971358855631753,-112.73950784241507,,566,388,225,537,205,103,340,163,203
0.003274412209113211,-72.1903791962719,,741,872,983,1353,794,831,999,992,829
0.0009353859000250609,-66.37767433914557,,641,674,636,838,544,522,496,414,322
-0.0003746208449871883,-55.27170078132107,,605,597,711,1108,325,426,435,375,316
-0.004172007782019589,-50.61479382141093,,55,45,16,13,8,4,20,7,13
0.002545727880360306,-103.5894774249202,,663,753,910,1368,733,1146,1652,1453,2324
-0.0005684555684529091,-117.61977617663506,,420,411,397,524,242,698,290,255,150
0.0034401037584003867,-96.27789629817732,,997,1182,1364,1604,802,1455,1035,943,867
0.007020625364040946,-89.79564137165366,,452,636,543,785,471,1033,756,837,1018
-0.0020922836502040515,-151.01618692556409,,507,461,807,1238,480,299,616,601,576
-0.0014241026055026723,-83.8598524167511,,722,678,626,909,431,1010,624,505,485
-0.009082879436603438,-47.95284605668773,,1011,657,541,619,207,101,132,87,34
-0.0029833742268024375,-46.684639412722674,,277,241,284,316,100,141,127,166,119
-0.0014112801718397308,-91.46411930964439,,558,524,769,1199,333,266,479,402,342
0.0030023636635050175,-2533.0425295631703,,362,420,95,754,444,4,607,103,251
-0.023120088733534883,-51.92132294267113,,211,69,41,26,3,1,7,0,0
0.006172358164227121,-222.11872112502354,,710,960,1029,1157,692,2035,1224,987,972
0.0032118953618456322,-195.76669658373095,,441,517,579,786,243,947,335,421,441
-0.0038639556802604258,-76.74477944935015,,536,447,323,769,341,388,488,267,361
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.0021170827194524023,-121.90422099740556,,449,408,788,1241,324,307,496,387,384
0.0007550184549519072,-52.76105019405018,,434,452,417,432,274,325,418,313,275
0.00029561112586123624,-125.4292530222148,,716,730,1029,1274,466,1065,519,389,290
-0.0009878949627305628,-70.3473730395986,,434,416,565,991,320,543,517,480,528
-0.0023874456029969945,-44.86815091235555,,512,459,457,568,160,204,196,192,187
-0.006688923820120074,-60.84352147127181,,348,253,252,199,40,21,49,12,8
0.004334647318794695,-144.33625683645437,,400,495,531,665,308,1044,510,511,509
-0.004846107416921696,-87.07842361389207,,394,314,251,307,181,66,259,146,104
-0.008951231641000049,-258.2168201746255,,712,466,427,980,335,69,564,359,315
0.018312402149060485,-155.73963150738882,,269,651,378,405,391,1238,1443,1407,3040
-0.024054961345117684,-41.000265178670084,,234,74,16,7,5,1,4,2,0
-0.01425481758805054,-40.67889375464524,,429,217,157,87,29,28,47,15,15
0.0018010287372540656,-57.880872946151854,,920,1009,1193,1837,835,800,1029,819,845
-0.00039693880972471425,-191.11274888670175,,1453,1434,1428,2496,1249,843,1840,1549,1607
0.0010394739853864588,-51.88094289970218,,1146,1211,1348,1808,777,989,1160,1069,1089
0.0028956763603142106,-96.53016312135637,,720,832,854,917,487,961,697,594,446
0.0012404101526646706,-68.63325075415574,,1191,1271,1099,1341,619,1008,919,810,681
-0.005905549293643434,-55.343775673669974,,1075,814,757,857,350,194,197,159,82
-0.0021520016207897926,-5.8377980696237115,,1,0,0,0,0,0,0,0,0
-0.002052844498033771,-180.99866843852703,,365,332,831,1385,421,233,443,487,388
-0.00034063720622076136,-57.12536375863267,,388,383,328,576,268,257,470,267,280
-0.0001440166195163261,-172.71051991981045,,894,893,1224,2037,645,492,1312,967,1150
-0.008159648494427985,-71.66428463647573,,125,84,112,308,53,34,97,72,72
0.0008988843201359262,-52.713609312367055,,550,577,582,650,327,345,532,376,352
-0.00020316381525065054,-58.4253907158319,,435,433,541,662,208,376,313,364,361
-0.006955592264791557,-50.02029093735398,,245,176,148,98,31,110,54,41,34
0.005459831588810575,-86.48336384274236,,385,503,692,1083,309,619,454,512,664
-0.013515488959148775,-76.92154583307762,,879,462,408,655,98,57,71,25,29
-4.120015704568974e-06,-65.84492992644189,,824,828,794,1413,702,1240,1025,753,758
-0.0023694363884627532,-179.6416954911933,,1004,901,812,1680,748,424,1147,721,756
0.001965812221952108,-113.35776676200265,,1177,1301,1076,1148,511,1086,764,730,760
0.006023035019273936,-839.3936470387779,,292,392,133,485,294,28,457,110,240
-0.002183754588150382,-55.74802030076886,,531,480,472,801,284,396,392,435,405
-0.010477744529080395,-183.1563346857749,,616,374,254,537,279,28,251,90,81
0.0015014685390331427,-53.71854071501549,,1036,1120,1384,2030,782,1020,1108,815,736
0.002917111078803736,-110.96635855838228,,351,406,496,579,345,745,317,241,211
-4.673624513800876e-05,-41.40020993350421,,567,569,535,686,296,353,361,354,330
-0.0065761208310192235,-252.61213173244454,,732,537,458,1129,492,152,700,426,482
0.0025142404832553407,-132.44203844612744,,1136,1289,1358,1659,740,1669,1016,1052,975
0.0007481350829352668,-75.53170089096855,,430,448,396,489,244,541,310,333,242
-0.0028274726164535715,-89.57568664320748,,885,777,707,995,411,256,589,535,453
-0.004973896121181749,-165.38175468009234,,497,393,401,787,352,124,506,424,410
0.0042639954294246725,-84.74723171923335,,1012,1249,1413,1710,774,1234,1059,1125,1014
0.0037530766544319203,-72.05607935626938,,954,1149,1233,1492,667,1093,893,881,905
0.003389974375382456,-50.82744753372852,,900,1065,1296,1801,752,1125,1214,1041,1046
0.005288069430437661,-169.11725866575475,,1013,1313,1445,1793,834,2046,1348,1230,1206
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
0.006364676585918916,-134.0995480093279,,2,2,1,45,4,0,14,3,4
0.0169978831699469,-336.9668971864699,,21,47,22,314,37,0,34,2,18
0.0012782737714661203,-112.3243331700689,,253,270,253,428,108,459,192,176,201
0.0031154422854084143,-63.3330426912264,,465,543,473,463,307,471,443,380,382
0.0011273337655046598,-45.633222879066224,,942,1000,1023,1380,637,910,989,878,842
-0.003237220387065722,-95.84312070690679,,171,147,94,73,38,4,41,31,23
0.0033467575603934015,-49.05615400901104,,530,626,690,1098,585,980,933,755,932
-0.013312634236306185,-31.13288826528199,,265,140,122,94,20,30,16,7,6
0.002897896763454624,-64.14496345597695,,1412,1632,1728,2767,1172,1999,1817,1295,1615
-0.002151223678336471,-58.12383538079702,,410,371,373,394,144,354,196,167,168
-0.012199770362074506,-179.9394027365342,,289,161,85,306,157,24,270,100,116
-0.00026193854476805464,-88.41024686374088,,1576,1565,1526,2106,961,836,1426,1176,1116
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
0.0037950349334799588,-83.30099843834478,,403,486,669,1064,327,587,373,410,404
0.002082995890700785,-119.60361740146251,,877,974,998,1070,487,1232,740,743,728
0.0005608570102262401,-62.9793785775213,,788,814,789,1095,519,1026,759,633,620
-0.0003270459314808952,-112.7064358950228,,498,493,463,691,376,1059,561,391,386
0.0010606094550253981,-941.358119231512,,234,247,58,448,142,22,404,98,299
0.0035022244247933784,-99.61355587653009,,921,1096,1321,1352,690,1450,1103,862,1009
-0.0007095802915788761,-104.59607848566228,,465,452,745,1196,282,348,480,522,515
-0.002180400875943801,-51.583591393100505,,532,481,506,692,232,265,423,283,303
0.004599677222075337,-62.81623591442867,,710,890,812,1226,762,1053,1115,925,944
-0.0005557220502141482,-58.0503362142756,,558,546,412,553,305,275,456,320,321
-0.010952908419844792,-33.239957087475176,,243,144,132,113,25,26,24,4,5
0.00040069719218534033,-50.843057767265826,,201,206,319,472,148,141,195,196,148
0.0009306578556572053,-116.88691109549903,,2400,2524,2499,3180,1331,2547,1758,1464,1512
-0.0016228497942340735,-39.45639877241452,,540,502,459,539,213,261,245,201,184
0.0045293177660938565,-92.09205010348398,,406,507,759,988,293,713,522,573,682
-0.0005400877227520846,-58.56162471915953,,1073,1051,1023,1409,742,1023,1111,861,848
-0.029292728222535792,-25.39740273170109,,183,45,25,38,2,0,0,0,0
-0.006957801664512084,-44.125825870218364,,313,225,166,184,86,52,100,87,38
0.006645346131702819,-103.45656065913903,,1073,1484,1347,1864,1075,2151,1888,1740,2178
-0.0019740440626802086,-50.74702907795229,,963,881,810,1060,415,327,435,360,304
-0.007376274050864539,-142.31717919396897,,364,256,327,680,210,39,235,185,110
0.0016630886333525595,-159.34480554211234,,1200,1307,1749,2872,1734,2536,2793,2688,2959
-0.02870303212201876,-35.144322119619254,,744,188,81,37,6,13,13,2,2
-0.009736480316222025,-37.87819518200432,,163,102,100,97,18,44,16,21,15
-0.004331889568599363,-62.84049910835787,,50,40,15,52,13,1,9,3,9
0.0038377835917836438,-84.095075426218,,472,570,978,1190,606,796,641,586,432
0.0021494683331949372,-417.4212721623828,,263,293,198,527,184,24,250,195,201
-0.0026819378745185068,-62.36339336777907,,365,322,385,670,207,302,296,336,300
-0.005952404388151072,-6.4217271188944345,,1,0,0,0,0,0,0,0,0
0.0085767148089047,-288.5263731706555,,566,859,1112,1531,536,2112,1051,1288,1868
0.003640033115176329,-178.5179215464537,,1277,1529,1552,2417,1121,2839,1812,1548,1629
-0.00961791826742493,-60.35125189541019,,156,98,25,36,4,17,16,8,15
-0.0006682649189459337,-100.90794197853033,,586,570,577,1052,297,708,377,402,356
-0.0017254555352249935,-52.959465794536406,,989,915,775,1112,440,450,670,454,489
0.003840322034662661,-88.98376909832838,,861,1041,873,2063,899,1336,1418,861,1236
-0.012878366472295082,-29.60641369977492,,115,62,29,21,5,9,7,5,1
0.0031554074323073646,-7.159830333763642,,1,1,1,1,0,0,0,0,0
-0.002177117742232216,-107.47849021180346,,561,508,403,602,396,274,638,464,466
-0.008712235076613872,-42.59158056533929,,481,318,282,248,60,60,102,57,36
-0.00914668850303905,-90.1736238004334,,878,569,550,608,154,62,241,107,93
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.010380095631754417,-46.52472713008984,,427,260,246,356,65,53,55,17,15
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.012658019472991076,-548.467594404154,,415,227,136,634,451,74,782,182,328
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
0.0028293713283481818,-71.7334220469801,,328,377,354,323,229,335,277,229,152
0.0027298176768868246,-50.84385365821163,,348,399,417,515,327,553,504,384,432
-0.007577723136214751,-101.56501197791194,,861,602,463,800,305,161,390,218,246
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.00506751990025387,-123.20902788010034,,480,378,548,816,221,148,353,400,307
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.008109309130509713,-127.75098798179506,,891,607,484,642,229,103,446,296,299
0.0006246978495247698,-48.09773208768022,,1109,1149,1151,1331,571,823,861,709,690
-0.003124363404066478,-47.06361106981252,,453,392,315,400,118,171,136,159,132
0.0038275956162826374,-56.49077340713134,,963,1164,1490,1868,832,1042,1247,1045,1175
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.02323283418738748,-75.59978296169683,,230,75,7,3,4,2,2,1,0
0.0011754742004014987,-56.1557834554413,,866,921,1100,1322,601,906,726,567,572
-0.007802796543675996,-165.70430710004385,,432,298,337,793,232,85,327,348,307
-0.015225814444921644,-27.641974380647603,,43,20,34,41,2,0,0,0,0
-0.0068744611615301834,-65.25139239518955,,218,157,138,251,88,39,149,132,110
0.0007288164846247387,-34.81160464096908,,138,143,125,159,59,87,109,88,88
-0.006489752580826692,-53.06361005488535,,595,438,514,525,136,80,60,26,5
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
0.003883028006836424,-104.77186156055585,,538,652,791,867,385,933,544,529,529
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.0015108331713146305,-84.46500307180537,,582,544,437,696,306,778,431,380,393
-0.0023085005556696438,-67.67068738842279,,424,381,446,701,199,408,321,342,378
0.0015867480744076136,-157.32344843885994,,395,428,519,831,251,835,292,352,386
-0.0190342453103479,-29.38110701112749,,227,91,47,37,7,20,11,7,6
-0.004390987272511009,-73.24053771589385,,856,697,503,668,259,468,214,236,238
0.004583594545955262,-130.53218051224798,,733,918,859,906,643,1260,877,690,677
0.004108223913882855,-150.5520489976651,,926,1134,1234,1991,890,2213,1393,1277,1301
-0.0022401929533851133,-65.97154152535296,,796,719,514,801,267,524,367,334,378
-0.005529668798112418,-65.16333501749355,,354,273,254,473,153,130,231,242,195
-0.006972132697047134,-52.684235206612996,,432,310,390,416,87,108,58,23,20
-0.032068415869736605,-15.394112805112012,,103,22,8,3,0,0,0,0,0
-0.008556649465739662,-142.4615868158053,,616,410,362,679,247,127,442,269,277
0.0012119521205247524,-44.03590287946851,,874,931,897,1168,471,676,731,627,655
-0.0009883222058869367,-53.13112756279512,,807,774,685,993,471,798,635,560,525
0.005022880695659336,-198.4846065266938,,923,1181,1119,1391,794,2405,1508,1588,1903
-0.0004382685116665077,-84.61734041252149,,897,883,816,973,411,899,553,486,391
0.0009621804594113442,-54.74456086066101,,396,417,494,612,188,369,313,340,334
0.0012075426163146788,-87.84401994559133,,981,1045,940,1515,715,1428,929,858,933
-0.0026001851167633616,-52.510259110385896,,451,400,410,567,174,188,246,293,278
0.002450225219263009,-45.86312728006207,,1009,1141,1291,1816,785,1154,1155,963,1021
-0.004642623677752126,-97.51586609517246,,551,443,359,631,270,100,322,241,261
-0.009010647981528615,-22.19246179995468,,29,18,24,38,7,4,4,1,2
-0.005473298492876847,-46.91329433823536,,243,187,178,295,85,74,156,113,82
0.007944238207849362,-27.460772005175375,,1,1,4,3,5,1,0,1,4
-0.006716435401815702,-60.938246328344775,,334,243,308,323,69,50,104,104,98
-0.009309411242502038,-51.71076805678682,,155,99,66,131,24,10,26,25,16
-0.006772695656303691,-68.65580431947244,,21,15,20,34,10,3,23,12,13
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.0013548918814960532,-47.890148504378786,,157,147,196,315,72,128,160,156,117
-0.005817457734041433,-140.5370252837647,,459,349,428,965,223,103,328,343,219
-0.022784199598214393,-79.71908579251262,,214,72,21,26,4,0,11,6,6
-0.010996855516930158,-54.804184753736614,,517,306,209,157,70,45,130,60,53
-0.0053922004600838,-130.4703347339437,,244,189,179,408,196,61,350,165,178
0.0005511702238005318,-75.5556604881447,,705,728,884,1526,558,576,987,720,713
0.0022347687391119733,-76.42361567383922,,410,459,370,1008,465,555,723,391,359
-0.009861892657166787,-196.3524678961016,,304,190,150,330,207,32,348,137,127
0.00444646264332732,-2106.420370338007,,1181,1470,4417,21949,9902,8813,18842,14236,17077
-0.02095678429316087,-27.89960307904494,,137,50,15,18,3,7,3,3,1
-0.018077187387754004,-93.15233281004484,,287,121,56,100,13,0,16,3,2
0.0021265434987555805,-45.7260773450027,,839,934,1040,1507,676,1011,1010,914,956
-0.005461958557327281,-44.17765513698073,,170,131,168,209,49,43,84,64,62
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.01127648492461077,-42.61580758947951,,934,546,372,372,96,159,135,100,79
0.007576610568731397,-799.4030698674594,,182,263,118,325,207,14,375,110,177
-0.015198316511141544,-75.48938248142642,,464,225,151,442,78,35,53,17,8
-0.0017069298344321452,-77.73327118752287,,775,718,700,958,460,312,595,465,432
-0.006891529380703315,-96.51761734877496,,276,199,175,332,162,38,192,76,74
-0.0013706181937635999,-55.85755792947349,,709,667,498,913,362,446,645,433,360
-0.004892094623115216,-62.6627823894481,,181,143,116,183,81,23,129,117,73
0.001991369070943396,-42.825602818370164,,341,377,434,733,281,365,425,363,308
-0.0003921386410599922,-76.01048095609706,,802,791,662,957,508,1105,864,612,719
0.002531169379495625,-78.76840951249424,,252,286,277,345,250,655,472,308,263
0.00518323374022733,-55.84767916542664,,361,465,560,758,409,637,635,460,410
-0.005217824163947501,-102.15890721592903,,338,264,350,714,176,125,248,273,290
0.00029907221737085835,-68.1392614778763,,518,528,539,683,283,617,403,250,219
-0.002400180274381803,-53.838229162669435,,538,482,462,857,258,425,366,211,201
0.0005895068311028147,-97.85147799422954,,758,784,1240,2298,955,1301,1152,810,890
-0.004044448760381364,-129.67377619602215,,448,371,487,1004,339,221,447,498,441
-0.007729649062721189,-296.8343502832731,,763,529,443,1560,500,165,679,540,468
0.0008218650894820504,-87.78957608341067,,788,824,1000,1656,780,649,1045,893,809
-0.0018446449467955156,-47.2977682862521,,346,318,247,333,204,241,289,165,177
-0.008062062892646887,-166.84849906168995,,394,269,397,692,183,47,269,276,240
-0.005322820515335071,-60.70915091275161,,743,578,498,948,273,217,305,207,148
0.0008855584200850944,-54.12256926348302,,459,481,532,777,363,347,576,458,438
-0.0011762451662655146,-55.36687744376708,,279,265,420,590,185,265,162,122,114
0.001545146672649893,-59.26403104689454,,606,656,572,981,461,923,795,548,705
-0.002545601673585635,-52.513268304841866,,689,613,516,963,345,439,555,436,420
-0.011667067102295542,-187.2062954272158,,318,182,182,511,181,38,249,226,199
-0.005384987167538233,-231.4586494205292,,526,408,543,1092,426,200,718,265,440
-0.00866970236750652,-66.01238255533258,,84,55,64,103,15,3,19,8,8
-0.0013000182346856945,-105.48017971225846,,379,358,391,584,166,549,214,212,237
-0.009764350980195879,-132.31326261399005,,300,188,164,443,152,30,192,177,160
-0.003626824707541324,-78.17517638138634,,252,212,172,366,124,87,249,264,336
-0.0009462678590364719,-94.95936296578651,,554,532,649,1276,498,399,734,530,603
0.0016989716230918924,-63.62348691505018,,813,887,1075,1336,571,1034,825,728,674
-0.005056341288521768,-183.28666704015336,,371,292,504,967,320,99,374,391,316
-0.006141643792220925,-189.92761050757815,,720,539,505,868,400,118,539,434,399
-0.008291534094190478,-130.74914718983484,,347,234,276,578,134,28,210,190,142
-0.006905210994315493,-39.14906079642624,,109,78,33,36,6,16,19,12,18
0.003260869937815879,-149.43324435721027,,1080,1270,1709,2165,1006,2086,1293,1362,1204
-0.007781277413294279,-259.5604908942527,,467,323,159,309,87,6,90,42,20
-3.292324237444064e-05,-79.98662630601288,,412,413,448,669,227,187,513,424,546
0.0029328702348845,-242.64961445755142,,1132,1310,1231,1491,646,1937,966,889,839
0.003363334515380604,-88.08245370872905,,929,1098,946,1189,558,1221,984,873,924
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
1.2866023492702841e-05,-51.83830253724624,,652,656,711,963,421,642,534,548,551
-0.06122300965028629,-20.340675794252906,,300,15,1,1,0,0,0,0,0
-0.007066194514305728,-42.11293679061466,,646,462,351,339,106,189,174,134,114
0.0031251816272481244,-73.22163550086736,,577,674,673,726,459,804,669,566,489
0.0010157354373508294,-88.95034103733592,,380,401,378,543,405,348,680,559,512
-0.0040915914311572005,-65.66598658679106,,484,400,528,593,139,239,118,101,78
0.001407935772068701,-95.88931533909336,,700,753,1081,856,432,522,481,443,292
-0.008285538371296435,-114.6915908883332,,275,185,149,264,131,30,222,144,170
0.0027793235790353143,-1311.4760688197907,,243,279,41,596,272,12,440,41,166
-0.018105325605377726,-521.094113434589,,169,71,114,852,217,41,584,223,259
-0.0022710559831894605,-75.93190888481993,,952,858,769,1509,458,462,708,461,402
-0.0010548293841362538,-108.52649023776455,,956,914,581,1090,614,564,993,579,687
0.0030575757977526503,-91.1114213652504,,1102,1283,1475,1884,929,1870,1442,1264,1225
0.0008637374235517538,-76.43061861768166,,806,845,704,858,401,799,564,526,454
-0.00751784121061628,-69.56070857662127,,319,223,149,268,117,46,171,139,102
-0.0048469504214360875,-164.23125783953242,,793,632,605,901,460,120,475,286,260
-0.002292524647169682,-54.15375941309831,,415,373,301,427,207,129,248,183,135
-0.006500141611847468,-158.17486899418208,,469,345,453,707,268,104,311,406,351
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
0.0011635491771044447,-268.213177798896,,685,728,1542,2457,1172,553,1247,982,733
0.0008911027990716747,-180.92117996382112,,517,542,588,832,266,1065,417,448,490
-0.004927976245476651,-182.69076490716157,,583,462,415,604,370,91,492,364,319
-0.002259278328605432,-193.42396586935482,,240,216,116,294,92,17,115,75,83
-0.0023858416936201566,-372.48983295510294,,261,234,123,294,108,12,161,129,154
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.011022281203803021,-135.8546366920179,,879,520,332,838,240,88,315,173,132
-0.05082239487609236,-20.24299071013651,,106,9,1,1,0,0,0,0,0
0.003933211147262941,-232.47840163748342,,437,530,722,1069,350,1359,508,639,751
-0.0010214174383782713,-61.52764708543039,,564,540,545,844,396,370,608,467,450
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.004979030467478808,-179.6527672838565,,417,330,576,981,288,141,442,500,419
-0.0057549029249809106,-55.782703588597634,,456,347,289,202,119,106,195,115,88
-0.0016255181702997407,-239.20833073439562,,941,875,981,1588,794,528,1585,1424,1385
-0.004264618490622246,-4.873298438155258,,1,0,0,1,0,0,0,0,0
-0.004750879698479114,-125.75541773839495,,274,219,201,307,44,18,80,48,57
-0.003504350004264194,-419.9043713462823,,1124,955,1268,1890,927,253,1377,1075,978
0.020969747571615453,-1560.6436112116687,,13,35,6,939,25,0,12,2,2
-0.024287140999200284,-142.5945649134473,,302,94,29,76,10,0,12,1,0
0.005488914427769171,-62.2427094974962,,763,998,1318,1627,908,1178,1440,1349,1677
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
0.0007421519755498752,-200.34639827291153,,124,129,116,156,56,5,84,98,85
-0.0022248679717699147,-97.25631467354287,,1079,975,984,1325,574,472,904,704,782
-0.005090944321793859,-119.44185528045736,,333,262,311,617,187,38,231,225,187
-0.0031592879566088687,-270.21050223769566,,413,356,251,690,166,20,143,98,60
0.0029040993008163877,-64.13547002666749,,666,770,858,1113,664,663,876,721,690
0.001723992038911445,-52.48846297189907,,751,820,988,1582,705,890,847,785,683
-0.004296996429824263,-136.7945756327412,,816,667,662,1191,463,252,651,516,531
-0.013868550772331742,-43.04876928141616,,576,297,236,279,40,52,33,10,7
-0.02042688387222079,-33.33867228291461,,227,85,43,61,7,0,3,2,2
-0.013878600026345582,-48.22994653822751,,371,191,110,90,46,20,71,44,32
-0.001266032343503855,-173.96705552190224,,321,303,250,238,81,21,125,81,95
-0.013469988655071133,-695.4281368343202,,788,415,474,1723,606,31,763,241,259
0.0032063190247059612,-64.39311421030256,,397,465,690,979,505,498,705,612,522
-0.001995312104029463,-167.20722438489207,,1007,920,1329,1663,594,487,1179,880,811
-0.012296823411308158,-215.2886720008647,,544,303,171,441,237,26,309,208,151
-0.01780615560899606,-93.79845733140344,,168,71,15,74,15,0,15,7,3
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.004801357823882085,-45.185075604542945,,629,502,511,687,186,199,173,130,132
0.003150725234841474,-83.33311988643393,,2072,2424,2991,4594,2039,2310,2921,2863,2852
-0.01464616101954883,-148.07592788648165,,273,135,41,262,145,22,141,66,64
-0.013818723004418046,-22.31021280433078,,78,40,26,23,8,4,3,3,0
-0.0010932168488545784,-56.42201565014836,,313,298,348,660,216,431,330,241,285
0.004376716877167215,-80.28845741085466,,143,177,252,563,304,291,675,423,682
-0.0006250276153202277,-54.738334209275116,,676,659,587,658,284,504,372,339,289
-0.012903253321853205,-262.75937763082834,,473,256,174,428,225,20,375,209,197
-0.0012859254703111492,-49.85559447870797,,198,187,250,240,74,163,102,88,134
0.002734996470089466,-101.94417236964748,,464,532,496,755,277,854,496,507,583
0.004960156237998856,-245.91730178076935,,421,537,830,1297,419,1659,747,869,995
