Estimated_Fitness,Likelihood_Log,Estimated_Mean_Fitness,Estimated_Read_Number_t0,Estimated_Read_Number_t1,Estimated_Read_Number_t2,Estimated_Read_Number_t3,Estimated_Read_Number_t4,Estimated_Read_Number_t5,Estimated_Read_Number_t6,Estimated_Read_Number_t7,Estimated_Read_Number_t8
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.0066042441272120556,-136.28629265983486,,937,686,594,851,333,141,535,324,314
-0.00228930675582066,-61.583928288517434,,717,646,540,830,231,436,413,438,460
-0.0059833255674540935,-50.27767052320483,,390,294,282,373,79,109,107,120,135
-0.0010660231370881847,-38.26705990207106,,498,475,484,638,243,300,314,240,207
0.00022856453489131017,-129.60990565179003,,295,300,397,641,230,810,337,369,454
0.003165357773438536,-143.1710201434499,,1103,1291,1515,2069,941,2208,1373,1141,1186
0.004319058023681919,-172.57177363386768,,435,538,648,1216,392,1429,781,777,974
0.006157111314300032,-145.58851612644548,,453,612,870,980,617,1418,938,666,584
0.0008323322140133416,-204.48475261398778,,568,594,574,889,664,251,886,694,630
-0.0023558240004042264,-118.77066965281287,,854,767,786,1205,521,302,749,630,592
0.0027777992295810482,-65.93835410046592,,1151,1322,1681,2130,852,1098,1384,1343,1365
0.007375320051383019,-151.81829759588558,,1410,2020,2428,3744,2001,3435,2651,2531,2782
0.0012779224117248505,-70.49758631944964,,1381,1477,1934,2486,1089,1470,1274,1102,1048
0.00035577232476046794,-110.22679413962217,,778,796,853,866,440,1109,631,527,524
0.0017817920598159746,-69.53060870554461,,399,437,491,764,265,620,405,414,386
-0.006420086457138107,-97.44579939728808,,295,218,249,554,160,131,317,239,237
0.0014193748493323906,-364.701362975169,,783,843,1166,2708,1342,588,2107,1397,1455
-0.0009221823047280957,-64.78990792068143,,250,240,399,558,132,205,129,104,65
-0.01511532988453713,-83.80137021546648,,242,117,80,116,12,0,15,6,4
-0.002612957437017294,-613.5537544075971,,246,218,112,614,88,6,181,50,57
-0.0008798707651980499,-63.73807894749888,,1351,1302,1266,1822,815,1345,1121,1018,1009
0.0040341744886843965,-99.61799193560849,,627,765,1145,1357,686,1139,1666,1181,1979
0.00469005833095658,-144.4635712461849,,637,802,850,884,173,476,357,424,661
0.0003094112407486813,-59.62795284403144,,409,417,483,724,253,507,372,421,383
0.002974087418499122,-105.48083709462247,,782,907,1056,2065,1041,1408,1952,1928,2848
-0.005874957345749714,-68.76285373619896,,1148,871,867,783,198,353,224,163,143
-0.007238378086523134,-137.99108780861982,,830,589,428,624,308,98,393,328,305
0.0014822372275320249,-99.63582195919594,,1033,1115,1219,1359,659,1400,904,814,866
-0.0370002330524462,-59.29303934664455,,1601,272,78,48,5,2,7,1,1
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.0011182721139495026,-52.62333671355269,,1529,1457,1234,1537,703,1147,1102,831,788
0.004333609013931946,-264.272735068778,,1683,2084,1990,2460,1016,2692,1466,1396,1883
0.005087852355879437,-196.70444970601736,,1255,1611,1125,860,662,1455,1483,1162,1509
-0.0100784547998933,-70.51289012238931,,1283,795,464,706,264,146,253,169,146
0.00666232715885789,-55.326616995250845,,201,278,333,313,158,366,392,288,347
-0.0037224946889978317,-42.94640226713213,,798,671,543,669,271,288,326,307,253
-0.0017244811846662787,-50.22736754293048,,507,469,420,461,222,191,308,252,182
0.003232674447637242,-80.19551201433298,,712,836,924,2253,887,1111,1514,1260,1213
0.0009765081197049942,-135.09684275610812,,780,822,879,873,426,1069,572,443,327
0.0025302495838972192,-73.21221093570148,,710,806,695,938,547,1079,967,611,711
-0.006652860289135134,-40.068799270885,,92,67,42,44,7,7,17,10,16
0.001768340120691598,-78.52353399295556,,1033,1131,1140,1458,789,1198,865,770,621
-0.02193612787393024,-48.25333908598737,,192,67,29,29,8,0,4,3,1
-0.003970999482941071,-11.036451640248043,,1,0,0,1,0,0,0,0,0
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
0.003688653228250319,-86.26532138024817,,323,387,484,712,287,874,583,585,704
-0.004470671735895019,-71.1653277286737,,788,639,806,1054,275,271,150,140,63
-0.016481708463031312,-33.743421674250456,,632,288,171,145,44,63,50,30,14
0.00019058901518568096,-52.19104782995191,,1139,1156,1115,1481,733,968,920,856,899
0.0035575446251836724,-81.97520352831555,,911,1087,834,1066,690,909,1125,1167,1147
-0.014072781931044819,-307.499058151974,,515,263,167,419,249,19,399,162,190
-0.002959488799604823,-405.94163980971723,,448,390,725,1530,783,367,1606,859,990
-0.0021520016207897926,-5.8377980696237115,,1,0,0,0,0,0,0,0,0
0.00165295349548396,-263.9727810060198,,642,699,1728,2769,1153,625,1167,1140,910
0.0020715602095126655,-49.27207973906854,,391,434,435,583,353,530,460,358,335
0.0010732120398113253,-80.33178571139169,,1088,1152,1027,1331,561,1123,837,842,746
-0.0044810632979283595,-21.103552255521343,,1,0,0,3,2,0,0,1,4
-0.005162145280805889,-50.50024189095452,,381,299,258,270,117,191,68,74,71
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
0.0030579100269779664,-120.56885454342955,,1547,1802,1900,3062,979,2244,2163,1691,1859
0.0005566009078929856,-126.5822766584402,,506,522,848,1510,608,590,949,1089,1171
0.0003248507625343458,-591.4186396631777,,616,629,377,480,245,22,301,181,227
-0.00732227427951284,-155.35500190884633,,585,414,331,491,271,78,426,262,211
-0.0036488897361042338,-81.86712919427711,,1358,1146,868,1643,655,615,875,506,560
-0.003721231633637561,-765.5193551983938,,706,594,257,579,226,9,251,131,114
-0.009776424406186124,-204.4479969469282,,889,559,404,831,324,78,458,246,276
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.013325642479806903,-165.76559524159737,,489,259,141,538,180,26,208,98,85
-0.00967815972810493,-38.70748158971645,,248,156,100,127,61,25,43,35,22
-0.0017023854381159964,-169.33081178817045,,1017,942,1324,1202,376,812,275,265,192
-0.014539196341845704,-73.72856554977176,,774,387,320,511,75,20,51,9,5
0.001492987695257097,-120.1443259759235,,783,846,1475,1992,679,1219,869,839,934
0.0017706927499682103,-17.146136778105976,,3,3,2,9,1,1,2,2,1
0.001374703348106114,-61.679898918334125,,956,1027,992,1091,475,883,758,641,682
0.0012815134792087037,-123.08349815211639,,706,755,606,629,487,866,496,446,363
-0.005430063170814509,-84.32107987623185,,530,410,464,339,164,363,135,73,35
-0.003191055658661534,-264.01373921323074,,59,50,20,184,64,2,69,39,71
-0.0176806104039827,-31.20626489217158,,324,139,75,59,11,25,8,6,3
-0.005008852455641053,-73.91434562621502,,265,209,236,435,131,76,207,209,164
0.00016371337234145867,-99.28226957460339,,1083,1098,1117,1690,677,1394,847,759,594
-0.010530144679584474,-166.37901225011186,,496,300,126,330,113,11,65,28,21
-0.0014781819971857618,-130.68132212807296,,486,455,555,1055,431,269,728,545,684
-0.012472556775414338,-253.34790638334496,,375,207,204,691,209,22,304,237,200
-0.00563090443444276,-140.69703213214655,,839,644,596,1135,483,238,565,371,362
-0.0059722843905297245,-180.40073306487173,,448,338,312,916,287,93,475,259,279
-0.0021172920277430013,-83.09145974469983,,775,704,976,1001,294,482,266,194,190
0.0017229044177027538,-148.51084805455466,,1117,1220,1869,2766,1222,877,1492,1342,1306
-0.0030833411337077947,-345.7219332189049,,428,371,139,358,199,23,177,40,79
0.002100504830696806,-61.894760425396036,,1024,1139,1178,1388,640,1069,961,803,722
-0.015253523367076227,-43.85185681546972,,62,29,27,14,3,0,5,2,1
-0.008283216760917065,-160.10282012295914,,260,175,179,315,180,30,296,132,142
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
0.00386741471416255,-65.04891787668653,,600,726,809,1098,374,652,624,775,977
0.0031661038490859742,-104.18137986155367,,1899,2223,2706,3661,1956,2390,2561,2638,2285
0.008863821636595815,-238.2052944561472,,673,1036,924,1153,1099,969,2658,2150,3464
-0.00552760901661414,-111.79762083577982,,768,592,475,918,320,133,436,271,212
-0.0013846679970364135,-82.98121888337067,,191,179,209,462,164,96,322,274,326
0.005704493763253335,-67.97667106511665,,905,1197,1397,1992,962,1692,1610,1297,1448
0.00014275869061311855,-76.76218458107783,,598,605,519,1016,639,739,892,627,671
0.0005387880346721307,-84.98018346284093,,1782,1839,1732,3492,1550,1565,1910,1309,1420
-0.0011664208993313156,-77.95658905209469,,1124,1069,971,1176,414,786,505,502,429
0.005835093512386318,-97.0810922709993,,796,1059,1136,1343,868,1451,1342,1248,1158
0.005119580273478102,-100.22411625829712,,1227,1578,2213,2498,1204,1993,1870,1798,1872
-0.00787823814283437,-117.0895976058708,,1538,1059,746,1166,413,264,633,321,345
-0.0516438512529388,-28.000562027088336,,414,34,7,2,0,0,0,0,0
-0.00218308529103289,-62.22834900169379,,397,359,440,743,179,210,248,255,233
0.0048466343238122,-847.4008864308556,,278,352,191,703,294,11,337,52,80
-0.004838384531387501,-60.71821263561385,,235,187,195,254,56,151,51,44,34
-0.0029925726557558643,-70.19329149934153,,1024,892,1029,1331,356,316,445,337,277
0.00045027248318233034,-45.01954775504358,,720,740,753,1179,450,501,638,475,504
-0.012716596326181029,-24.826307472314767,,1,0,0,7,0,0,0,0,0
0.0006134425437676926,-60.18984375356489,,627,649,772,1082,325,323,486,394,434
-0.036562935989775766,-17.31504318748304,,146,25,16,9,0,1,0,0,0
-0.0021067707157353174,-91.84241662006222,,633,575,486,665,366,224,554,337,312
-0.014560512506879343,-268.1178806143301,,384,192,159,566,197,18,303,211,182
0.005798678218928224,-1792.837344104862,,212,281,48,419,196,6,535,56,205
-0.005061181325757745,-76.38583754996209,,638,503,379,669,260,165,360,337,272
-0.0013932570517717685,-16.06299197409476,,1,0,0,1,0,3,0,0,0
-0.0030156481022095187,-41.32192369204362,,761,662,520,675,276,339,371,247,237
0.007849125134762646,-140.6187407135828,,1160,1700,2505,3108,1585,2342,2042,2134,2283
-0.018544198265640542,-43.625176891315625,,785,324,234,167,18,10,12,3,1
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.004518903697838299,-53.4021383821245,,721,583,455,666,239,211,364,295,266
-0.0009951046270361497,-48.98823962812335,,362,347,271,295,176,292,228,186,151
-0.003096480389048072,-77.9494728801092,,342,296,432,686,198,150,282,248,252
-0.004438333964656779,-95.87259124717282,,484,393,194,436,286,230,360,176,264
0.0033707368880559027,-133.4323602296724,,493,583,1208,1707,849,1339,846,815,620
-0.0012005880034588823,-74.68043742734065,,552,524,502,714,430,392,601,491,489
0.0012625708295181319,-51.37384280745319,,435,464,393,440,264,401,426,291,271
-0.0038334733129744124,-123.61080835478958,,997,834,791,1213,517,292,730,552,509
-0.003971385118854202,-92.13861675318792,,560,465,430,540,289,122,342,222,209
-0.0038702469845733837,-51.42955658426797,,954,796,642,1101,444,617,598,424,399
-0.012475632876298421,-55.74366206100573,,679,375,249,411,95,44,103,67,47
-0.0009421338047048591,-84.80217462374873,,560,538,793,1126,380,466,530,605,617
0.0031073730844491075,-2358.94148996665,,229,267,53,558,198,5,630,284,475
-0.006809118728383166,-249.58457439587653,,645,467,665,1115,335,110,531,612,517
-0.010295167278011379,-322.9532388884392,,479,293,202,853,334,60,604,295,245
-0.029477309802893967,-46.940130361289384,,909,222,93,42,2,1,0,2,2
-0.009674519850777257,-190.95541810945326,,733,463,326,723,271,113,511,326,362
-0.0004415828094495606,-60.33864255283255,,423,416,435,506,179,364,212,259,223
-0.0009720281767857538,-55.04922921661647,,936,898,894,1303,611,512,565,491,410
-0.002968553854839271,-239.57622277094086,,752,656,609,989,599,223,955,611,668
-0.000915558237711838,-134.6494008178733,,694,668,860,908,443,278,721,690,787
-0.013287690366798227,-42.720081090397464,,139,73,25,35,18,7,19,9,3
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.0010794075460155424,-55.78118267226968,,407,388,466,758,242,262,367,320,373
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
-0.004576838675949423,-62.157906561780266,,828,668,461,486,246,355,506,290,323
-0.0006211205749867368,-43.78463141709536,,888,867,888,1169,441,563,654,453,481
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
0.004043216167190666,-113.57393887132498,,444,542,600,942,707,502,928,801,732
1.1293310117170986e-05,-48.58146552956997,,830,835,809,962,406,620,535,522,499
-0.012909823444116782,-39.06941350429477,,830,449,347,401,83,87,63,38,17
8.053565819525401e-05,-137.0127540438075,,714,721,675,845,341,1030,471,408,396
0.0007111498359544533,-86.78775060982545,,685,712,815,863,329,732,403,348,404
0.005251556274337792,-93.54234333129514,,547,708,633,810,474,981,735,625,612
0.0007359974803124553,-79.1643188621924,,443,461,359,343,239,230,438,232,237
-0.0074862466944453105,-45.85937360262807,,728,511,494,473,130,184,156,65,40
-0.007596297561791074,-64.46950733665119,,575,401,207,423,196,149,225,123,126
-6.936843988486095e-05,-59.81772498501183,,448,449,378,903,381,397,574,417,427
0.0028674832445911144,-96.6595323888512,,441,509,662,1055,311,809,527,528,550
-0.006760272503162556,-3.880948186846521,,1,0,0,0,0,0,0,0,0
0.0020322654514069805,-95.71683798808003,,621,688,590,549,334,729,490,453,400
-0.006413711047625939,-221.21213177791216,,452,334,274,526,348,68,482,270,287
0.0011720568051050667,-103.56337300954813,,647,688,692,926,612,417,805,569,529
0.004450697808766835,-197.34096214954593,,1417,1764,1872,2255,1073,2486,1503,1569,1603
-0.0023642630986093543,-81.39381814922137,,233,209,393,602,144,198,298,259,277
0.0028383797303253955,-8.499140640585711,,1,1,0,3,0,0,0,0,0
-0.008383819065054192,-4.965028504863211,,1,0,0,1,0,0,0,0,0
0.0003744326611361216,-83.52313462011075,,588,602,624,718,484,496,772,689,660
0.0001567683915265918,-59.157449461381546,,397,402,376,471,268,199,376,303,267
-0.009524939782805867,-59.755237894584035,,190,120,65,54,23,26,7,8,0
0.0032449080278881474,-59.17869408900057,,571,671,671,874,439,774,660,718,673
-0.0015190783695222657,-102.92214512878913,,396,370,387,638,336,214,553,523,466
0.005043384621308862,-72.52376025722253,,1088,1394,1643,2110,1185,1595,1707,1714,1740
0.0005559912596517459,-561.4376323718334,,155,160,71,234,110,1,134,41,78
-0.000600751285984517,-54.606679620894575,,203,198,177,280,174,145,285,206,147
-0.0009615434203783845,-62.72271131526221,,811,779,774,891,428,371,589,515,494
0.004798000840695767,-97.09913617992846,,606,767,1002,1242,905,1010,1363,1084,1026
-0.009615433715589249,-7.044260869755936,,1,0,0,2,0,0,0,0,0
