Estimated_Fitness,Likelihood_Log,Estimated_Mean_Fitness,Estimated_Read_Number_t0,Estimated_Read_Number_t1,Estimated_Read_Number_t2,Estimated_Read_Number_t3,Estimated_Read_Number_t4,Estimated_Read_Number_t5,Estimated_Read_Number_t6
-0.011196231717994398,-43.87889404448984,,360,99,413,316,45,0,0
-0.006442946231101883,-7.1178362315024755,,1,0,2,0,0,0,0
-0.01684565795187125,-94.14630509910539,,663,140,793,297,54,0,0
0.0029713963134781565,-464.16254487341996,,488,267,990,749,201,170,0
-0.017467622678984572,-123.32412961466912,,585,120,991,396,33,2,1
0.0022973261916338318,-207.1260309273652,,1017,539,3253,2198,942,552,218
-0.00927974009137593,-4.585080138095226,,1,0,1,0,0,0,0
-0.01420166931738219,-92.83084969000164,,644,154,810,368,78,0,0
0.0008886291379120712,-113.605740015288,,87,43,192,452,74,33,0
-0.010244179814712435,-89.80450924055799,,476,138,630,430,117,0,0
-0.0031092178500060196,-31.96317307489304,,686,280,482,410,119,83,91
0.002660031144942212,-155.74238648101505,,442,238,1012,921,330,288,18
-0.014012724902102335,-130.351035194505,,554,134,931,416,101,0,0
0.02025009597478581,-1681.7118618552288,,318,399,4,569,476,403,143
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.0015998353154573013,-89.6574979488966,,823,362,571,699,158,173,39
0.018769181660811363,-3121.7986093863797,,672,786,3,904,330,535,538
0.019067127879485953,-1588.925122208231,,363,430,3,525,162,175,178
0.001189242132174834,-88.75739196895333,,476,239,564,431,125,76,15
0.021301839132296822,-2348.3858439083165,,375,495,4,772,437,499,996
0.002715284888335096,-100.19432534923112,,1071,579,1541,1361,456,400,852
0.024396158614687302,-3821.2364725872817,,442,677,4,1271,746,908,1692
-0.012409220162704692,-103.31534989249724,,425,111,769,405,95,0,0
-0.01240009159144757,-152.05894855358167,,679,177,1116,573,151,0,0
0.0009131666511003216,-55.44917779745364,,747,370,793,768,221,201,79
0.003010499271301394,-44.042046535241724,,1019,559,1650,1359,393,454,496
0.006232148356078479,-40.64573123776748,,1441,923,2636,2752,1158,907,1025
0.0018742766678276428,-41.39726030553786,,1295,673,2162,1879,556,391,504
0.0006302016947244682,-31.070123141187565,,749,366,758,678,206,182,182
0.022570144297992086,-2962.7938339230195,,431,605,4,982,555,589,702
0.02695901757959366,-1563.5507182878375,,240,415,14,831,524,677,273
0.009186889771872594,-1013.5041053937963,,566,417,2488,2226,775,655,19
0.024381444858520503,-2015.4785611235081,,225,344,4,760,377,227,252
0.005228336194078949,-425.7528836896738,,250,152,2,120,20,18,0
0.029674086271219494,-2149.834076127806,,195,384,5,830,203,264,8
0.0028655145661972458,-47.55022987709947,,1363,743,1510,1467,453,493,579
0.008035680135213216,-57.749502387749985,,578,403,1436,1030,416,537,579
0.01896249355188131,-3007.588770737971,,622,734,3,882,273,343,585
0.022714115258997004,-2831.8026369426634,,411,580,4,949,529,573,747
0.010523371759485884,-46.553342958966944,,820,645,1451,1837,868,834,1045
-0.00917938173238423,-35.54251184643422,,1129,345,934,519,80,61,52
-0.000979997523498379,-95.89857095710693,,758,343,731,556,196,191,28
0.0014728847349026331,-35.04922128454097,,983,501,1265,1000,321,283,228
-0.027526453914063883,-52.15396048147019,,1357,172,103,69,6,24,25
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.0006891833351415249,-61.86886220931134,,1302,639,1335,1156,352,337,163
0.004601993969969673,-292.5341273185584,,1673,991,1019,1844,684,889,1772
-0.016081628828494336,-219.02555803465305,,1042,228,1684,653,136,0,0
-0.006612726214722417,-46.51785046380106,,1244,430,586,564,111,93,130
0.02185019010846869,-1073.458753320237,,223,302,4,413,313,517,578
-0.0035675998604375184,-42.49232138238448,,757,303,633,437,117,122,42
-0.016284710725037968,-67.65242012976402,,414,90,548,221,37,0,0
0.004105890909319893,-498.27108811236195,,589,340,1760,1549,386,280,7
-0.01793900339812031,-141.16832925384014,,686,137,987,334,67,0,0
-0.0072693739593459135,-104.93022420439125,,719,241,1123,492,141,68,14
0.01105262111850509,-144.59532074784187,,95,76,3,59,15,22,15
0.0012570486279803181,-58.59986081842465,,1018,513,1322,1038,419,276,393
-0.02434999141073954,-21.92898050338902,,152,22,81,18,2,2,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.022907991785332534,-1276.4928916430981,,283,403,34,821,498,649,1411
-0.005939590116167299,-31.076553686038835,,738,263,699,572,106,46,48
-0.012952418454756753,-25.015845566263277,,669,170,280,188,27,17,22
0.0020688872943307518,-36.344038698994495,,1178,618,1356,1320,379,364,318
-0.0007304042625731256,-114.63034420489936,,831,381,967,674,254,188,34
-0.012434177945216573,-55.42144361793716,,431,112,515,294,57,0,0
0.009252490697090457,-76.66233589015815,,351,260,830,1334,421,559,337
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.00465684965014101,-59.477086023061325,,540,320,1739,1970,642,387,316
-0.015207726278255826,-76.62105891563716,,516,118,607,252,55,0,0
0.0029772219668104624,-102.39379005019805,,834,457,1243,985,337,385,781
0.022538440296251502,-36.231114458556384,,1,1,4,2,4,6,0
-0.00437839386948734,-44.08115826977398,,468,180,298,301,86,34,90
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.0031411409836699295,-188.84907605876094,,1594,880,1810,1838,490,676,1524
0.027787975721375233,-7227.024636928933,,556,1002,4,2409,1723,1703,1169
-0.01705317827989442,-69.2550508911987,,524,109,627,248,35,0,0
-0.015355456028912036,-77.92712779085767,,582,132,667,278,56,0,0
0.0004902911822045016,-131.27250146697838,,1069,520,685,1232,310,263,467
-0.016908032786049004,-61.84786761132697,,609,128,583,227,37,0,0
0.001089409312910007,-124.96343356264657,,692,346,385,791,207,220,74
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.003063975197136321,-385.78903445091015,,375,206,543,544,86,112,0
-0.016751916015692512,-37.81747555742144,,277,58,276,110,19,0,0
-0.005910796342300853,-74.9384894447839,,962,344,1339,869,154,90,189
-0.022653639324253464,-94.1211242826883,,619,99,683,274,9,0,0
0.024502320183782796,-8802.58041530722,,783,1206,4,2595,1654,1265,1554
0.00654920636145659,-12.46442439707516,,4,2,2,1,0,2,3
-0.00029293852103882793,-63.06052399185197,,928,434,1065,767,209,217,418
-0.01597137915455564,-168.88043070544853,,663,146,987,362,105,0,0
-0.019574440712342957,-81.96422355747667,,445,82,604,204,26,0,0
0.030680326672129218,-557.8021432550889,,49,101,5,192,178,165,1
-0.008249178686236994,-105.91320526317166,,292,93,14,49,5,8,11
0.023865269570900502,-1649.1941777665415,,244,364,4,625,314,329,123
-0.00035469360243659074,-45.35324919737476,,1038,484,1265,1054,270,237,113
-0.006987020524068165,-102.10816389869483,,439,149,96,328,60,27,9
0.002678167864710877,-144.01336552778412,,438,236,751,854,234,238,21
0.02568807522923421,-3614.6347372135997,,325,529,4,1219,616,655,40
0.0029778799075683504,-105.11811848329977,,737,403,539,1060,310,292,143
0.004414236692291558,-225.46312168404086,,351,206,148,795,217,327,88
-0.003852875397198318,-32.30936975092129,,782,308,813,691,123,90,89
0.002795563007044402,-40.90052048585953,,1021,554,2060,1763,526,406,331
-0.011605432872028823,-41.69600642346704,,416,113,340,321,39,0,0
0.0005587348885894535,-32.693546225717796,,969,472,1150,943,283,224,185
0.010744303648731801,-74.04081097922217,,47,37,3,27,2,12,5
-0.01242695108761363,-36.8636932343175,,268,70,308,186,33,0,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.02365513329688859,-4000.0773275255524,,592,875,4,1290,681,855,794
0.0033795609593330702,-129.45385976790743,,1734,969,3011,2721,1039,767,270
-0.012368511969186615,-179.86209553100505,,597,156,1069,539,169,0,0
-0.0009688317464125041,-47.047582175860846,,711,322,620,651,162,137,54
0.007275235229503706,-50.25988950092233,,178,119,197,361,111,153,86
0.0035556640873200315,-117.83626499541256,,903,508,1125,1166,422,403,887
-0.011326942086697277,-110.0354030782128,,632,174,915,542,131,0,0
0.004142316278897832,-196.71744346367177,,1504,871,1857,2732,954,733,1381
-0.0024674173249963835,-34.53338036888126,,1042,439,892,772,170,151,180
-0.014891156959134781,-175.82755842792653,,801,186,1280,530,127,0,0
0.0029558858383538777,-57.64915569724443,,1122,614,2036,1571,533,474,285
-0.0028024046146495106,-59.41319565318064,,1314,545,820,926,191,203,134
-0.028093425958252188,-40.85130912002431,,194,23,2,7,0,0,0
0.023288559017952775,-1446.987862495091,,375,544,30,897,355,321,317
-0.002511578620624671,-54.084338759040364,,238,100,393,441,66,28,4
0.017561176381363137,-1014.4402701909912,,242,267,3,353,139,88,133
-0.001899208359961371,-45.20105471303564,,947,410,1063,1034,180,178,144
0.0020631771588692574,-73.15662579510209,,671,352,524,821,215,196,326
0.00877810620730875,-30.59858479334648,,1,0,3,9,0,2,0
0.021355119876119287,-3842.925897394963,,613,811,4,1170,520,528,363
-0.034297522010699265,-15.131161729964163,,104,9,38,5,0,0,0
-0.01341593938796205,-69.5401017441977,,633,157,702,361,70,0,0
0.03355234929375178,-3538.4254762017454,,285,677,11,1381,831,761,36
-0.008279256926928845,-49.29240767077776,,133,42,182,267,41,0,0
0.000811406296679279,-46.694123194156695,,530,261,532,426,161,156,61
0.007834864550024448,-8.511145285696898,,1,0,2,2,1,0,0
-0.0017571446564855443,-46.624845458499784,,741,323,583,535,131,138,220
0.004415519678473213,-59.87755434590939,,1104,648,2587,2164,824,644,792
-0.02039032709162206,-33.42100689111016,,599,106,263,120,6,1,3
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.001049859069487433,-32.52339890019396,,539,269,636,518,138,161,132
-0.018719677036234828,-58.1210081077708,,292,56,362,120,22,0,0
0.0006577266350307059,-152.7415491885217,,321,157,55,433,108,155,102
-0.013591335474860515,-78.27374412024336,,394,97,597,285,63,0,0
0.0036167437107792475,-46.7989203977084,,495,279,1162,1153,427,242,293
0.005190557587881557,-33.73322773523837,,515,313,722,738,311,269,214
-0.017594707428073345,-78.0740300408467,,326,66,526,194,33,0,0
0.0029312275831483814,-37.49188374505358,,815,445,896,947,325,272,214
-0.01493802806417081,-69.9437736703318,,405,93,556,242,47,0,0
-0.0008555838474909143,-134.12192173041808,,925,421,959,978,233,234,25
-0.008313791474471841,-29.012386223377078,,627,199,305,260,51,30,25
0.02360071873433495,-4260.2421928469785,,556,820,4,1369,764,714,632
0.04591871169486014,-5901.479064717725,,110,473,7,1492,1270,1780,15
0.024827796446105957,-4546.903114457814,,498,779,4,1471,919,868,251
0.015347851577747276,-996.9219266774401,,405,402,915,1285,410,460,13
-0.03762480464367559,-27.298287516124276,,892,69,60,27,0,0,0
0.0027055818677978213,-63.593634238446555,,655,354,704,698,204,271,114
0.01863398274425095,-1696.6455357036355,,379,440,3,551,272,241,362
0.0009137811718108477,-35.0425012634095,,950,471,1397,1243,401,224,229
-0.010960490790682554,-92.97631933400145,,561,157,853,546,113,0,0
0.0026999609011494003,-67.04630354288767,,579,313,955,675,238,246,106
-0.9977403895589626,-3.412858608225699,,145,0,0,0,0,0,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.022762612248017712,-2795.507804596516,,434,614,4,934,524,559,291
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.005201877130901988,-121.57009417434332,,720,266,868,389,104,158,23
4.2626422594341934e-05,-51.13354128997197,,805,383,866,804,188,201,321
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.011206874079708714,-136.42491440162553,,347,96,920,471,132,3,0
-0.0009461165892665243,-30.99184131387598,,708,321,727,597,155,133,164
-0.01312948555601643,-70.25793858950105,,673,170,555,241,29,14,0
-0.0012892937836592902,-36.256375056698595,,709,316,743,496,144,136,176
-0.0016025719104498402,-30.943640645547646,,538,236,744,528,125,106,90
-0.014764053476578453,-100.76125130898377,,451,105,706,298,70,0,0
-0.015113735095951132,-58.71717238463329,,416,95,406,170,43,0,0
-0.021953463121177984,-116.58928754448446,,624,103,864,291,22,0,0
-0.013518178828825528,-41.860625077787034,,413,102,430,242,37,0,0
-0.0016381146098346181,-100.59267217762687,,643,282,725,567,143,43,11
0.022183667339516436,-2910.7065455478837,,420,578,4,950,503,600,939
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.015244071163335444,-73.69326890559178,,560,128,639,271,54,0,0
-0.012376540987930142,-89.99691126814885,,438,114,692,366,86,0,0
-0.016543777474060727,-168.60931179412515,,530,113,1014,375,91,0,0
0.0022519878743955946,-85.1772413656977,,1372,726,1905,1550,536,462,840
0.026289018030621836,-2115.125541373134,,237,397,4,828,368,487,462
-0.021712375707074082,-4.119352069716513,,3,0,1,0,0,0,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.012911827035634656,-82.8824445752123,,589,150,812,405,82,0,0
-0.01425629133918779,-64.80702193460377,,382,91,548,259,47,0,0
-0.9977403895589626,-9.459613591264462,,137,0,0,0,0,0,0
0.002859779824036233,-33.606425455716995,,500,272,606,494,203,176,178
0.004219611277726058,-39.933789384639326,,343,199,443,539,199,156,77
0.003766428760397539,-46.17912708945954,,1099,625,1659,1350,544,448,354
-0.011581826038467694,-24.246496576095755,,120,32,129,94,17,0,0
-0.012561929899652314,-40.798759594686736,,193,50,256,139,33,0,0
0.0007296969199454498,-35.16947415147986,,651,320,714,573,192,161,213
-0.014151167167252,-161.76485940009528,,573,138,1197,554,117,0,0
-0.006808032438190417,-5.213090004690383,,1,0,2,1,0,0,0
0.021425246741290378,-5016.214777568465,,388,515,4,1424,954,886,2780
-0.013939457377129448,-56.93979640707516,,350,85,430,201,45,0,0
-0.01623612015136974,-12.051965310363252,,38,8,25,17,2,0,0
-0.00488561588293129,-161.8174945240106,,729,273,675,409,70,67,2
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.01373767963758464,-280.80547281016123,,845,207,1639,729,224,0,0
-0.006442946231101883,-7.1178362315024755,,1,0,2,0,0,0,0
0.02535534032969273,-4043.5231190742743,,300,481,4,1378,847,623,1418
-0.004739525918566134,-4.80533134090383,,1,0,2,0,0,0,0
-0.0027194466486552054,-37.72929056144663,,312,130,224,155,50,31,11
-0.01664864510906769,-147.74475203419897,,330,70,920,386,69,0,0
-0.008699552783380061,-53.290699973583635,,214,66,307,279,67,0,0
-0.009393830537627615,-54.57256373445726,,322,97,410,356,71,0,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.018135839947800304,-40.77658034727168,,371,73,337,126,17,0,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.011963664292900161,-272.381449232751,,853,228,1720,910,271,0,0
-0.012354925541079951,-132.0150529306097,,617,162,998,518,131,0,0
-0.015581766400678359,-95.62784773884646,,585,131,789,323,63,0,0
0.007363866432012429,-585.5633084652346,,779,527,637,2328,1153,1018,2755
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.006355516420604804,-58.864688938140425,,387,135,760,490,74,41,5
-0.011471449645490142,-150.18707430831853,,425,116,886,496,149,0,0
-0.016092487918143324,-112.90081890592089,,638,140,973,400,65,0,0
-0.009328214738202098,-61.213842406946384,,227,68,345,268,74,0,0
0.026664746066654837,-1508.98777086476,,143,244,4,607,399,432,46
-0.0005348096825482478,-35.56598606827094,,883,408,725,708,193,180,152
-0.0133463789413933,-99.77914572324589,,530,132,797,385,87,0,0
0.0011454572004477406,-67.97260363964394,,1140,572,983,1235,339,277,423
0.02113941664006538,-2390.230079975262,,410,537,4,787,398,414,571
-0.01686995146396703,-64.09719226377156,,347,73,458,173,32,0,0
0.024538458802287905,-1247.6795989043965,,180,277,4,516,258,240,193
0.027153679388512285,-1027.6718267066317,,90,157,4,478,363,272,76
-0.003532096379456529,-27.87028545471658,,530,212,508,345,83,72,60
-0.014485610949904353,-33.68817908942141,,37,8,75,30,5,7,0
0.00503231852715675,-63.16141438979865,,445,269,499,741,262,219,104
0.005512622081843908,-78.09460926630595,,746,461,796,1217,414,377,239
0.004266238303443945,-76.56033995595878,,308,179,419,649,147,194,66
-0.007655063030576978,-233.9963352452656,,509,167,825,898,330,0,0
-0.012107274863684223,-8.537270835195887,,1,0,3,0,0,0,0
-0.013826913871449215,-102.91446025085607,,491,120,800,373,81,0,0
0.00024870972792791386,-31.21160039460236,,611,293,776,569,168,163,130
-0.01755115779780106,-34.45893149664415,,510,104,311,194,9,3,0
0.004943731297643711,-75.64811737539029,,987,594,1492,1499,675,492,253
-0.014220387888579048,-73.68303653070642,,89,21,52,199,13,1,0
-0.01304419928910762,-71.9820651812891,,130,33,155,284,16,0,0
