Estimated_Fitness,Likelihood_Log,Estimated_Mean_Fitness,Estimated_Read_Number_t0,Estimated_Read_Number_t1,Estimated_Read_Number_t2,Estimated_Read_Number_t3,Estimated_Read_Number_t4,Estimated_Read_Number_t5,Estimated_Read_Number_t6
-0.010487244425495562,-156.87625821521968,,247,70,1,33,6,11,10
-0.002444395094975905,-170.92557740049836,,791,334,193,610,152,156,353
-0.016490825103425533,-191.8798462438116,,555,119,1188,455,103,0,0
0.004333391269124933,-35.5674352530436,,941,550,1295,1273,479,389,354
0.0019275672651544247,-170.28350510046593,,585,304,181,712,180,291,353
0.02039567550462079,-1694.4765581901415,,337,426,4,581,379,338,205
0.014719703798037168,-1735.3893056082547,,445,428,3,502,154,77,58
-0.05407949023014874,-12.025371775825834,,72,2,6,0,0,0,0
0.0033513896452783366,-88.64940086739459,,518,289,359,691,183,224,119
0.0005168934993595633,-52.35291979726723,,854,415,941,732,223,218,373
-9.872703258106833e-05,-92.66043540082467,,756,357,915,680,225,226,39
0.006051999808431337,-88.28727134984874,,973,618,1215,1030,447,533,999
-0.0005967870505219444,-44.6864663138155,,757,349,836,680,205,147,253
0.020967894909908063,-2193.200662920625,,382,496,4,729,350,354,537
0.0026190055070502132,-61.98420501259742,,941,507,1140,1097,367,307,153
0.018226079929125043,-1677.5343110727172,,412,469,3,538,305,340,379
0.001866143204343589,-49.96497955325632,,883,458,1453,1135,343,310,170
-0.00031510895926367775,-45.334181643094226,,534,249,478,459,133,137,42
0.01515395500780133,-67.9199885243696,,28,27,3,37,17,7,2
0.0001243897706671264,-40.18422404814769,,221,105,166,220,56,64,19
0.004135667391131628,-6.31148506694597,,1,0,2,2,0,0,0
0.016797759920015788,-1198.2372512903535,,327,347,3,389,139,139,59
0.008803489797942538,-82.24858134243662,,136,98,54,96,30,20,3
0.017818751453859655,-177.6631720549995,,19,21,3,37,18,27,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.022835209201781455,-940.5998305646249,,183,260,4,387,169,227,217
0.02534789208587584,-4101.985242347734,,432,692,4,1386,574,498,218
0.0032559314175229174,-81.93660904388938,,103,57,13,31,4,10,0
-0.011721621906168662,-68.8539439136504,,491,132,220,101,16,25,1
-0.011796553660036825,-45.45044502810685,,245,66,383,252,38,0,0
0.003330287591141336,-41.267853271121254,,661,368,940,1105,307,254,319
0.005800060712295054,-501.7223929134671,,341,214,1017,930,242,179,1
-0.010987752798004836,-43.91963337247285,,297,83,353,243,49,0,0
0.005142641814390458,-3026.6773924973954,,4164,2532,8245,14740,4689,4468,187
-0.04314654880445031,-10.206622738742043,,89,5,15,3,0,0,0
-0.014194575026682449,-31.477520171329274,,155,37,124,65,2,4,0
0.005355641370623653,-54.72950789942915,,823,505,958,1126,401,423,599
0.02199957716212841,-817.8421975381832,,157,214,4,338,122,131,79
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.010622751783608761,-33.58755396536965,,851,242,381,283,37,55,38
-0.009651388181691676,-34.9033120537053,,170,50,202,177,36,0,0
-0.013312614244888547,-36.03285227136556,,456,114,321,255,20,8,0
0.0007442066886591751,-52.282526835200116,,761,374,828,789,235,206,74
-0.012589604169557542,-35.9754742858952,,226,58,297,186,27,0,0
0.008396866023770301,-511.79357354267967,,526,373,786,693,241,232,7
-0.014915393695676463,-35.90727626103737,,141,32,242,129,15,0,0
0.005928606046025875,-71.8216359317125,,371,234,404,678,255,244,425
-0.00020642326834696733,-107.47464621131616,,857,403,1215,745,262,268,63
-0.0120698392444092,-45.03490140572184,,252,67,357,211,40,0,0
-0.014627206555855383,-78.7724103755535,,386,90,670,321,49,0,0
0.02352332123663967,-2548.7596448060754,,377,554,4,885,444,470,254
-0.014583100947220144,-76.60751301465814,,455,107,733,359,45,0,0
-0.0013134985499004296,-109.69710016409701,,505,225,246,507,131,110,282
0.005922787565936648,-57.988282044637785,,849,536,1171,1705,614,504,551
0.025503725548494772,-4354.837530054643,,444,717,4,1477,977,852,552
0.014176243792906131,-1073.4906588312347,,607,569,809,1575,591,606,22
0.004855916637872413,-150.25418353066465,,886,531,1094,1509,555,506,122
-0.00013590623734070512,-81.48608021148365,,314,148,438,273,81,41,6
0.023788754276720937,-2760.2557490548406,,333,495,4,954,484,264,88
0.002476199234961531,-328.897799122796,,588,314,805,727,151,123,3
-0.0010139255010152988,-49.072524130838744,,442,200,707,539,150,97,24
0.021934746621505054,-2658.4460620390637,,341,464,4,889,568,288,380
0.005184266197060302,-96.88176499966278,,634,386,579,857,317,332,665
0.0009231292755659346,-111.77498767841246,,719,357,609,746,202,243,45
0.02515915019251638,-2307.588040909,,251,399,4,836,532,490,74
0.003643218497781784,-96.63379135452172,,484,273,348,868,251,192,178
0.018153288793947984,-313.1956781032016,,86,97,3,118,21,28,0
0.019771489597010153,-1886.2849546340904,,383,470,3,618,264,333,473
0.026058759058445364,-2034.9940248812113,,210,348,4,781,472,442,79
0.022524192746768392,-1312.9129807258137,,268,375,4,481,299,468,178
0.005020497347177579,-118.53550898667127,,448,270,527,938,280,268,72
0.0033971599686278588,-42.466810122409846,,723,404,933,1069,303,285,196
0.027454786002265662,-4148.714202370452,,290,514,4,1499,995,642,225
0.0019589372027016415,-73.5615034711282,,579,302,648,733,225,194,49
-0.0016216199818754784,-159.862003001536,,296,130,59,410,94,122,30
-0.005988053145881001,-20.46466726744127,,80,28,27,26,4,5,2
0.0020330656669008034,-87.89485882929912,,1014,531,1545,1446,417,384,112
-0.01550167764746099,-26.342025117463685,,374,84,218,165,14,0,0
0.009997352931734703,-58.63794354920104,,243,186,396,558,177,298,201
5.5724587968247925e-05,-56.109455454380345,,928,442,1248,923,245,243,399
0.002729911499341148,-55.98385354450147,,860,465,826,812,283,277,460
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.0019095780188390487,-61.75152133289166,,750,390,737,748,230,256,417
-0.026015767434333134,-18.96314481466777,,102,13,6,8,0,0,0
-0.007294240123195283,-38.51414409361276,,569,190,429,239,43,65,28
-0.015429069258000635,-105.64231361019552,,459,103,783,327,65,0,0
-0.015698444350232613,-121.4130348530145,,391,87,668,255,71,0,0
-0.01780256719224351,-107.5286832573447,,402,81,774,324,24,9,0
-0.01918618252439146,-152.2422868166033,,641,121,1036,340,57,0,0
-0.011599445793217745,-38.85939722744011,,193,52,297,220,28,0,0
-0.009696796791575084,-63.73254467634845,,205,61,135,285,44,0,0
0.03304750548785655,-4481.787943322389,,112,259,5,1736,875,1375,65
-0.0077474993130631385,-85.66175478151429,,723,236,1096,841,123,26,86
0.003732725927564665,-91.7463712000313,,990,562,714,1002,430,397,549
-4.582966755754337e-05,-204.56426712446546,,997,472,1625,1216,379,352,27
-0.0020939175787552415,-41.66574025952898,,737,316,877,535,172,119,90
0.0033097275946768227,-141.77108133012183,,267,148,299,242,72,70,2
-0.008745175998651222,-139.56972858505168,,669,208,1106,504,117,23,1
-0.015243963356249047,-57.15117865960607,,358,81,471,207,36,0,0
0.024507819103438414,-3620.174650730189,,427,657,4,1218,732,622,254
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.0012591003321190005,-207.7334055794689,,638,322,2087,1820,572,367,27
0.0007709322689607133,-269.6148777535342,,488,240,85,578,164,279,684
0.0028529235231074036,-223.49762051269198,,478,260,775,503,197,91,7
0.0223907362304138,-844.0381969104108,,219,304,4,281,197,172,20
0.014784858661173385,-237.95878844822266,,183,176,186,252,126,135,10
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.0014857393562211145,-207.25595080897108,,656,290,675,726,113,92,2
-0.0382987169389672,-22.946792228011304,,107,8,0,2,0,0,0
0.02218237344907573,-2695.155442431697,,377,519,12,1093,553,601,1578
-0.012885346791877764,-82.1326009861674,,460,117,780,437,68,0,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.027037427579228803,-3884.2496943431606,,354,615,4,1388,801,791,296
-0.01954519375182506,-58.85950004010162,,368,68,394,124,21,0,0
0.004328873133449875,-246.53038139000247,,783,457,1380,1175,470,581,73
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.018423759362558217,-1401.121910480793,,314,361,3,459,95,147,51
0.0012832414819406628,-154.66403264065855,,957,483,1645,1379,433,357,51
0.0414266842922742,-1331.694347705965,,3,10,13,958,32,46,0
-0.019338183329865418,-18.97097664197706,,220,41,82,66,4,0,0
0.005160243964637027,-46.44808390705572,,684,416,1164,955,407,360,527
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.02438282814158809,-557.2220061108279,,112,171,4,220,178,134,10
0.004956131996725421,-74.13657803292183,,913,550,863,1252,398,474,349
0.020023109065934058,-2259.4172975144056,,396,491,3,709,362,349,39
0.023854283216312964,-2831.891476195959,,365,544,4,952,423,270,27
-0.01367147845880123,-124.60951555680184,,608,149,1049,505,101,0,0
0.0021556561271181326,-111.71415826700121,,644,339,1143,1073,340,286,637
0.0013350432216775636,-201.69181416786023,,639,323,643,959,240,326,18
-0.012657662883725686,-49.844575296819855,,546,141,198,209,14,9,17
0.004865576388184605,-258.64140956739567,,187,112,2,78,13,16,4
-0.023667700253679338,-36.649894161458775,,294,44,224,61,6,0,0
0.01400770716681933,-908.5760563593664,,312,290,3,280,99,152,30
0.0067462945945189695,-491.62057514626804,,598,392,1067,1918,477,317,17
0.001341024322219306,-95.88334086201748,,399,202,896,659,213,190,29
0.004752495091891752,-54.051422458551556,,829,494,1377,1368,365,498,372
-0.013768632321040315,-70.08733434430827,,433,106,591,284,57,0,0
-0.9977403895589626,10.318768251067628,,130,0,0,0,0,0,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.005181947464351139,-36.139814342462955,,485,179,441,428,62,39,58
0.0036322981331494914,-69.8502974628855,,2100,1187,3696,3333,1116,885,1304
-0.006428938480997361,-49.85080741285146,,215,75,192,259,63,1,1
-0.01113741750485039,-28.551375342738282,,41,11,20,14,3,0,2
0.004588525721917067,-109.93211026377551,,346,204,151,486,169,235,347
-0.0058284684335710305,-67.11111026595711,,113,40,404,312,69,11,0
-0.002579857120954229,-47.10973223320204,,529,222,741,451,113,110,41
-0.011581711827497638,-57.260337245648465,,401,109,468,286,65,0,0
0.0199643760879214,-761.3285124908579,,175,216,3,302,151,123,167
0.005553360330036561,-225.23709650187962,,443,274,87,639,255,360,694
0.023014008225452555,-4251.980360305669,,412,590,4,1325,785,761,1829
-0.016215941180813324,-141.6975588965449,,504,109,998,401,76,0,0
0.025585368370917724,-1616.7042853784483,,233,378,4,648,334,423,289
-0.0012558468784004003,-49.705763721710355,,799,357,595,627,150,155,77
-0.0042436196627163875,-58.459110703605404,,680,263,238,312,82,98,131
0.03592399956383313,-1210.1135001061725,,17,45,5,664,65,88,6
0.0007368846477381441,-356.23022636704735,,427,210,465,500,108,66,0
0.003210857194435175,-61.476754192830256,,499,276,416,606,219,194,298
0.006514758391738095,-447.75790442470793,,596,387,566,2945,894,682,416
0.004240269685201428,-181.3231178302097,,1051,612,876,1300,493,540,1142
-0.00927974009137593,-4.585080138095226,,1,0,1,0,0,0,0
-0.006442946231101883,-7.1178362315024755,,1,0,2,0,0,0,0
-0.0070415810550286595,-95.40281278161126,,552,187,969,720,137,14,0
-0.010130769051735686,-98.99852616644709,,220,64,686,555,89,0,0
-0.015198476642235396,-109.36480925000433,,509,116,880,384,69,0,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.015068793943780398,-60.78936374863676,,590,136,685,320,40,0,0
0.0038827011112906556,-56.138393329344616,,1082,619,1191,1530,570,436,308
-0.02037695131842725,-117.56756025713577,,606,108,867,283,34,0,0
-0.018273315929315276,-40.304158651770905,,304,60,323,128,14,0,0
0.002994175955618717,-43.616943942095396,,1470,806,2006,1721,550,549,678
0.025841897373377613,-169.11561673657204,,7,11,18,178,11,0,0
0.010647283840189703,-169.833427982585,,1171,927,1012,1209,539,856,1767
-0.04322174775108642,-10.317193091615799,,76,4,9,1,0,0,0
0.0028168850617264793,-342.387418809339,,578,314,1042,635,239,102,6
-0.01280791698471544,-60.54035657300212,,434,111,491,259,60,0,0
-0.01004614591217582,-64.92726218791515,,468,137,526,407,91,0,0
-0.012444687067164902,-80.33923390152388,,498,130,717,390,80,0,0
-0.0022237280457880976,-54.12527224938765,,907,387,980,948,172,156,230
0.025036130097688805,-1097.725480388561,,96,151,4,455,501,354,62
-0.01097012375395338,-28.73206186346078,,218,61,171,110,11,13,1
0.019286636300385848,-1309.1200425000227,,321,384,3,448,275,335,155
0.0053543907856256935,-120.23008584976581,,473,290,275,768,323,292,141
0.0018229247575214705,-81.74213337983701,,794,411,953,718,312,255,500
-0.01930113320033853,-28.508800469383836,,73,13,118,43,7,0,0
0.027188078798240943,-1608.4200717698197,,187,327,4,677,378,471,241
0.020228002267579776,-2288.4484015335775,,423,530,4,724,366,396,87
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.0032307896455725637,-49.516475958475894,,1177,653,1897,1694,563,450,286
-0.0020770968166307305,-54.11338926483035,,966,415,778,672,193,168,53
0.02234819364316252,-4902.088003983286,,575,798,4,1471,990,1016,1986
-0.015604289990742235,-163.95833306777305,,681,152,1241,512,101,0,0
-0.00927974009137593,-4.585080138095226,,1,0,1,0,0,0,0
0.005596189357221398,-368.790809396854,,680,422,956,734,248,164,13
0.008586720349346376,-71.99397335382898,,89,63,3,23,7,18,5
0.0027237593613405166,-62.48512993564658,,99,53,2,13,2,9,19
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.026677136108075504,-23.5930250448447,,209,27,56,44,0,0,0
-0.014689564121927574,-40.45151643693576,,250,58,342,181,21,0,0
-0.018170703290196547,-167.89460897667544,,178,35,815,337,65,0,0
0.041438195457942535,-1302.70935834126,,6,20,6,758,52,137,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.030462144939882682,-1377.635036332601,,152,311,5,537,326,432,26
0.022604471781377967,-1723.7954583636008,,265,372,4,630,361,287,125
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.021242446676031645,-1340.042028059368,,283,372,4,491,306,366,425
0.0069478307368423895,-71.00478108916028,,821,544,876,1065,376,500,766
0.030958734329265474,-49.403374491868796,,1,2,5,49,0,0,0
0.023962862578049884,-2605.6327145412406,,345,517,4,899,461,529,122
-0.0049901881060761665,-30.420917688445833,,700,261,612,514,87,63,51
0.022966024361482665,-931.6978675281846,,218,311,4,275,180,217,10
-0.019032105442657186,-72.86171688985591,,583,111,521,162,33,0,0
-0.012719912132609288,-54.585860618382405,,231,59,435,254,39,0,0
-0.02575431335058478,-17.062983170366294,,229,31,18,14,0,0,0
-0.011087457621223807,-47.29838429602685,,214,59,363,289,35,0,0
0.023116761138183985,-3107.0537482390073,,413,595,4,1039,587,563,812
0.0018866116021088492,-112.41212467573374,,552,287,716,884,243,239,25
-0.0029698888815816353,-13.259319250625177,,1,0,9,5,0,0,0
-0.011772297034179091,-28.26737693756222,,209,56,104,74,6,16,3
-0.0014953701675213104,-31.934583655879784,,269,118,343,340,67,57,21
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.017453512237785723,-51.219987441636235,,228,46,279,97,23,0,0
0.023270208129524527,-2048.111123936614,,319,463,4,724,403,450,148
-0.01699814242278002,-35.29176150039658,,290,60,279,115,17,0,0
-0.014804475148543772,-31.288744893552803,,260,60,175,64,4,7,9
-0.04180274883046762,-13.953690427264803,,116,7,31,5,0,0,0
0.0033464878255511257,-36.17396314826838,,843,470,1195,1053,380,338,238
0.0031819081747417387,-38.50673730907316,,936,518,1190,1186,410,326,423
0.032631779881075004,-178.42707224084452,,10,22,5,116,17,47,1
-0.012015546010618348,-41.32008455350152,,408,108,500,300,41,2,0
0.02174812866335234,-625.0140184401394,,279,376,79,709,411,281,210
0.03887436297343896,-637.1207088803791,,3,9,6,427,7,0,0
-0.008565814750978448,-55.51875237149863,,261,82,302,311,73,0,0
0.022163496271755186,-3368.1220431639176,,449,618,4,1069,599,696,1282
-0.01793331585012632,-27.586794845315474,,618,124,303,144,20,0,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.018530052643987997,-157.374180489092,,692,135,973,306,71,0,0
0.02473876292111019,-2083.3267573648127,,444,691,49,1340,630,684,104
-0.014003190065991402,-52.46297635989609,,406,98,425,204,44,0,0
0.009320511761216501,-59.0926271604232,,601,446,832,973,372,604,702
0.0007655142409938726,-39.77189661745349,,963,474,1541,1128,323,288,208
-0.001570850715600715,-54.395914832214764,,551,242,726,516,144,121,27
-0.0006454274793083847,-63.045366836515655,,938,432,815,585,184,179,113
-0.015064639521171763,-243.0509538472692,,1074,247,1993,824,156,1,0
0.023066164856725798,-1433.1997488753032,,222,319,4,546,447,469,196
-0.03627352986862323,-50.32224669812944,,228,18,143,16,0,0,0
0.0009433737633471979,-191.72372545275482,,668,332,389,1158,275,211,69
0.005988253280428372,-167.994608318283,,732,463,439,1179,416,483,771
-0.028887963330508817,-170.60595666582057,,879,104,948,270,6,1,0
0.0032583034291693677,-154.8517933342963,,1151,639,1698,1764,580,491,1182
0.004457056565158811,-41.42246937033839,,537,316,588,582,173,232,262
-0.007951895686456972,-86.68513179393544,,985,319,1162,532,110,100,21
0.003197360980287278,-121.84023805082495,,767,424,747,1053,319,344,84
0.002798280745044758,-109.33492019288568,,593,322,743,803,285,247,41
0.002637951174930846,-48.015917042214426,,1169,630,1625,1490,469,423,240
0.0005529407335648933,-145.94418943512065,,812,396,859,883,269,263,25
-0.0037130286762221496,-31.71348530794311,,1226,487,988,748,175,153,122
-0.019664923734226392,-267.70577050844577,,90,16,47,519,37,0,0
0.004606205099913585,-61.769338080818336,,985,583,1364,1951,627,456,487
0.0008116145182099411,-76.64705522383076,,1220,602,890,1223,306,341,337
-0.009683611569249635,-64.79735723278009,,285,85,323,425,49,0,0
0.00498745422813521,-50.10878630434085,,1617,976,2631,2998,1049,773,987
0.002371699422718467,-191.03078300793132,,850,452,976,1142,406,398,32
0.022739056201523784,-2157.3949810516647,,329,465,4,762,440,444,499
0.01467530891883807,-775.0296227446161,,257,246,3,251,51,80,14
0.0011167479687346662,-66.7208876277106,,804,403,708,753,242,231,80
0.03446056459654352,-1829.409066231663,,94,233,11,878,424,399,3
0.006451525959957092,-90.71283887718776,,828,536,1371,1343,757,524,890
0.00714972424141117,-99.40874251672658,,563,377,825,995,328,445,192
0.02037811487942166,-1838.6591586769193,,351,443,4,619,305,272,123
-0.0007004400540138109,-36.05630561847668,,535,245,374,409,114,101,82
0.006958448603031089,-243.78149304821366,,412,273,140,1026,312,487,493
-0.013314265701347899,-152.70446687562873,,646,161,1191,579,129,0,0
0.009324306758507732,-399.1044764645092,,517,384,949,945,359,269,20
0.025142474198650847,-3559.955457626052,,332,527,4,1196,620,531,32
0.008593637782911018,-639.694956693487,,532,381,1513,1360,460,570,14
0.001959134417518234,-101.709034487868,,332,173,495,419,96,88,8
0.005154184651982317,-40.03564998427323,,865,526,1211,1045,394,433,421
0.025072460211415914,-5684.796992935058,,562,889,4,1822,959,782,1008
0.003931305184218532,-85.00433654884495,,900,516,674,941,322,382,234
0.00510455628113195,-59.52433016301835,,1046,634,1171,1284,420,536,680
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.0042571029389323976,-62.72868127482201,,512,298,881,794,230,292,131
0.025305504886467416,-2826.3496102260046,,374,598,4,1021,647,880,876
0.023177705191075502,-1975.3924397321632,,301,435,4,718,381,356,311
-0.013871592291078958,-43.25754090244967,,576,140,483,268,45,0,0
-0.0009847863815785666,-34.61715454926479,,998,452,852,726,198,191,167
-0.021321477780799868,-175.02182330726575,,255,43,842,282,47,0,0
-0.003011846258068623,-118.56194620322951,,454,186,759,451,132,29,4
-0.014728755739523095,-60.364459722558706,,360,84,553,285,34,0,0
0.009548302500260716,-1312.223783561385,,446,335,1657,1537,609,343,2
0.011143759767227063,-968.1725249596238,,534,433,1198,1472,473,391,7
0.02825484456608457,-1994.6404755256483,,224,413,4,729,378,359,18
-0.015775174794189134,-68.03373897181811,,376,83,484,192,41,0,0
-0.014406427435683797,-141.55989982841922,,576,137,1015,443,103,0,0
-0.01420679196737654,-113.37377361273131,,441,105,719,311,84,0,0
0.006499631641889108,-117.28685286222054,,467,303,369,1034,357,327,445
-0.00198479233429012,-42.18272895185074,,963,415,983,740,166,184,104
0.0034258044085116205,-243.68074365980493,,199,111,2,69,6,12,5
-0.017693626397033004,-99.04018748632808,,443,90,580,191,48,0,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.001971407848180222,-33.34499428822582,,740,386,1096,989,260,237,274
-0.01595665358298253,-51.87331655730929,,279,61,403,175,26,0,0
0.026909994564270578,-496.9082252734359,,65,112,4,184,244,160,8
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.016861671788773746,-97.97507370569583,,502,106,792,314,48,0,0
-0.015310608178526697,-77.88249039837415,,357,81,524,213,49,0,0
0.0013301835317270558,-60.81643278500562,,110,55,33,54,10,13,0
0.022849733480005747,-2402.790602669951,,356,506,4,809,542,600,139
0.022327341836727493,-2641.543153739158,,420,582,4,882,518,642,938
-0.011966978747648134,-57.95710596437754,,282,75,471,278,52,0,0
-0.0024449737002044574,-40.88760974729021,,1203,508,1068,767,213,187,116
-0.022471600394628186,-229.37776784326257,,369,59,1062,321,56,0,0
0.025089661953490713,-2993.4268081327095,,350,554,4,1065,717,885,1453
0.004523155141456505,-472.6645628680852,,731,431,1317,712,210,200,14
0.005257803828053352,-62.97008588280309,,827,505,841,859,367,417,614
-0.0010444958382668412,-128.71829311395777,,656,296,892,946,171,206,19
-0.03407413695780436,-24.698895795100285,,185,17,30,6,0,0,0
0.017883211201439105,-532.171042071784,,180,201,3,198,217,275,105
-0.014849416363453393,-66.89316304826684,,390,90,545,242,45,0,0
0.020970525207261396,-1904.846165395026,,312,405,4,644,205,113,14
-0.012032433998980432,-35.20435968365197,,95,25,120,58,6,5,0
-0.001923377521499555,-198.87499630260194,,1016,440,1100,597,153,98,15
-0.002079061547876456,-340.56192033942244,,540,232,72,745,159,318,72
0.028179139977158176,-5576.840920757459,,328,602,4,1973,1117,655,713
0.0037086754901183455,-69.1432961370942,,951,539,924,1326,384,371,281
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.022282959368256985,-2363.373701304413,,408,564,4,807,466,489,520
0.023745742517620332,-3811.0935252504264,,511,759,4,1253,810,886,903
0.02496977371176309,-996.7827565189782,,147,231,4,428,178,182,58
0.0031708500185992127,-55.0372873101539,,463,256,549,774,228,191,75
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.018445955240099114,-846.7327071527828,,210,241,3,313,120,87,50
0.018977413539076882,-1213.826219564482,,279,329,3,407,267,280,52
-0.01615141230472728,-49.231340456191546,,357,78,391,159,28,0,0
0.0208646746209058,-1742.064177540502,,357,461,4,600,312,378,337
-0.017420603558801994,-31.34733338528823,,563,115,354,161,20,0,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.0018391233305589463,-404.04468017919027,,459,238,1338,930,221,177,2
-0.011053770473526518,-58.699519281816194,,563,157,578,411,80,0,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.020153238987212233,-82.89714027397905,,422,76,481,134,22,0,0
0.0216212129839052,-1946.3047622907056,,295,395,4,674,369,340,552
-0.016678278666796845,-182.99011517900377,,292,62,1020,434,86,0,0
-0.009427961797454008,-33.75826196521378,,214,64,130,129,9,8,4
-0.014942610731749344,-102.85499676776112,,470,109,768,328,69,0,0
-0.0005390161692361657,-40.89469730490384,,668,309,683,536,175,137,67
-0.01240238142569208,-42.42253334523522,,339,88,369,218,42,0,0
0.0014155742182609442,-67.40968471751185,,1325,673,1778,1656,546,389,142
0.02338432158963717,-3948.969037151701,,451,658,4,1232,744,748,73
0.006621271181867329,-177.56712571910305,,903,589,1156,1052,488,614,219
0.02165941798162903,-2389.7358272866722,,406,545,4,799,451,484,631
0.0023684062544100104,-35.89169742889563,,762,405,976,780,296,240,273
0.002199353827730295,-57.45720445341808,,784,413,1188,849,332,274,150
-0.0006996613057710308,-288.1196669185458,,717,329,1040,609,165,94,3
0.02001245815070827,-876.4227570590416,,368,456,39,615,304,472,849
0.023992012742155035,-2696.4190094530336,,363,545,4,927,485,564,157
-0.018793380226090717,-155.6850118698443,,634,122,1132,405,58,0,0
0.0010384289052297675,-63.45898877264176,,927,462,1328,1038,356,261,451
-0.02416909810187448,-24.480447688542235,,87,12,1,3,0,0,0
-0.018637746285154872,-279.5657279322744,,592,114,1744,680,102,0,0
-0.005690050498549002,-29.66892444864832,,365,131,280,189,39,43,61
-0.014236808926591713,-96.69000347068861,,355,85,627,277,68,0,0
-0.020396774676971267,-20.048782363913265,,510,91,206,89,9,0,0
-0.0025915104201898343,-45.06576143115067,,1048,439,1057,944,189,156,227
0.0030665580413330577,-117.07624275960144,,475,261,292,738,217,213,377
-0.00466915300943274,-49.52598002746176,,948,360,1063,966,145,88,115
-0.015583519540841393,-141.9293872478578,,474,106,1032,447,80,0,0
-0.012300746427950073,-29.469216298491396,,199,52,97,118,9,5,5
-0.012831154503977659,-109.42893969432859,,666,170,899,453,110,0,0
0.0023118357501027047,-111.00904725692388,,593,314,682,748,274,204,584
0.0012088335852977943,-77.5945493503633,,609,306,465,633,182,176,357
-0.0002952403208514266,-30.402563768456126,,458,214,510,371,128,103,79
0.0003442181612594126,-42.59173288990918,,765,369,955,736,213,188,296
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.028629822348964617,-4652.263574168945,,359,674,4,1610,949,1366,260
0.0008234078176095378,-30.05985243359856,,599,296,703,668,176,167,122
-0.0656529036103098,-6.726066199621273,,114,2,4,0,0,0,0
0.01857236111293654,-982.1819366092692,,254,294,3,352,143,170,130
0.004392596483062582,-82.64597508826475,,420,246,802,599,259,268,547
-0.9977403895589626,-12.134251833583333,,101,0,0,0,0,0,0
0.001609804562669477,-201.31798506738284,,906,465,1146,1204,402,362,26
-0.031767489086092816,-41.87893365151428,,948,98,85,69,0,1,1
-0.015487275812105551,-46.24559107531227,,322,72,412,197,25,0,0
0.019294244232800416,-1328.286293020795,,310,371,3,460,239,255,209
0.02020040879655413,-412.89751400511926,,103,129,4,186,62,53,29
0.01392821319842048,-788.6594602702274,,291,269,307,388,169,223,1
0.022609100874623943,-4000.283926693236,,453,637,4,1194,596,1223,3733
-0.01434229776556848,-66.22943770066631,,432,103,573,266,50,0,0
0.004488974820193895,-45.38714200649159,,630,371,1057,854,376,321,419
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
0.02204977941992338,-4538.540303898706,,422,577,4,1351,902,857,2236
-0.0009685540634564636,-220.64995180461068,,1205,546,1756,1232,418,354,21
0.023281771315934875,-1607.9814925424491,,413,599,56,1175,718,647,1071
-0.01079125391151781,-48.48485921769289,,331,93,431,311,54,0,0
-0.015103833698109224,-87.17191550941747,,423,97,617,255,58,0,0
-0.0126666940637471,-4.79287830036875,,1,0,1,0,0,0,0
-0.07157412462290609,-9.28980873923648,,417,6,3,0,0,0,0
0.004380414657761772,-37.314040143072994,,1220,715,1760,1654,604,507,625
0.002652713549776563,-243.90539215800555,,524,282,1309,1248,284,191,9
0.002560277257255192,-127.44940395067732,,450,241,681,605,139,115,13
0.03960180928771993,-2141.255368006001,,48,152,6,1068,317,324,4
0.022279119344555988,-3973.11644294206,,583,807,4,1211,627,768,196
-0.02082836771939362,-37.83852339090026,,966,168,192,173,11,14,1
-0.0019750321258608155,-63.68898538563323,,670,289,547,574,144,114,22
-0.0008185309340947768,-167.27599721758617,,150,68,2,48,4,3,0
