Estimated_Fitness,Likelihood_Log,Estimated_Mean_Fitness,Estimated_Read_Number_t0,Estimated_Read_Number_t1,Estimated_Read_Number_t2
0.0007200900471779868,-13.865067225845285,,451,221,236
0.005777324645603421,-21.069027890087536,,1169,648,835
-0.014983625754929852,-7.115793175365592,,79,26,23
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.0023575881592684785,-17.076869173385017,,1750,893,1261
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.0032368694911717464,-15.674277801172448,,1658,865,1355
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.056188606191456894,-2739.9812361015615,,915,1701,5
0.04793428520784052,-1081.5532184203507,,505,770,4
-0.00893793815353378,-10.44147170758238,,32,12,1
-0.014304697188993444,-27.20353323729856,,338,115,300
0.007291111961234613,-21.7969192950863,,383,220,204
0.01067642348470401,-29.8682677921398,,2352,1466,2312
0.0534619049875427,-869.8677059718002,,380,661,5
0.002580100355329543,-12.058963269213969,,85,43,21
0.007171275757553116,-17.650935608645256,,89,51,15
-0.021896795687087092,-8.43605734050375,,225,64,43
-0.0231168290666068,-15.099428201150747,,285,78,32
-0.0014536648217466502,-13.585836466465501,,628,292,322
0.0058371127686008715,-30.037103087050255,,1733,962,1185
0.001101199635448978,-19.717585737249667,,2456,1217,1651
-0.02080948187312816,-9.641628053659375,,305,89,58
0.018562598349945576,-74.67953476317199,,107,80,2
-0.01685586843020163,-26.526054919170413,,398,128,295
-0.005686624456396252,-11.60751505769856,,73,30,8
-0.016738549179029484,-9.040194719533961,,222,71,52
0.008338404644861297,-28.133936198937853,,1912,1127,1588
-0.01139788509456595,-50.43771168883197,,454,166,53
0.02525587385530122,-14.082604863050568,,22,19,2
-0.00251485174386854,-15.108049342864316,,2147,975,1346
-0.015151977042122435,-8.287528763600946,,253,84,81
0.006301558884315077,-32.346701273147545,,1611,904,1077
-0.9999999,-2.369797341250462,,108,0,0
0.03432585880658188,-558.2874427041635,,388,426,3
0.0028215964214051573,-20.804800762893613,,3249,1678,2698
-0.004487324550576655,-16.763841054109648,,1139,493,504
0.04913209353967396,-164.8522515890985,,111,174,4
-0.0007952987992409346,-143.41385577260277,,1464,693,303
-0.01244857948337725,-8.751947993495826,,335,119,128
-0.9999999,-16.89043027443074,,359,0,0
-0.024812344529120234,-9.808092435821615,,257,68,36
0.011461448926712092,-57.848142059595844,,100,63,1
0.0026880030042886046,-29.903197931652855,,2718,1399,1740
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.01021406065186781,-84.26599632624192,,208,128,7
-0.9999999,-5.511413699500313,,96,0,0
-0.009195861868369641,-16.924578303710806,,476,184,128
0.05602528622500568,-2268.6891480161503,,786,1455,5
0.028442147399932997,-335.3506617020348,,290,277,2
-0.9999999,-1.0418682762085503,,73,0,0
-0.004674678431141667,-12.371684213985034,,71,30,7
-0.00898722166735502,-9.852804769732895,,89,34,15
-0.02867562799830311,-7.65470982465079,,142,34,18
-0.000960872314233082,-7.871631299885369,,99,46,63
-0.022903700848526477,-6.779564250424739,,25,6,0
-0.03738307906315928,-4.364058945994307,,24,4,1
-0.007676076231888897,-10.389868461712233,,485,194,204
-0.025619298966953124,-30.752997547272948,,573,149,47
-0.031080188417984385,-18.47903379141264,,255,58,15
-0.024022302723242045,-8.05297081208598,,165,44,27
-0.02296934254238515,-10.397431857607835,,324,90,51
-0.0007287943743517176,-13.050742094403985,,1246,591,868
0.011625126479597379,-2.4226063440818297,,1,0,1
0.05361988566175126,-907.7400569923088,,392,685,5
-0.021827144364621257,-7.368428785200187,,139,39,30
-0.024566407661575255,-10.655297009420478,,145,38,16
0.013658893806576151,-49.8649137604224,,85,56,2
-0.9999999,-6.471258548658787,,116,0,0
0.011145143285002775,-83.54061632640719,,135,85,1
-0.0027146694235089526,-20.518038945590842,,55,24,1
0.010329795726679445,-44.75818321717237,,83,51,1
-0.05168102181956164,-7.473323795401555,,143,19,3
-0.006919832138878482,-16.200191169557748,,3396,1388,1775
-0.02583119934953007,-12.668367051343541,,269,69,29
0.021133640104572644,-19.954393929618973,,915,733,1615
-0.009061048271285638,-8.010578611508603,,153,59,65
0.06971581767340261,-8725.131925187043,,1827,4699,7
-0.008642391268935325,-30.730430832644544,,705,276,640
-0.026650870930295067,-10.193004817585631,,304,77,39
-0.007039906392070233,-10.116820685835219,,441,179,261
-0.012728041370205683,-8.567798280764222,,239,85,80
0.008527324993357063,-32.547279414958496,,186,110,32
0.004019120523839814,-17.91301879025321,,317,168,148
-0.03453281506552154,-5.845587968880521,,76,16,6
-0.01955188911124518,-14.589936920893724,,204,61,25
-0.0029210915200292152,-14.264415193991805,,121,54,21
-0.9999999,-11.600891889104357,,201,0,0
-0.9999999,-16.539476766406203,,248,0,0
-0.017127108406539315,-11.372043955472437,,246,78,46
-0.01805595605807605,-13.799659314056736,,274,85,43
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.03162461444880288,-5.7873421613724485,,16,3,0
-0.017181850156832778,-6.319924462084629,,20,6,0
0.039798957072795196,-79.42875273667806,,102,127,11
-0.02984140259280404,-7.128327393865731,,110,25,25
0.0035340410698608904,-32.3508592763701,,207,108,28
-0.010415315818680342,-9.492830515642304,,116,43,83
0.0015703045137897978,-31.44438330290717,,2455,1230,1416
-0.024709226166904068,-6.564715996468331,,72,19,8
-0.01570234952458877,-21.727248860628073,,557,184,95
-0.013825440904375187,-9.164634813537418,,40,13,2
-0.011505722892319131,-77.62574541553363,,1267,464,1244
-0.026023454405902865,-20.313973039225765,,364,94,31
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.03198252117003472,-240.45292604489566,,208,216,3
0.008357596642447913,-38.289285564209585,,205,120,30
0.00011418209977884057,-15.48595545919501,,1967,952,1417
-0.006233943221676965,-30.990922498703988,,2281,948,1699
-0.017725864206187877,-126.41853004840738,,1427,450,1309
-0.014928053538541517,-18.24695587126277,,269,90,40
0.017472402250352147,-120.77587614680506,,160,117,2
-0.020579169909670098,-12.060342363664532,,113,33,7
-0.015258431553554597,-11.035726951972098,,112,37,12
-0.9999999,-8.1244345490642,,124,0,0
-0.029144869721189154,-5.64487855367051,,43,10,3
0.016996788100211407,-32.54993373141571,,56,40,2
-0.02752459905625431,-20.42790313684761,,472,117,41
-0.013749592265829707,-9.521883906761687,,527,182,177
0.018944008129723085,-85.23550902343351,,118,89,2
-0.0008721091025699883,-20.546751084301004,,3966,1874,2780
-0.048807315869085044,-2.355160904155797,,11,1,0
-0.021884039664689246,-6.037223181915543,,60,17,12
0.02761172239256919,-31.435759076655195,,1527,1430,3937
-0.01132321469059826,-9.911035421605133,,676,248,274
-0.00412788040788047,-18.74802534568066,,198,86,46
0.01018219946116631,-39.429073615738716,,5243,3231,6685
-0.05451312216817072,-6.634278059562963,,184,24,5
-0.05727572302410041,-6.243957792681032,,45,5,0
-0.005140052316309379,-90.91888188876729,,198,84,1
-0.0031331930089714124,-9.668156109438588,,356,159,201
0.061000088832346755,-5455.53235549056,,1471,3069,6
0.08058072586833587,-4658.03575757141,,869,2901,10
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.07454448326462769,-1371.5223724213986,,362,1045,8
-0.008949194047168525,-14.244094221473782,,2044,795,1052
-0.03931767512072799,-3.956124367096621,,14,2,0
0.05046219395174361,-6442.876535366301,,2097,3398,4
-0.00620219280008564,-23.073618588487363,,438,182,111
-0.020915552344824232,-12.843819010935785,,294,85,43
-0.020440282159167367,-9.848172883380077,,19,5,0
-0.04325457054726284,-1.7963207287594516,,3,0,0
-0.009722134219054152,-117.545862380671,,1551,592,1811
0.00038599835913157195,-17.490778121414444,,74,36,5
-0.03957244180097627,-6.758273402639293,,128,23,7
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.011853123326746522,-11.503776622642341,,903,327,313
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.002027096343275356,-164.21054720724104,,2453,1127,3732
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.001885681683520914,-19.667303144801256,,460,212,510
0.005127992384148033,-80.07602636215263,,1006,549,2108
-0.0037433471630036927,-14.918221749918114,,2247,991,1356
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.02274569021462985,-100.54496864963382,,125,104,2
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.033337239068432147,-12.74870309277519,,286,62,21
-0.035100655004259074,-11.577338815038312,,307,63,23
0.03624983550242682,-397.5492096983108,,285,328,3
-0.024056009360724825,-14.39266085364874,,211,57,21
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.043120325587184045,-4.5645875864279875,,20,3,4
-0.006860124573355155,-13.013232034708288,,377,154,128
0.06144631038578975,-6029.132537506233,,1585,3343,6
-0.04325457054726284,-1.7963207287594516,,3,0,0
-0.0045743865449289585,-15.143672956440938,,43,18,1
-0.03695855277432887,-5.162621037565172,,22,4,0
-0.02183425363954831,-10.984471337871073,,451,128,79
-0.030179128074871463,-2.4790965770082405,,1,0,0
-7.566299892965232e-05,-12.069911966628691,,306,147,152
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.00307956660203732,-17.903859101696952,,2258,1012,1604
0.06822210041753478,-4381.6432589978585,,1059,2628,7
0.031052416131378532,-148.68308320663823,,145,147,3
-0.001004223186437011,-121.41442608894857,,230,108,1
0.023987011847491715,-118.4006621535478,,1004,861,782
-0.003927513251456539,-31.512783185528413,,1102,484,1079
-0.01462019418740202,-10.409155088367802,,460,156,127
-0.0004474059819497625,-132.84149775032552,,1925,919,494
0.054735325597802406,-3862.0772350297957,,1252,2248,5
0.03076966909474755,-384.6157552079494,,309,312,3
-0.0011152400825953047,-15.868854656026,,107,50,15
0.010078610078646036,-25.78600795519615,,1649,1013,1512
-0.9999999,-8.3094238604192,,196,0,0
-4.2777385387382516e-05,-16.066382739088272,,1963,946,1511
0.001458014560305719,-20.54036293920708,,3385,1692,2689
-0.003559127693002263,-11.520169833086108,,854,378,485
0.02001371515126824,-70.16808873077984,,99,77,2
-0.005238901306962902,-15.853729902033077,,2852,1214,1634
0.025040499377035036,-172.36399490284163,,183,161,2
-0.021885625745898463,-9.308784365928586,,206,58,34
-0.011787790895513087,-8.856721590900571,,232,84,76
-0.02912024591752247,-3.4999763430119484,,10,2,0
0.00549439640632604,-17.318394481249108,,123,67,29
-0.02092914011700137,-3.10702164282981,,3,0,1
-0.009212286462610237,-18.914186907240584,,58,22,1
-0.00702117414396169,-13.604693581533647,,116,47,15
0.016655266070024335,-11.401710302756964,,10,7,2
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.054149554486406515,-1377.1619693832354,,543,961,5
0.04460574899190336,-1165.231488566947,,573,806,4
-0.08966074146899441,-3.619697912805565,,48,2,0
-0.04703983853143497,-9.929666540904714,,261,40,7
-0.012714729188028361,-12.722677307002314,,479,170,265
-0.004250624734687229,-20.76137831271416,,169,73,20
0.0014754337578977107,-16.780042371552884,,1907,953,1349
-0.006023250105328985,-56.41292202426272,,1431,597,1478
-0.0033931433673043913,-20.26100448269895,,2672,1188,1387
-0.02414241943847781,-8.540809162255455,,176,47,56
-0.07806145737742538,-3.889938235725899,,30,2,0
-0.005785638934670485,-17.59976199768714,,2125,892,974
0.031293770768507784,-139.79340644163685,,185,189,9
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.04312663603362655,-14.904564595951104,,451,77,21
0.003992219288322967,-12.674937461895876,,462,245,506
-0.01642851648309209,-10.615606628517472,,786,255,218
-0.0002601125674409092,-14.780922680520895,,739,354,401
-0.025072234387981066,-7.040585857808048,,111,29,20
-0.02422396018735468,-8.454648835368918,,135,36,15
-0.030286110485413346,-6.011855461258143,,54,12,4
0.015224766694115068,-92.16573859467385,,1340,932,855
0.0016517879468243794,-37.62738945329493,,3797,1907,3757
-0.008408259796361516,-60.54519409910868,,1040,410,1118
-0.9999999,-3.856893644545745,,86,0,0
0.017904209369468044,-38.25835729152577,,63,46,2
-0.020113789138776733,-36.184082997163216,,726,216,439
-0.9999999,-10.577883847209232,,157,0,0
0.01201922416976653,-43.072986059015875,,4305,2773,4707
0.05687372450361411,-3780.7248107857977,,1178,2226,5
-0.027024878421708448,-21.061722211850242,,522,131,48
0.005886241446351091,-53.346650783911315,,2228,1238,1319
-0.005865334374083496,-33.797194432413065,,1276,535,1137
0.03441407776756665,-171.43011875049098,,152,167,3
0.006465058516137239,-12.017429272343762,,315,177,232
-0.016526835830987,-8.24806884507266,,181,58,46
0.060438588390259326,-1760.0834377726592,,585,1204,6
0.003879874969657293,-38.35542659081045,,2368,1254,1438
0.005325611367983042,-33.61543546274868,,2083,1142,1392
0.007708667699693789,-407.8349056535509,,510,296,1
-0.008272859853623022,-11.842282511840876,,307,121,97
0.004158657546861491,-69.22781434644142,,133,70,1
0.045078137700580105,-2341.8865367900917,,1005,1431,4
0.07645573544884107,-7891.425720243574,,1464,4427,9
0.09388295207562697,-7961.956329871047,,1037,4764,13
-0.021739421270932098,-13.361248706310443,,165,47,18
0.0006004367176438586,-17.647724235892838,,144,70,27
0.050403930302730604,-935.8968700874308,,428,692,4
-0.010949014300819751,-13.557085796304538,,153,56,21
0.01090819913147547,-48.229265853856184,,164,102,13
-0.007363860161559608,-6.51745377724065,,46,18,18
-0.032570239571569896,-16.786826051878492,,250,55,15
-0.04928092184461855,-4.81388256800988,,53,7,4
0.007566549551815374,-21.479520066095517,,117,67,20
-0.017754148200330677,-10.292641008444303,,240,75,47
-0.003021670444920771,-14.775350830741324,,426,191,170
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.0025603651009514826,-18.895408267344486,,2595,1332,2016
-0.07371719084362817,-1.4006402523192403,,11,0,0
-0.0020697376590539155,-20.98137913826558,,985,452,433
-0.018534685126003494,-8.579991470513216,,134,41,26
-0.0060847648766359,-84.88677965825649,,1126,469,1494
-0.01973913317983703,-16.762777173592976,,467,140,226
-0.02476055642775818,-7.844496642628112,,191,50,51
-0.033073273081038045,-5.873849981872583,,44,9,11
-0.0054843936366464905,-78.91759618240253,,1591,673,1845
0.03528479794539947,-969.5419298872662,,594,668,3
-0.009612052640085661,-9.02403026447461,,281,107,109
0.014499178351891916,-32.58540548376743,,2825,1931,3585
-0.019359311309360583,-14.587864434155081,,323,97,48
0.002093090183632286,-12.997037106394846,,835,423,589
-0.02846626827354208,-6.346786633676006,,72,17,7
-0.04279500765035427,-7.326134298472361,,185,31,9
-0.01882058810478585,-7.36162141087533,,80,24,33
0.06937228234108263,-4485.28357515399,,1055,2691,7
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.006494250338003168,-10.630282884790493,,727,300,399
-0.009810403598369042,-9.058628090836807,,341,130,165
-0.024534767643899235,-9.904665605450674,,176,47,22
0.03818613923469045,-1929.4792423883027,,984,1187,3
-0.010216333570647398,-11.755403559035866,,92,34,10
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.027125775148678224,-9.09058361407796,,311,78,44
0.047775831835203474,-1475.9256153989202,,652,990,4
0.007429973636444835,-56.463065883347795,,106,61,1
-0.9999999,-7.776038149733916,,111,0,0
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.017626815588747412,-61.27830085956455,,93,68,2
-0.018263484805602075,-27.93877930406265,,494,153,327
0.0034410855150783194,-18.515731137254306,,2302,1206,2071
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.027620547168253858,-786.8109963145772,,584,547,2
-0.01650114344016074,-12.866344003338952,,302,98,56
0.003962143053927108,-37.42149269330793,,81,43,1
-0.07633440226018823,-1.3883396358302567,,12,0,0
-0.010415493427049807,-11.418019321603893,,126,47,20
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.052225807274082776,-451.67014868542174,,231,390,5
-0.019277359181206467,-25.508751816304766,,443,134,52
0.01244647764039298,-113.59523278567207,,168,109,1
0.06581608580831308,-8010.732857396721,,1841,4312,7
-0.026730444800106556,-7.190325448073038,,157,39,32
0.01629569770842077,-34.48717346903118,,1043,744,1049
-0.01479667081740391,-18.036274954781543,,181,61,14
-0.01648373973267485,-12.086693289860598,,212,68,37
0.07134127080258228,-973.6806917526825,,293,783,8
-0.01299824359649102,-11.466139570526101,,140,49,103
0.07094992506470969,-1195.9054754027543,,348,922,7
-0.013772624019498733,-18.634300690694012,,657,227,143
-0.006056614765525024,-12.298075997634633,,284,118,96
-0.03490763119725397,-13.658702555729608,,242,50,15
-0.01723497635765396,-7.287840360498441,,118,37,38
-0.010405599233950368,-5.886974878491099,,30,11,6
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.02799515818219401,-6.378990908962185,,75,18,8
-0.005956028173875962,-25.033614679097248,,1666,697,627
-0.009502252965503062,-7.573453200033418,,112,43,52
0.01497423592481778,-11.199939247397198,,27,18,4
0.003705193051244819,-56.60892036064104,,1289,680,541
0.002580014382363073,-32.61672150373874,,338,173,640
0.0028188957042068518,-10.95541116469893,,511,263,402
-0.017353451218638113,-7.274269404458266,,88,28,35
0.024282404303492506,-91.8887628758923,,113,97,2
-0.010179423568381465,-107.8465938675952,,885,334,97
0.04675606237416127,-469.6060915945701,,265,392,4
-0.01689091259389145,-9.866414550617392,,231,74,107
0.040412624068002875,-122.57944183771025,,104,132,3
-0.02612505777099719,-9.404076089065532,,203,52,26
0.00799988793936076,-21.04821659721587,,2164,1265,2100
0.06420988296285031,-1629.7828972139705,,510,1149,6
-0.02018488871925286,-9.920296840914991,,407,121,84
0.010523579449171892,-53.85849376670737,,1153,716,697
-0.022871695864481234,-14.192804622172236,,1124,313,197
-0.007136307921569744,-21.067727203593336,,387,157,94
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.01096167905325345,-13.214762141286293,,555,205,326
-0.9999999,-5.226646149018258,,106,0,0
-0.026028317529824405,-7.299731613194043,,143,36,34
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.01481548286147688,-112.97305246485188,,1767,597,1571
-0.0013830997313546804,-28.57036422634019,,4130,1928,3291
-0.02467055489880596,-7.641228849207836,,106,28,12
-0.028851359602384295,-5.17545049954596,,29,7,2
-0.02017967725880196,-18.363495438334574,,578,171,86
0.0031266624231535865,-8.596369750901307,,120,62,118
0.023948972339451934,-49.0751806573628,,3229,2769,6620
-0.041519804186135614,-4.056527835736741,,15,2,0
-0.9999999,-11.109406398096437,,196,0,0
-0.9999999,-7.334546954302647,,113,0,0
-0.011744255329200877,-60.04157690840776,,1315,478,1132
-0.01972606419822376,-9.419576297015041,,145,43,66
-0.016943980419533246,-11.999081681946386,,338,108,67
0.0263778212771182,-646.9633641132511,,511,464,2
-0.01452275821777831,-10.275540050817588,,419,142,115
0.0806389702370671,-5447.716412177349,,988,3303,10
0.010215433961816574,-53.275836424907055,,758,467,374
-0.0001339478600278039,-18.325395352598143,,2997,1442,2134
-0.03359409155112117,-5.747037858615335,,53,11,11
0.06372810837277691,-2980.295641867603,,843,1878,6
0.007135906357867513,-49.60739643016825,,96,54,1
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.0039403888940011565,-14.71346180558045,,631,277,268
-0.002934291384477575,-29.767196624822006,,1776,799,752
0.07445553645275041,-2770.8504896270288,,641,1847,8
-0.010711774166472463,-72.9125138797581,,1500,559,1392
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.00829699385714702,-16.16490632783109,,515,203,153
0.0426423856181473,-724.5759270392044,,406,545,4
-0.007620356884317146,-38.167219511399665,,103,41,1
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.04851886267424526,-1.6703613726856745,,4,0,0
-0.03048025566958612,-5.985537167969758,,71,16,7
-0.013644932783820791,-13.989866193353329,,209,72,151
-0.013122483680787372,-8.388018152706405,,27,9,1
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.10903021408009783,-4354.052228228431,,467,3086,19
0.02213027070708148,-227.34548621835228,,241,197,2
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.03159373900667415,-78.93446567966606,,87,89,3
-0.0074250865245304755,-13.015931267837086,,474,191,166
0.025860995455032065,-3.0642314319517596,,2,1,2
0.008520601525690001,-74.04388885239543,,129,76,1
-0.014684760933446773,-13.411303377759735,,467,158,107
-0.043408949873582056,-11.475383837857068,,70,11,0
-0.013585256576467754,-26.662477889585684,,527,183,403
-0.01658441651289873,-9.837827269666917,,269,87,120
-0.6568347554731685,1.8753134807607061,,29,0,0
-0.01028386376435407,-75.48203822880792,,1058,399,1156
0.06183920767168069,-4563.533783234883,,1409,3000,12
-0.0018210277479544764,-17.681824642817496,,2402,1109,1755
-0.9999999,2.356965947402027,,25,0,0
-0.0529501093299044,-3.7715552273628106,,23,3,1
-0.04790479665894577,-5.087086863316333,,46,7,5
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.018338665003986034,-25.316736598908406,,375,116,261
-0.03829190811896926,-358.9763706559303,,1158,222,15
-0.009769565257576935,-19.331999775653493,,297,113,273
-0.04057308260145279,-5.393895696593599,,62,11,3
-0.05841418368354446,-2.5406738652092677,,15,1,0
0.0005240251162775215,-19.149213391541032,,2630,1285,1765
-0.0012066376109398144,-18.65718017100813,,3307,1550,2284
0.030067278124603213,-22.40939276976527,,13,12,2
-0.0060423035887913435,-69.86352667902877,,992,414,1270
0.012303772664510656,-114.18889413659477,,481,311,117
0.009372697195269647,-7.480260712071395,,26,15,47
-0.006388484250993301,-67.84569920429813,,1197,495,1392
0.05898252888827697,-5512.817058668962,,1546,3073,5
-0.027320785030859884,-7.38630392544853,,137,34,33
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.007280364575429179,-127.11067427587564,,1921,778,2346
0.0031273782807209266,-256.95943296987423,,1664,865,316
-0.003984760690711166,-30.76824432837352,,626,274,715
-0.00925105724684611,-22.089161715938804,,272,105,48
-0.02064107045376755,-9.765404881908138,,499,146,107
-0.0157120861624842,-8.331177572642407,,209,69,58
-0.0009057651687310328,-14.33186647232641,,529,249,258
-0.007716083961667185,-10.542154886881459,,263,105,91
0.022126506791072226,-75.71639012945428,,101,82,2
-0.014857563664821206,-9.897459474630564,,122,41,23
-0.0083417791037158,-14.521419119560779,,439,173,133
0.00484777616592937,-35.68829269120434,,3902,2116,2896
-0.04228217822851953,-55.99503936080928,,3235,566,548
-0.028821793896733398,-16.37314776381749,,310,74,25
-0.017496200237481826,-10.47652814934932,,117,37,12
0.0012806681165382404,-13.533161246479622,,1245,619,946
-0.02574026382168505,-10.825723784954622,,277,72,35
-0.0006302633746882239,-22.617081230724487,,2656,1262,2203
-5.989182971290544e-06,-20.476746682834815,,3462,1670,2640
-0.010574644245198977,-12.285773850677202,,571,213,183
-0.011597431768254176,-12.547750713172885,,1147,419,398
-0.010444809762855757,-9.446508397223473,,149,55,41
0.006773038642017218,-16.146628186980728,,1237,702,1106
0.006612707540463795,-49.1039791773736,,4413,2496,3372
-0.006122729668616878,-98.81828846923051,,1596,665,1972
-0.0218199930999822,-16.999400430945958,,501,143,68
-0.9999999,-16.379054292979696,,236,0,0
0.06628276492778083,-3249.2874668976583,,860,2037,7
0.040054646308392304,-65.91796976625525,,64,80,3
-0.026291884089912072,-10.931568123691154,,243,62,28
0.009987054168185076,-26.032586477482646,,53,32,1
0.023774511303321345,-28.400504454182055,,1501,1281,3693
0.0017511222014183134,-17.89753742942439,,1513,761,987
0.07091841906124169,-656.4389758280336,,216,571,7
0.01256715015047534,-43.566392932079694,,161,105,17
-0.01821232490068684,-9.270787581750483,,136,42,24
-0.008951695577665954,-117.38188243955166,,1794,698,2036
-0.023130440768079148,-9.344521811491777,,213,59,33
0.06722975061813069,-6140.095071096599,,1431,3468,7
0.025995454080473032,-26.92740105071906,,1323,1191,3361
-0.002263840696499613,-13.91947567802697,,1042,476,567
0.0010308676539915011,-22.02463434042625,,4002,1980,2953
0.07185378201304916,-2403.3286710624743,,601,1627,8
-0.0038867214157193887,-30.40177585694591,,3108,1366,1410
-0.025706739384109306,-19.513250141145562,,250,65,19
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.003466214388555238,-20.65469622172259,,1763,924,1232
0.09022420547498326,-7976.293040173494,,1118,4704,12
0.06680598708075347,-5472.302142048367,,1311,3145,7
-0.02158385569326593,-24.207560899058898,,451,129,250
-0.003249830312292604,-18.964904885495073,,2723,1215,1471
-0.007629070478914545,-17.131909676119545,,213,85,223
-0.015675680986976588,-8.249273508479853,,166,55,43
-0.01859589629132342,-8.267499351144455,,132,40,26
-0.009816686854810543,-19.48245177370609,,556,212,139
-0.004706405315945785,-21.921039782643938,,2892,1246,1981
0.03496341898848785,-338.10006992912855,,257,287,3
-0.008057132803159419,-76.50041743582433,,1220,485,1386
-0.008376375131020635,-47.148238371138355,,1141,450,1073
-0.011648216445144126,-138.33608427527005,,1826,666,1987
0.002323579167341179,-18.22856337459657,,2441,1245,1877
-0.02709472609707702,-19.333654895006568,,270,68,20
-0.017899837913430233,-30.77257877260574,,105,32,0
-0.009627479580476824,-102.18092485139891,,1563,598,1717
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.031327032309891846,-8.1912364807006,,216,49,25
-0.015962245557877838,-15.81776990696794,,249,81,168
0.0223394571856021,-714.6281217185934,,600,495,2
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.013469314854281097,-124.64258583755782,,2189,764,1969
-0.010426481991258738,-60.62646274120035,,978,367,993
-0.026483325322683143,-7.076967378159315,,89,22,9
0.07412677539409433,-7683.896852954786,,1501,4292,8
0.0753956205396046,-7936.447397787532,,1503,4431,8
-0.012862185959024903,-93.31821143756174,,941,333,1083
-0.015234356364303068,-10.044875259532457,,538,180,155
-0.001158460455379635,-12.892982283060709,,327,153,323
0.04866506590231391,-980.8710549211817,,460,713,4
-0.007143240652349304,-47.91240903646026,,3943,1603,2849
0.03103295710416805,-37.89777162280286,,1240,1260,3115
-0.003049194197267204,-23.333961212146345,,3111,1395,2296
-0.05597710246382083,-8.051526471695732,,216,27,4
0.03860407066196637,-2706.0807719177765,,1291,1573,3
-0.006158240046447181,-12.797712306936674,,306,127,250
0.06504322402990284,-4587.520078801306,,1173,2697,6
-0.011622234650982895,-3.776228718749333,,12,4,3
-0.020914380342072242,-9.239710040117824,,687,200,188
0.00784323141161937,-20.421732817095627,,2275,1325,2462
0.06031716774053174,-1851.1679338284157,,611,1254,6
-0.020402011047630925,-13.025330132392142,,324,95,49
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.05571796351573937,-3634.656311693146,,1167,2145,5
0.05907350743727781,-5854.942163233316,,1623,3234,5
0.052840017786275305,-124.67950327044761,,83,142,5
-0.0097856340495448,-8.666609613967891,,169,64,58
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.06151444245849738,-466.81410661878647,,198,418,6
0.021721453636392683,-136.14411506929181,,162,131,2
-0.027105237299803575,-10.724748788834379,,283,71,87
0.06949937467857047,-2601.891373951879,,672,1719,7
-0.009917679220670337,-10.326024272659037,,438,166,237
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.014819480408328221,-7.921749733839627,,176,59,55
-0.025126175567118877,-7.134027484889778,,141,37,30
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.009718364385539188,-13.652396294438601,,263,100,203
0.007679795421775709,-89.87785397495973,,153,88,1
-0.007272631511325561,-10.768162857828816,,230,93,170
-0.06493288855140882,-2.071475336590766,,15,1,0
0.006878501964474352,-39.97598674243572,,545,310,1130
-0.028921613791160716,-10.694151662315381,,183,44,17
-0.029245806585297945,-7.367213887086113,,143,34,32
-0.019156189634886724,-19.967066118536714,,812,247,136
0.07053093456907704,-11693.280802133866,,2301,6036,7
0.012664730168829547,-16.273358419534265,,693,453,741
0.05809501966006325,-4424.892817194369,,1310,2549,5
