Estimated_Fitness,Likelihood_Log,Estimated_Mean_Fitness,Estimated_Read_Number_t0,Estimated_Read_Number_t1,Estimated_Read_Number_t2
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.015970903701023016,-215.19813797788194,,655,215,26
-0.026767946328943148,-16.244179848964492,,92,23,1
-0.01276118915655874,-10.144294304488056,,815,289,304
0.0029133807102887698,-24.856836523079412,,4376,2265,3499
-0.01139567111940629,-9.18889611186033,,439,161,181
-0.009529773283516433,-8.165672275888578,,77,29,17
-0.004492987249755718,-10.788950620024574,,288,124,121
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.0004869112525822464,-12.819151616158612,,647,308,368
-0.011813537341122048,-110.53829249817547,,1525,554,1607
0.0017044002422513492,-15.615525586844077,,1826,918,1418
0.005272144878066134,-3.2707242063569995,,4,2,1
-0.011784090604079079,-11.587872191998994,,656,238,212
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.018958596741503107,-13.15974666502065,,394,120,69
0.061924197552879326,-7572.567756918705,,1901,4056,6
-0.01148385881240185,-17.29760351784457,,413,151,298
-0.01752873534624139,-72.95492341393938,,1599,506,1098
0.0036334366010295155,-17.391878201968513,,963,507,636
-0.012939500455468236,-23.764850135929816,,642,227,448
0.01112393145972742,-29.436794165475906,,1379,869,1207
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.009134115618788144,-11.739531274621516,,541,209,192
-0.020968275439597905,-18.325987224991373,,334,97,181
0.01058782684908242,-17.652325122493792,,1355,843,1512
-0.028584001189984994,-20.9884142654915,,594,144,207
0.07350810046653589,-2785.3818542860918,,656,1848,8
-0.005269253036559477,-2.354076271227319,,1,0,1
-0.9999999,-6.955361633524521,,165,0,0
-0.016160683881688072,-14.59175578089441,,416,136,224
-0.019684281103789628,-13.553683821477627,,265,79,135
-0.01037825385924947,-19.14776271544562,,60,22,1
-0.018425897949378964,-18.15673916235974,,113,35,3
0.05954834589446251,-2777.521410650448,,865,1743,6
-0.028025613704302132,-9.765850758349144,,248,61,29
-0.018828239370464944,-13.307855967986383,,883,271,189
0.013238284922234517,-19.674015473024937,,1210,802,1414
0.0721660291776382,-4272.515549057758,,1730,4719,139
0.0020052655606514515,-27.992375806920666,,3913,1982,2676
0.001110048339339316,-105.62206470855756,,1615,800,469
-0.024995393078005922,-10.040301337515256,,129,34,9
-0.012452372709332865,-10.260820117726318,,438,156,137
-0.03131221970397956,-76.89558748886479,,1800,409,685
-0.02223436894435961,-14.267001623954183,,266,75,32
-0.057393538044287325,-1.5315882332709756,,6,0,0
-0.01581454245840383,-8.863234280871605,,272,89,111
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.05409083629798314,-599.9313603186507,,279,493,5
-0.011481601416152395,-18.571465640892434,,502,183,114
-0.002031114967354526,-11.466625554034286,,416,191,342
-0.007406750210440101,-13.561547159414324,,414,167,136
-0.0012526893440436343,-8.948012915706279,,65,30,18
-0.016597548053707282,-14.271528451713676,,436,141,84
-0.009934296651496168,-214.33728929778357,,2788,1060,3301
0.005882940935464434,-45.71307915578329,,2741,1523,1822
-0.01004937619303405,-12.242333492957616,,1017,385,383
-0.019767264676211423,-8.177424288717722,,207,62,46
-0.010013229969502007,-12.703209812989508,,467,177,143
-0.02158205237661304,-19.590719786982095,,1976,568,363
-0.050431706150243914,-5.886854654988214,,36,5,0
-0.012088626893962867,-22.625550559338265,,72,26,1
-0.013544619606132246,-8.196098341555956,,229,79,87
0.04723197759717892,-919.0166219079691,,449,673,4
0.001016028649518515,-25.805792277665468,,645,319,266
0.0037539830911084418,-41.59883669991074,,246,129,28
-0.012317785027460622,-2.073476098610774,,2,0,1
0.02484663361623735,-128.83069258646958,,146,127,2
-0.03501531217309065,-5.374464268344784,,57,11,8
-0.02630802077618693,-8.988139049781253,,169,43,21
0.06964205682098022,-5398.675806180625,,1224,3143,7
-0.018214017060758304,-75.01950743676974,,1101,343,862
-0.00603162746511828,-10.663510283016869,,210,87,74
0.027430816489110714,-4.086593626758498,,3,2,2
-0.002830192328011573,-15.961037107579465,,1954,881,1097
0.0006488602480974135,-20.371307321047954,,933,457,477
-0.015518740706649922,-10.340058655771763,,56,18,3
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.014298594758494838,-13.768092984828204,,362,123,77
-0.0005187007892645396,-11.823831199714071,,87,41,18
-0.0033104294617844446,-18.554490301914488,,99,44,8
-0.008257391676386384,-14.249360097840832,,740,292,477
-0.0021243853626695484,-11.688451589564956,,520,238,274
0.0026419728321173596,-25.500666292921693,,1714,881,1846
-0.9999999,-8.744662573322532,,98,0,0
0.003432389023650979,-18.902402840993513,,638,334,356
0.004982988096508981,-14.403362565709038,,66,35,9
0.01604394687972232,-64.1063393979596,,4227,2998,8342
0.03192551284440506,-32.986404506255376,,537,557,1083
0.035309112610829065,-117.53844083372428,,111,125,3
0.028838771672688605,-977.785748923262,,680,655,2
0.00814037770649884,-105.32773072364783,,172,100,1
0.0018051263055309562,-23.397289035772346,,3204,1615,2217
-0.059322015221963995,-4.770801647532077,,88,10,3
-0.0026704992251577846,-16.611611444372933,,2553,1155,1519
0.03249556718852721,-247.9632903468227,,211,222,3
0.00343085594184996,-21.65990422243807,,2588,1356,1941
-0.013991317333095742,-8.14283343245552,,223,76,79
0.0011892507084703121,-14.33370348253434,,126,62,40
-0.9999999,-8.112480506253217,,45,0,0
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.06332720986068306,-6811.944148631034,,1690,3729,6
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.005277367965572208,-19.485449563823437,,2397,1313,2303
0.006606237984411164,-40.274466492271884,,226,127,30
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.0038185374097449067,-11.03340395868702,,598,263,405
-0.013092831912516536,-16.80580667404829,,230,81,38
-0.01734660162816857,-8.37121715974271,,284,90,80
-0.01850085386423417,-8.513686754369822,,362,112,101
-0.0021730869973864216,-24.36886407572853,,166,76,17
-0.019003095060970636,-7.094277892834787,,99,30,32
0.016487120226802706,-46.634264419763824,,627,449,1923
-0.017588443933315812,-14.537819716619357,,699,221,310
-0.016823188321729084,-8.776599364361044,,99,31,13
-0.02498736907255719,-8.874039040914697,,257,68,40
0.01560020075550541,-69.52234429897229,,107,75,2
0.011625126479597379,-2.4226063440818297,,1,0,1
-0.015092279816058148,-8.017196250447142,,116,38,29
-0.002572079007544888,-38.70481452252632,,1301,590,1389
-0.012765684401065973,-8.188759961177002,,216,76,80
0.008444437360876987,-36.09342868583592,,1378,814,949
0.0003087479053217263,-11.682683302223527,,30,14,1
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.013282102571499598,-41.57807912461048,,1043,366,784
-0.019676078400256647,-6.80911330013538,,78,23,24
-0.9999999,-17.828147585164043,,146,0,0
-0.018089821787803335,-13.371008708208302,,148,46,12
-0.015296889525806441,-7.71969712926761,,86,28,16
0.004962549692031695,-20.196537262227885,,1538,836,1146
-0.6568347541016333,2.766516830791904,,21,0,0
-0.01217044520157998,-75.8724126834344,,874,315,963
0.012134849128044647,-22.728182686379565,,121,78,29
-0.02147856045300074,-7.232874072436064,,134,38,34
-0.03722766008645253,-2.0128502508786728,,2,0,0
0.06459882788317102,-2589.041595171502,,738,1679,6
-0.014176945836489274,-7.842446822798795,,174,59,64
-0.007620062598560903,-3.5935392458718423,,11,4,4
-0.011063989267989068,-19.835904818167464,,179,66,15
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.0011738088047063347,-62.47996107455817,,1984,985,2593
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.05430588060031844,-755.8515725980957,,334,593,5
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.0252164831250618,-7.683213030580456,,233,61,46
-0.0010340342815180169,-17.165669786686728,,296,139,361
-0.018490559146012674,-8.111289671891855,,135,41,28
-0.017273820105262995,-8.241914123632538,,143,45,32
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.015273990461241161,-29.770692870115578,,838,280,540
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.007307084529207888,-42.27175599367638,,1881,761,1540
-0.015579115903397674,-8.776587618507092,,284,94,80
-0.021857013925423257,-14.616337781913938,,407,116,174
0.008993263127852886,-44.265999922902196,,3026,1812,2491
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.003991934576073635,-16.3070706866083,,1084,575,1132
0.0007042601791352422,-48.97414140873129,,1655,812,2056
-0.005754912636711766,-31.821634810870123,,673,282,709
-0.00880784326684589,-15.347842302343132,,545,212,383
0.09721819399538244,-2450.0638732745606,,370,1841,14
-0.005810851408191806,-15.73865487693187,,145,60,21
0.0007200538999428832,-60.59049491932056,,1451,712,2019
-0.0047475353765428765,-15.365194461648095,,761,327,316
0.02294004990577873,-104.09680615335691,,128,107,2
-0.012897104790330871,-86.99367547320549,,802,284,957
0.06246150997836608,-2785.959919055308,,818,1768,6
0.022021516740042484,-210.22368876923295,,227,185,2
-0.013538549001711246,-13.586810369210173,,135,47,13
-0.006048334637254602,-8.528003108057662,,175,73,109
-0.0014911179163725162,-17.464345694584267,,2754,1282,1753
0.0020494487398092865,-14.367982411077566,,1369,694,1137
-0.01945374754558759,-8.47448226412318,,234,70,52
-0.0046946449384991555,-8.79887375172994,,237,102,142
-0.005269253036559477,-2.354076271227319,,1,0,1
-0.009791281635739477,-145.59104610558217,,1806,689,2173
-0.026058348449362934,-9.11388755329681,,215,55,29
-0.014051934242664727,-13.406455773055061,,101,34,7
0.008487049213441716,-39.57334993924449,,2871,1699,2354
-0.004681438708920526,-18.59961615411549,,268,115,306
-0.026124961619351173,-8.83266702429809,,96,24,37
0.05545946477410384,-589.7993571679742,,268,489,5
-0.02683010240704908,-18.094538420810938,,319,80,27
-0.004318262101609383,-51.2563196597948,,123,53,1
0.001371496694998895,-45.80993770455253,,4171,2080,4220
-0.011499040208088502,-10.91179697061039,,297,108,175
0.05186529186798587,-1463.6800923852866,,597,1000,5
0.004109020852612714,-19.496846927744905,,2173,1157,1715
-0.012390407622588116,-7.074606397967468,,73,26,33
-0.9999999,-11.497929115918659,,644,0,0
0.019555408280138437,-40.46249068500525,,1546,1193,1998
-0.02346132980338801,-6.398647057751171,,11,3,5
-0.011063494340818823,-31.774890952259693,,857,317,672
-0.008841826145323608,-10.282467336128136,,480,187,190
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.08332405872915974,-1.3631026631694478,,15,0,0
-0.02251393289797593,-11.35749291979122,,171,48,21
-0.009756128960743583,-95.95133806519218,,1238,472,1446
0.004447374091252807,-69.05801435937282,,132,70,1
0.011773223627471435,-29.636035179370218,,117,74,15
-0.005241987920360599,-40.831796393193656,,104,44,1
-0.023227011211255866,-12.07487886089163,,222,61,27
-0.014402705973838397,-10.401452812054496,,330,112,85
0.07087004163381783,-16801.433616174538,,3110,8225,7
0.011185613212908084,-20.026956663132303,,41,25,1
-0.01737660446531973,-17.399048330645044,,63,20,0
-0.03278414297581642,-5.779241168838471,,3,0,1
0.00022415948746186843,-11.022699821394188,,255,123,132
-0.003486804302212719,-21.230144445542347,,572,253,196
-0.03722766008645253,-2.0128502508786728,,2,0,0
-0.0023095092705675046,-143.13969522652616,,1736,792,2822
0.03979926564077828,-567.4370727395062,,353,442,3
-0.003256249065213141,-11.244071237403782,,728,325,412
-0.02125205810821181,-11.73910123292708,,180,52,23
0.036488198935101,-30.29219228166668,,36,41,3
-0.011895743456257471,-28.112562055627834,,771,279,572
-0.0033668775555742592,-150.00602300225677,,285,126,1
0.0030410644472226326,-25.302634706805996,,4091,2124,3671
-0.008551259506236428,-13.006083611601676,,259,101,70
-0.031240276216657387,-11.492124877732419,,239,54,20
-0.012792382628101284,-11.973540026791966,,309,109,75
-0.005361838280149602,-15.59289645302956,,435,184,148
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.08899881328920946,-1222.4801738742503,,249,1017,12
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.0018088919145127008,-17.456326469099142,,2132,1074,1801
0.07639719733873297,-1149.1905643969094,,303,915,9
0.034467496367223474,-97.07643900913696,,97,107,3
0.024188067974861914,-70.79572710392426,,92,79,2
0.06734149874163571,-1282.043921442455,,395,959,7
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.06579647031705023,-7697.826768678211,,1781,4170,7
0.03506493826897877,-226.64186969923458,,187,209,3
-0.9999999,-8.765030712306643,,174,0,0
0.036814930401252235,-203.38647610448388,,166,193,3
0.010358199400113767,-54.94794103633264,,98,60,1
-0.10550293193951504,-4.338129564644648,,52,1,1
-0.07879688938499445,-1.3782783519908817,,13,0,0
-0.010735946801077412,-6.3669776614814415,,33,12,5
0.03589604490393662,-99.2019650067001,,96,109,3
-0.026009353045103874,-10.692970351841204,,228,58,27
-0.057393538044287325,-1.5315882332709756,,6,0,0
-0.017838486271142127,-10.316371103181641,,682,214,174
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.009326611320078605,-19.937945896441907,,318,122,295
-0.01361837251955688,-15.919862289297479,,266,92,193
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.07305240005419147,-2318.819550877274,,570,1588,8
-0.007773840485064397,-15.725402864626895,,840,336,564
-0.010025371364970847,-8.428342329645766,,231,87,107
-0.0156162522929,-6.347180529416045,,34,11,3
-0.02606407585914043,-8.371534087681828,,183,47,52
-0.007903543645528458,-55.28818426108848,,1147,458,1170
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.020787163381999395,-8.37621732624434,,287,84,87
-0.009400711717966727,-23.284848120163876,,750,288,193
-0.02713805518273403,-9.1022689379507,,179,45,21
-0.018946405350509822,-7.505449573649631,,152,46,46
-0.030001955174757816,-11.520192810044076,,197,46,16
-0.008617085102723333,-15.18012032807425,,137,53,16
-0.012773173493308834,-7.321149722671318,,76,27,38
-0.9999999,-14.53343325415566,,192,0,0
-0.007138807491871461,-22.664886669065382,,1861,756,1261
-0.005443419642591114,-194.91857041047803,,2870,1215,3850
-0.020083364395853245,-9.402436448894385,,247,73,47
0.00793077369172972,-24.76483829422026,,154,89,31
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.014959945771847491,-11.214071643323349,,39,13,1
-0.018617413839646914,-22.24969319191207,,143,44,141
-0.036501195099776014,-3.87974468670674,,11,2,2
-0.014759076376130286,-87.17584936702849,,1006,340,1009
0.0015267775932898738,-20.483352318510683,,745,373,374
-0.9999999,-9.956598666029146,,287,0,0
-0.021214741998648947,-66.75257890435107,,1202,348,762
-0.02272295793956262,-8.126490524794786,,147,41,25
0.0003515697876235891,-23.250575415728434,,1863,906,1051
-0.007998839040163413,-35.4696106623445,,1393,554,1128
-0.06793109801920114,-1.4348153141567863,,9,0,0
-0.024314383859521085,-6.058881677919866,,68,18,12
-0.00035947836724323223,-16.299489615309863,,1866,893,1190
-0.0030124315337112465,-27.34741838838962,,944,423,344
0.0365388826717696,-564.9066298320429,,375,435,3
0.0015676361635546792,-45.146087975883106,,99,49,1
-0.0018443627475328885,-83.22559879767411,,2592,1197,3048
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.0472390159741935,-11.857483196613668,,78,12,0
-0.021484306164599534,-8.5183507317881,,187,53,34
-0.011001087308479972,-27.34447623532471,,627,232,509
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.023292982031158628,-7.662886261014112,,124,34,21
-0.02999566854287689,-13.234105783701423,,208,48,16
-0.00460695092934846,-18.993868772493222,,2882,1245,1884
-0.005269253036559477,-2.354076271227319,,1,0,1
-0.00831848323373407,-9.215290229997496,,378,149,187
-0.02148658060729788,-12.54347305166932,,198,57,98
-0.007797119478872679,-8.06396845158875,,137,54,78
-0.00203369439452141,-24.118596788097754,,2995,1376,1613
-0.014352904466584698,-13.359519458244431,,155,53,17
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.022310370969726837,-16.795536709348454,,35,28,4
-0.030179128074871463,-2.4790965770082405,,1,0,0
-0.009891661282004447,-72.7925471461389,,1428,543,1393
-0.030179128074871463,-2.4790965770082405,,1,0,0
0.0168451571741556,-109.61915076248081,,150,108,2
