Estimated_Fitness,Likelihood_Log,Estimated_Mean_Fitness,Estimated_Read_Number_t0,Estimated_Read_Number_t1,Estimated_Read_Number_t2,Estimated_Read_Number_t3,Estimated_Read_Number_t4,Estimated_Read_Number_t5,Estimated_Read_Number_t6,Estimated_Read_Number_t7
0.037391369535275415,-1453.0469495296309,,623,1873,1328,1212,1600,1848,704,5
0.015947823147379244,-207.73447906462945,,304,546,594,357,172,266,74,1
0.042267989627755395,-824.8954571907673,,268,906,1126,957,527,848,261,8
0.010246247327479963,-160.01432652412407,,412,645,352,270,266,221,57,0
0.061488743472160316,-4383.509562310905,,528,2831,3079,3344,3251,4028,1853,33
0.022709857936886624,-427.1108485797438,,478,1010,730,539,419,549,152,2
0.0024305115069604318,-162.69461110917854,,698,907,437,305,276,269,54,0
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
0.0011592200520169661,-5.205460478531776,,1,1,0,0,0,0,0,0
0.024214780811719752,-557.5567073906791,,542,1188,1078,855,653,555,215,2
0.05467840367693342,-4302.656683456809,,729,3319,3402,3339,2826,3824,1462,20
-0.0018607047277017699,-56.6325210814386,,279,327,122,162,110,60,14,46
-0.013054937683559939,-69.63199815662823,,412,369,74,70,13,4,1,14
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
0.0024170770667578667,-22.287455215690805,,35,45,27,17,13,18,1,0
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
0.019547390276703526,-194.10777999271602,,71,139,388,250,16,22,8,1
0.034434412646443556,-588.3037088183255,,32,89,999,391,23,41,9,4
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
-0.0027920192120955752,-110.69684865904011,,78,89,177,8,1,1,0,0
0.004647032805059043,-168.11404428711234,,2106,2886,1714,1760,980,939,258,260
0.0009471099806010342,-39.294976462737225,,158,198,113,113,33,12,3,13
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
0.0028469174227507,-76.95093576535031,,467,612,369,198,63,52,14,19
-0.02021728489783391,-28.07978539454108,,41,30,20,2,0,0,0,0
0.01615819927497343,-260.2362521691525,,716,1293,509,371,98,39,11,64
-0.02115801358186315,-3.4108783072439346,,1,0,0,0,0,0,0,0
0.054905284962235366,-5680.892030691713,,879,4024,3773,3659,3726,5944,1925,21
-0.011403573879917278,-46.32856139058922,,303,282,118,124,127,91,33,67
