Estimated_Fitness,Likelihood_Log,Estimated_Mean_Fitness,Estimated_Read_Number_t0,Estimated_Read_Number_t1,Estimated_Read_Number_t2,Estimated_Read_Number_t3,Estimated_Read_Number_t4,Estimated_Read_Number_t5,Estimated_Read_Number_t6,Estimated_Read_Number_t7,Estimated_Read_Number_t8,Estimated_Read_Number_t9
-0.00897414155860614,-121.07179767499028,0.0,85,65,19,6,0,23,16,9,34,16
0.00044425488304025446,-467.7999727743932,0.0006911814694014119,286,274,101,52,0,108,79,19,66,18
-0.004517050303240318,-951.523048037534,0.0016071647247116736,787,671,239,123,0,176,119,37,130,31
0.007537822660639874,-4295.498073586144,0.0015695476245495838,1059,1206,643,409,0,931,1002,377,1659,706
-0.025906168587448094,-16.31220400869541,0.002115062265335535,46,23,5,2,0,0,0,0,0,0
-0.014713575378095162,-129.58073940258794,0.0021486509728744266,121,80,13,11,0,17,11,3,20,1
0.006564966017982827,-4825.811532482444,0.002421714099507312,1630,1814,839,475,0,1017,843,377,1282,682
0.008897846928445589,-7376.649577959031,0.0027080131755575693,1173,1380,788,571,0,1577,1564,659,2782,1369
0.007050907937436662,-2832.9618482782666,0.0024991184074999373,627,706,338,243,0,639,629,251,1143,514
0.004468652163742306,-2138.406423369736,0.004054732235376513,806,853,403,205,0,467,431,178,641,250
0.005993623486500138,-3437.14144321621,,959,1052,525,318,0,738,660,284,1214,514
0.006488918586483006,-894.2075335996025,,365,405,215,119,0,228,179,65,164,84
0.00884511901103046,-5147.890243932687,,925,1087,627,444,0,1140,1027,468,1740,719
-0.00577742600959608,-409.2460187987091,,470,389,152,72,0,79,67,23,53,12
-0.0032200322490734913,-51.05316837904751,,1449,1275,787,436,923,1056,796,338,661,462
-0.003604596270461775,-721.5639414898778,,621,541,199,106,0,141,99,31,71,15
0.008365913984513378,-12050.045426480587,,1985,2307,1221,870,0,2404,2548,1072,5236,2828
0.010141611513762602,-40134.038542552735,,2066,2505,1984,1934,0,7433,8825,4512,22664,13601
0.007548662688569128,-7530.691445276846,,1429,1628,861,594,0,1549,1599,672,2811,1371
0.006503371186248976,-3545.279067825321,,1103,1225,575,357,0,772,634,298,1030,539
0.00887824741305732,-6424.63664851702,,1237,1455,806,525,0,1392,1561,640,2857,1584
0.007662898214652486,-4822.700263804822,,986,1126,573,421,0,1042,1042,434,1981,1000
0.0075303280901546105,-1466.1241355931224,,340,387,188,137,0,363,333,143,635,310
0.007719820415652267,-6189.647449911438,,1107,1266,717,558,0,1297,1375,591,2606,1201
-0.004505401920302922,-91.86469683698024,,35,29,10,7,0,18,17,13,55,47
0.00810816832392894,-7786.25363981741,,1188,1372,845,600,0,1610,1722,753,3599,1682
0.0054736777857341285,-1022.7898422616302,,419,454,220,127,0,249,218,73,205,71
0.006373544350974191,-1520.4354294610912,,512,567,265,163,0,362,271,95,427,185
0.00754038160281028,-1689.1262657081184,,128,145,216,190,0,411,386,214,917,762
0.008554835173952039,-16553.733771105915,,1775,2072,1288,1024,0,3213,3581,1631,7684,3998
0.008566417459856993,-6968.892436452453,,1051,1227,740,573,0,1480,1564,635,2394,1005
0.004470166029954934,-72.7650772558719,,2410,2551,2315,1490,3474,5281,5253,2465,6660,6368
0.00245188586392897,-775.5032743737407,,403,406,180,99,0,179,168,56,212,90
0.0068508285145790744,-6264.674974849942,,1445,1619,761,551,0,1277,1384,629,3033,1460
-0.007862546363315704,-50.35159887397367,,1451,1142,577,278,413,489,397,130,239,152
0.003952866628619587,-1456.048903883496,,644,673,315,209,0,321,312,96,333,99
0.007398126087082138,-7927.371205155868,,508,576,458,455,0,1607,1919,965,4740,2373
0.006818230707469787,-4136.8224053665135,,1158,1296,630,379,0,893,936,374,1448,783
0.0013960322908929746,-1802.5362597732915,,927,911,338,207,0,366,226,92,365,130
0.008245697457687095,-5355.489336016375,,1032,1196,694,497,0,1163,1117,437,1776,848
0.004771989930971618,-62.255414362332395,,2567,2737,2411,1478,3530,4955,4897,2416,5817,6242
0.006187260022378813,-2780.9139917546127,,915,1009,490,291,0,617,637,252,866,452
0.007242448778298953,-5367.555214225778,,1295,1465,737,541,0,1129,1056,507,2094,1034
0.00829880841545938,-3479.9033701366507,,673,780,375,237,0,798,833,310,1350,627
0.00890683139235863,-9677.387247077679,,1087,1279,836,561,0,2004,2242,1003,4760,2209
-0.015450176826491831,-41.616762130635976,,1343,881,438,151,257,232,143,35,66,22
-0.019402224658400545,-42.1006505326855,,33,19,5,2,0,5,2,0,5,0
0.0050067195984229455,-2515.311250146826,,827,886,448,247,0,545,486,185,744,278
0.008938028575203542,-9036.375984517439,,1221,1438,895,700,0,1894,1812,827,3434,1811
0.00828228295995921,-8556.404577976948,,1408,1633,945,669,0,1768,1735,730,3256,1572
0.008701128595019527,-10745.612044966172,,1265,1482,944,699,0,2199,2472,1004,4492,2382
0.005696384724773494,-2793.8273590651083,,878,957,479,273,0,607,593,253,1013,378
0.009640279359080536,-7052.063575935622,,890,1066,647,453,0,1556,1609,697,2801,1524
-0.0005294138752675096,-1501.136677075385,,895,840,295,176,0,296,236,91,278,116
0.010040658632715206,-15397.690922441629,,1251,1513,1037,920,0,3127,3457,1671,8195,4512
0.006879614550148791,-4429.999730466655,,917,1028,583,404,0,941,934,377,1592,563
-0.0028161019286752475,-1243.2465508448158,,1026,911,332,177,0,234,171,53,138,49
0.003334462097242843,-114.30930380486619,,88,90,14,6,0,15,14,13,24,66
0.005372185586515548,-4212.517344444538,,1256,1358,652,416,0,864,655,250,1142,386
0.004928196438541281,-4270.563449435976,,1357,1452,694,411,0,867,795,293,1176,417
0.009057073462141307,-18242.841708459506,,1956,2311,1429,1094,0,3559,4007,1835,8094,4242
0.010131640594365691,-2446.8513531241483,,450,545,606,231,852,605,517,187,0,500
0.009744329647699864,-2699.936076719581,,293,352,647,200,983,537,380,152,0,526
0.012534186230059708,-6331.60098119503,,236,303,1140,196,935,1398,289,250,0,1270
0.0057755618794328965,-68.50988898779282,,1511,1650,1387,867,2360,3604,3991,2021,5959,6233
0.0007792873768782392,-279.5967958851865,,160,155,56,46,0,66,51,17,48,11
-0.008207327028211392,-89.18253827225827,,660,515,455,135,111,336,138,63,155,55
-0.00231484610628907,-51.294493772274976,,1351,1215,734,372,726,815,681,285,654,462
-0.005472709286676908,-278.3564872129988,,1030,858,616,293,61,759,723,290,1186,430
0.00046815442600304114,-69.46573444072689,,2497,2401,1570,759,1868,2207,2214,988,2155,2091
-0.002199554158403664,-287.58172342807455,,1410,1271,963,446,177,1171,1014,433,1672,704
-0.0004250330054618942,-65.91249370085397,,4254,4004,2662,1433,3300,3961,3570,1553,3442,2956
0.007527522244685595,-812.812512693416,,272,309,296,121,583,342,273,135,2,244
-0.00635693887249939,-83.48460275278084,,169,137,84,21,70,21,21,3,0,8
-0.010399291537338325,-42.93207765713465,,1138,843,449,157,273,315,209,83,124,70
0.029341845867307374,-72330.08696824741,,331,636,1466,1377,28,7397,6851,1991,0,23707
0.0023965188605108234,-58.59366144012732,,1412,1422,1180,683,1335,1989,1528,814,2079,1841
-0.006029076021079678,-283.20394565974703,,292,240,91,32,0,58,35,9,39,17
0.009307291235046925,-8902.419784503672,,1682,1999,1275,1074,19,3604,4204,1813,8795,5009
-0.005061984639834123,-63.00736011943213,,992,835,429,207,558,529,458,205,373,363
0.0001754908959208895,-64.17480779412267,,1444,1378,728,367,865,1030,960,475,1086,1004
-0.0007802181601524579,-61.7310780821088,,2744,2560,1953,1089,2459,3030,2558,1084,2333,1704
-0.001817193141980831,-904.1407620195243,,582,529,423,163,676,349,263,100,0,108
-0.0015040996651390181,-55.80628726336357,,1239,1136,690,312,667,801,732,280,612,442
-0.006965923144437363,-55.65802704507747,,972,781,567,201,303,505,264,113,202,119
0.02017137568652385,-54806.61879767234,,960,1481,2015,1122,6323,5313,5097,2766,0,13361
0.003767478321813951,-1779.0713492758302,,692,720,331,177,0,387,375,129,608,240
0.03691858355273549,-448.469642537707,,12,27,389,6,24,74,4,1,0,14
0.0050090781363870745,-1834.253722751912,,1119,1199,527,308,4,653,726,311,1653,741
-0.011223347771073975,-55.62738748950591,,1533,1113,592,212,213,372,202,92,179,105
-0.01184612361830434,-578.5548763551595,,773,553,180,72,0,92,51,16,75,11
0.009355412340804002,-21629.02102570701,,1527,1817,1388,1288,0,4150,4997,2413,11813,6239
-0.0025155811773446054,-61.56718859418099,,1638,1466,859,481,775,1101,965,377,947,576
