68,0,65,75,44,1,30
175,0,174,149,78,80,56
404,0,314,253,104,118,80
0,0,0,0,0,0,0
52,0,1,0,0,0,1
100,0,41,16,3,0,3
0,0,2,3,2,3,6
692,0,1393,1697,1161,2885,1148
302,0,547,647,662,636,1128
352,0,411,359,204,375,137
0,0,0,0,0,0,0
176,0,195,160,64,54,36
335,0,562,479,374,49,295
267,0,101,14,4,2,0
718,373,1072,1263,656,193,1008
343,0,281,40,11,0,2
804,0,1614,1874,1155,662,1054
336,0,1646,1609,774,70,592
630,0,860,859,532,172,459
341,0,701,583,563,60,503
466,0,813,949,531,749,452
402,0,580,610,374,390,410
225,0,194,134,58,76,45
477,0,965,614,298,165,194
23,0,36,20,18,1,8
453,0,741,562,349,107,260
188,0,115,85,62,30,29
234,0,209,129,99,65,81
23,0,396,86,117,3,62
664,0,1804,2378,1742,3144,1723
543,0,337,245,173,87,129
505,973,995,934,0,0,0
199,0,200,215,106,33,84
626,0,1239,1551,990,1548,932
953,484,1118,1157,420,164,380
211,0,492,383,329,5,319
242,0,523,367,345,125,238
508,0,903,885,622,1015,530
462,0,664,667,479,763,454
393,0,489,338,211,36,141
1159,753,1958,1578,583,934,476
292,0,422,496,309,197,221
0,0,0,0,0,0,0
0,0,1,0,0,0,0
409,0,700,545,235,216,161
968,361,1185,958,287,407,187
19,0,25,14,22,12,31
452,0,721,817,569,801,511
449,0,1088,955,484,532,328
632,0,726,595,316,146,224
454,0,929,839,620,672,467
391,0,648,684,471,271,412
286,0,563,520,326,227,300
368,0,571,556,385,328,303
345,0,985,1027,471,392,286
522,0,804,1027,588,747,419
495,0,754,842,577,784,458
0,0,0,0,0,0,0
0,0,0,0,0,0,0
511,0,768,620,435,269,341
650,0,1298,1460,997,997,906
493,206,285,209,0,0,0
344,144,588,341,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
89,0,53,32,52,29,28
0,0,0,0,0,0,0
243,0,516,425,520,64,719
285,0,849,784,935,29,1197
0,0,0,0,0,0,0
97,75,126,72,0,0,0
2424,1378,4206,4555,2356,2808,3651
150,118,193,157,1,0,0
0,0,0,0,0,0,0
743,258,767,635,243,58,264
194,0,12,6,4,0,2
516,479,757,878,0,0,0
0,0,0,0,0,0,0
