Estimated_Fitness,Likelihood_Log,Estimated_Mean_Fitness,Estimated_Read_Number_t0,Estimated_Read_Number_t1,Estimated_Read_Number_t2,Estimated_Read_Number_t3,Estimated_Read_Number_t4
-0.005443297958389013,-34.262927840522664,,1155,1246,111,496,249
-0.009175183211844703,-43.24608011572305,,864,852,77,355,164
-0.010300662792637883,-40.72856382837853,,452,434,52,285,104
-0.0009438061962311391,-47.48102719905744,,1078,1296,94,296,231
-0.0011965963917085045,-31.425127210379696,,886,1059,96,315,199
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.081888395640963,-1906.5208334946633,,266,2335,280,17,1378
-0.01975739057322103,-27.20547637262378,,289,221,21,83,19
0.003518356765360715,-35.942940476462724,,799,1069,114,412,288
0.04362648012356903,-104.57897640018196,,85,297,24,2,38
-0.017413930807336282,-47.307995361035985,,370,299,39,143,32
0.05560435615903973,-1180.5234168641537,,434,2027,145,5,395
0.019381226466006055,-251.51297457513823,,356,697,35,0,34
0.05908094485025446,-1719.6441058249907,,562,2854,182,5,602
-0.01029298728711723,-22.431809513084694,,641,615,51,133,47
-0.004728359378908401,-26.370764302199447,,684,751,67,249,133
-0.017111060764505196,-59.50154145707148,,479,390,52,201,45
-0.0007626040547866232,-50.48912900891421,,1055,1274,88,254,211
-0.9999999,-101.43482553702108,,118,0,0,0,0
0.04422401573608528,-1047.903200486134,,579,2058,145,2,250
-0.03286620831853955,-101.49880709947416,,348,194,30,91,4
-0.004440105262235633,-45.020294629296146,,680,751,92,392,189
0.0039591590422480135,-24.26914802697139,,293,396,52,217,127
-0.009700302505788067,-19.717452952282624,,567,552,41,108,52
-0.009439881301142362,-31.43130749455113,,392,384,48,167,56
0.004785559153230048,-37.164713861541564,,732,1010,106,460,335
-0.0025827383611746546,-20.881445206022,,311,359,28,90,57
-0.013488167325606586,-23.859653911170575,,631,561,50,147,46
-0.016322680339968098,-32.487818002000516,,248,206,26,93,22
-0.003762361742652617,-53.03741200282353,,1003,1127,67,264,200
-0.002831692755167603,-53.44033556482147,,1160,1333,85,255,201
0.0002553879358550889,-33.2801534188316,,893,1105,104,434,273
0.0070462282201784665,-80.05398399550636,,1060,1544,116,493,483
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.023063728418541405,-5.4269363329521045,,2,4,1,1,0
0.03364369879514663,-187.24232800485393,,337,929,54,70,175
-0.013906439639997839,-27.90092647672012,,319,281,29,129,42
-0.0029875962430103977,-32.92377297984012,,480,549,60,256,141
-0.033239809553698214,-16.04321701521659,,53,29,3,7,1
0.0003344273933523533,-27.965052734943477,,594,736,74,236,126
-0.018664125972357764,-15.81701569534357,,281,220,12,28,11
0.005918876030229608,-51.59201468275084,,1392,1973,200,696,491
-0.008847566413141057,-29.76437130458834,,379,377,20,48,45
-0.032007281963822756,-56.39032951919831,,156,89,15,46,2
-0.00284391765749201,-30.966498688340998,,1215,1396,126,454,246
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.07598207947999074,-3274.0617849220635,,574,4373,298,13,1759
0.011074899136952292,-54.038775035081954,,649,1041,107,251,281
0.0028892324272958075,-31.796781072595024,,630,830,80,206,157
0.0005807326000717991,-24.714471093246782,,347,432,36,166,110
-0.024497710308865384,-34.80111489973036,,150,102,9,29,1
0.002183656379674658,-32.43896661192773,,893,1157,116,402,266
0.06828343119577186,-1972.909078563075,,461,2920,265,9,907
-0.004537477034672357,-20.04892176269196,,363,400,33,116,64
-0.0030456692888783197,-38.40805182576021,,454,519,63,279,149
-0.02145398517554049,-32.989915899890484,,396,291,28,95,16
-0.021546140546790663,-20.639500166954498,,129,94,10,22,7
0.07043743916680344,-1016.5752826509422,,231,1540,90,10,568
-0.002024379352230805,-67.14635762279678,,2374,2781,208,728,496
-0.00783498669180068,-21.133828699724496,,496,505,37,106,58
0.06525722925772183,-2351.9152192367847,,571,3363,192,8,942
-0.006061630058786885,-40.163989903690805,,788,838,104,278,103
-0.022702725060223434,-13.268925821970942,,135,96,4,7,2
-0.030452885089985744,-22.10752985019489,,206,122,11,15,3
-0.000942482273388715,-39.6988625974575,,783,941,125,464,226
-0.0045728523823841075,-27.09096265802554,,800,881,68,220,130
0.02562487447984226,-60.99316174681003,,88,200,21,84,115
0.00124039554100274,-42.23097834676672,,1028,1302,135,593,382
-0.052229551576280064,-14.365091631929555,,721,253,6,2,0
0.03218941630019767,-350.0307107954414,,253,673,20,1,66
-0.01557458296270292,-16.129696309327926,,15,12,0,0,1
0.01287461950632842,-68.2078709868237,,452,757,97,528,537
0.03713815167554959,-149.56486597757004,,109,326,14,2,39
0.06264415273959344,-829.8603960336598,,301,1665,201,7,381
-0.0016461559651103222,-5.124172162156405,,1,1,0,0,0
0.07080777375307586,-3340.5049793497446,,707,4757,356,10,1518
0.008593854053382553,-79.28267154839187,,1074,1623,128,606,563
-0.08522796335809786,-16.788368329609476,,307,48,0,0,0
0.05548791587745715,-2585.602982215639,,759,3536,106,5,731
-0.005741990548817475,-29.52748354753733,,885,948,71,232,121
0.005399553561629667,-68.60814836792109,,874,1223,99,538,376
-0.02129376119562244,-19.215847001913506,,119,87,2,10,4
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.01579098177220525,-38.37883590530718,,328,276,36,100,20
-0.011360433583150557,-26.751117559828923,,487,456,24,67,46
-0.007657330280521573,-29.861565394289862,,763,781,52,119,82
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.0018645115522152242,-22.1398958263636,,381,448,36,99,63
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.030849324684235093,-77.20010160223661,,205,120,21,84,7
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.00507859795917524,-24.308097669528262,,210,228,30,121,53
-0.012194569491244589,-35.95889801769897,,270,247,33,148,48
-0.01563665382877869,-23.402276135696717,,605,511,45,93,20
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.06072915613043316,-654.9947093384144,,251,1326,177,6,293
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.01840854199728495,-21.035912627530433,,552,436,34,69,16
-0.007111419727914246,-31.050944918177088,,928,962,66,185,116
0.042235405562876374,-861.9133309533948,,456,1545,67,2,196
-0.0014952203994485075,-52.42775162333976,,904,1072,76,461,317
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.012732182183777172,-30.371391243854394,,353,319,38,122,33
0.0013695651623096905,-30.280472900423003,,801,1018,102,372,237
0.060469639965069905,-431.7380963535277,,176,924,107,6,210
0.044809353072079595,-85.9833761729135,,49,176,6,3,33
0.0525788449215911,-159.20503124405386,,84,364,24,4,73
0.005994493322823706,-25.206578931085268,,110,156,12,32,27
-0.010576408013394547,-29.26895054414523,,555,529,28,93,59
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.00596973182836398,-40.96848340359744,,513,728,60,243,222
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.0023627958079404992,-23.123908956035926,,514,597,48,119,76
0.05112357677370027,-1085.269964681595,,471,1976,131,4,320
0.05967604570449457,-1582.645929623105,,518,2668,164,6,573
-0.044515102834896576,-15.957836084231758,,249,105,2,0,0
-0.002332639450165352,-59.1707902528158,,869,1010,66,62,99
-0.00378444679056336,-31.68902366290299,,532,597,58,352,187
0.011199637299709526,-75.21214966694524,,855,1376,121,451,495
0.029053232376002675,-317.70626538552216,,726,1793,116,99,246
0.039369419945962554,-554.6926444440261,,311,984,35,2,123
0.04196417441476265,-937.8862318279665,,568,1912,121,2,212
-0.038191550094042244,-9.412055045677448,,60,29,0,0,0
-0.01309658107150619,-23.146923406157736,,357,320,28,99,37
-0.006364132038072998,-25.28374414088112,,903,953,74,223,114
-0.006128536382275471,-24.0429564848633,,530,562,59,178,77
0.0004894876388899369,-36.932963718426635,,961,1196,97,270,190
-0.004385276608812718,-24.022301805607082,,744,823,77,216,112
0.05083945422089353,-1266.5373319272903,,529,2204,131,4,359
7.062291529546637e-05,-34.05173944813581,,798,983,87,303,208
0.045514560737707176,-945.9392299851505,,481,1764,113,3,238
-1.6327388922284143e-05,-43.12382283134359,,647,795,83,337,223
-0.012132579674517035,-21.596733559128516,,345,317,26,102,35
0.05665297027349814,-71.33808012372661,,28,134,5,5,47
-0.013773427010170366,-16.02287920912061,,159,140,11,41,16
-0.03952826074328597,-5.586323724071398,,1,0,0,0,0
0.03553844643872211,-402.2352437907758,,317,915,54,1,85
-0.030504688915970548,-13.893033506690356,,66,39,3,8,1
-0.009639847483421851,-6.294665729269937,,7,6,0,0,0
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.04819395060870193,-226.86758702177633,,154,602,56,3,83
0.06441182061400436,-959.4904670172988,,282,1627,131,7,447
-0.035911401491452,-5.5717005567083175,,29,15,0,0,0
-0.03193704051761239,-15.958663425868016,,356,203,7,15,6
-0.02640049019430366,-33.27611649579576,,143,93,12,51,8
-0.002162341507639851,-24.442129201135753,,682,796,78,263,142
-0.007860464467760462,-23.775444487569793,,267,271,31,115,46
-0.02736150605578825,-56.71492769774878,,161,102,19,49,2
-0.016214034481625925,-619.054453801956,,910,758,120,3114,1200
-0.05293825793096356,-13.91037127739881,,86,29,0,0,0
-0.9999999,-12.873200731153986,,82,0,0,0,0
-0.0014423053096337306,-28.120818983012878,,794,943,78,216,140
0.02261790366943951,-134.35095319115695,,193,408,10,10,42
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.013311116522455656,-24.250715259351225,,760,679,40,55,37
-0.9999999,-45.149250706325574,,99,0,0,0,0
-0.019197619838931014,-16.352360310368265,,260,201,13,32,11
-0.016173954045434605,-29.66061878497449,,496,413,41,127,30
-0.03118146384111788,-42.557212086342254,,181,105,14,42,2
-0.011368283355063017,-25.021067179115263,,308,288,29,142,51
-0.9999999,-38.33457142694667,,73,0,0,0,0
0.016042188243083313,-79.44248027567006,,368,665,61,136,148
-0.005019305799221585,-23.210818807802156,,577,629,63,218,100
-0.005224374417805534,-21.606019970072584,,196,212,22,112,56
-0.008730841718588846,-33.34259264774428,,330,329,37,224,96
0.050291893523825085,-983.2246069582732,,401,1649,94,3,283
-0.005117342329123125,-34.52703364553433,,345,375,52,261,112
0.0024572615108305945,-26.30327641255841,,490,639,61,170,108
0.00759389068494229,-44.05630685679713,,741,1093,112,456,382
0.0579347610342837,-833.0993734754618,,297,1467,109,5,321
-0.013029218542891755,-29.05280217187975,,241,216,27,107,33
-0.002092882827475161,-29.321664485589196,,521,609,66,178,99
-0.006516055107499602,-19.58491480578259,,177,186,23,56,20
0.06019263266066162,-346.31623605020445,,139,725,84,6,174
-0.013562496591923458,-26.394505524268308,,379,336,36,106,28
-0.007043471026956138,-25.93115827462416,,294,305,36,140,58
0.05304803625209255,-796.2418158434461,,333,1463,99,4,264
4.988247043368789e-05,-34.140498324620296,,677,833,64,151,111
-0.004112333397454886,-27.414205963217903,,380,423,54,144,59
0.050764811631525575,-65.8502455279373,,51,212,46,4,33
-0.007414578414583822,-46.87371893539228,,357,367,57,192,70
0.012555701046500344,-14.11445633582202,,23,38,2,0,2
0.052684865703345775,-1289.0887594001413,,498,2169,92,4,380
0.052751189307808366,-114.01162880971708,,87,379,65,4,57
0.030062835439707027,-288.61135161334096,,265,670,35,1,54
0.000834763423019416,-33.49656857303267,,353,443,40,241,171
0.0015801196319529956,-38.799714207060255,,491,627,77,413,260
0.06873353602949382,-533.633426393022,,154,986,121,9,329
-0.015476699684060267,-46.6480673015179,,327,277,39,112,24
0.010848286843837637,-49.391912292542465,,169,269,18,65,63
-0.0342141131604919,-13.737555140824368,,92,49,2,4,0
0.007277309387512942,-43.20909377860056,,694,1016,127,708,519
-0.9999999,-70.63875734783683,,216,0,0,0,0
0.02247855402820417,-80.29799542973437,,211,445,39,113,148
-0.0014113061264139923,-61.34886855016737,,1107,1316,82,361,273
-0.0058111098382236,-31.959843721633746,,935,1000,69,221,137
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.0012983233379790264,-28.670015792317407,,672,852,76,134,98
-0.09917793166176996,-9.558405042443336,,72,8,0,0,0
-0.014723717864923914,-20.184364148499377,,455,393,34,86,23
-0.0058254410125456605,-38.09247030357364,,374,400,51,228,106
-0.01760431771713273,-42.47904018045578,,202,162,25,96,21
-0.00293859801530615,-24.970039381690896,,384,440,44,217,118
-0.01616002445051515,-51.59640292202612,,561,468,51,247,74
-0.019782348842407253,-23.127916337437284,,128,97,12,34,5
-0.042789729920641686,-67.63132588830703,,57,25,8,29,1
0.06994298328068826,-103.36614408861651,,29,191,21,10,107
-0.015147674452827765,-44.47567472900059,,588,502,57,193,51
-0.009365459261336117,-26.248965316171432,,957,940,78,211,80
0.006209032606887787,-36.25347194416002,,633,903,121,569,376
-0.009128361807026421,-31.441827077227526,,658,650,37,133,81
-0.02691797953222508,-17.537746633158346,,172,110,7,27,5
-0.023542004562539628,-92.2609655451762,,460,321,49,162,19
-0.017882528058355135,-35.87347777999897,,274,219,27,95,20
0.05163973801809029,-366.5047372351514,,217,921,117,4,136
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.004556610570435134,-79.79381854450699,,419,462,77,438,218
0.032035290076328306,-316.8999576825381,,671,1780,112,180,377
-0.027436117745068628,-37.60282355962288,,350,222,20,80,11
0.01590538913926025,-83.1332223574847,,106,191,5,0,11
-0.020490528566144757,-14.22439676147661,,74,55,2,7,3
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.02208993587445657,-38.582425205123066,,393,284,31,70,7
-0.10306400330312535,-9.887820157843315,,166,17,0,0,0
0.07209763913153752,-1815.1372798464047,,606,4206,296,112,1802
-0.013299008801028044,-31.223005687772215,,302,269,30,158,51
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.06167547121220607,-842.3016980418655,,269,1454,136,6,366
-0.02493635949163136,-20.692345443740304,,183,123,9,44,10
-0.014593416508805392,-46.42702379411731,,523,453,53,220,63
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.02859157222937175,-190.32581040287656,,198,483,28,1,36
-0.013573712899245758,-68.94136091999397,,574,509,74,245,62
0.02692054362547688,-6.687452531075694,,1,2,0,1,2
-0.9999999,-48.698092568489386,,84,0,0,0,0
0.006532041691825975,-44.837964348338666,,629,905,93,380,320
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.023670539061089187,-34.28369455848677,,35,75,5,1,7
0.0041105131689095865,-39.83584927569814,,716,972,100,214,176
0.04740352000691162,-521.836893937395,,233,894,31,3,151
0.044818373580510634,-95.43565958518757,,76,274,24,3,37
-0.00972755082727268,-48.651445286186025,,443,431,53,289,118
0.0050949168346849675,-37.07601430168412,,780,1084,102,332,242
-0.012020593689715604,-33.851706559121695,,327,301,40,120,31
-0.018570811441061794,-22.500204491492607,,535,421,20,38,19
-0.007245518472988683,-22.519305130157488,,104,107,5,0,1
-0.03373246447131072,-21.663697272989392,,205,112,10,10,1
0.015562229039824103,-125.40024719488108,,223,398,22,0,16
-0.02929634222077613,-174.13643482401875,,247,150,44,154,14
-0.007899692050873637,-35.10563229741237,,239,243,35,180,72
0.008244778109509073,-54.64612914910824,,562,842,74,224,249
-0.03479575934000017,-83.62611469427632,,227,121,21,64,3
-0.05405247085465461,-9.242612968434363,,85,28,1,2,0
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.0001535062698666996,-32.74920455416808,,505,623,47,212,139
0.000631111171247885,-45.13076338396526,,1976,2467,247,917,548
-0.028447358335023234,-21.467388478603986,,115,71,7,19,1
0.023946561625675055,-35.83619849395073,,47,102,5,11,20
0.017461003719455404,-73.78141879448673,,353,660,57,89,106
-0.008722136714170351,-23.422253243757726,,85,84,10,99,43
-0.0015712124970464758,-24.696440356727226,,425,503,59,169,86
-0.03146534140416538,-57.02447347380048,,239,138,19,55,3
0.05905631663783535,-660.6460604060985,,238,1208,71,5,277
0.01796395912254101,-128.99989452284032,,540,1022,73,150,186
0.08264690800797882,-4190.3564879888045,,566,5060,336,18,2670
-0.005041731642425363,-54.09584319803663,,435,474,53,397,217
0.0350463654833451,-102.99701656339835,,167,476,40,37,97
-0.012293469713409895,-19.646708250843375,,620,567,42,111,47
-0.016777030946979035,-16.34899855167599,,667,548,36,51,16
0.018888060760206358,-8.46060941671606,,4,7,0,0,1
-0.024738803830686284,-38.5332783857233,,248,168,20,52,4
-0.006893789648670775,-37.01745245857664,,471,491,25,60,59
0.008837105961242219,-60.69719363207133,,583,886,115,1011,790
0.010932833477918975,-103.6861677898188,,1107,1770,138,505,587
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.03891131443621485,-112.06662267526296,,352,170,25,85,2
-0.9999999,-156.48615081505747,,164,0,0,0,0
-0.0004053923579699376,-33.40086480411092,,256,311,43,303,169
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.012755368871193246,-25.300741270707736,,462,418,42,114,33
-0.014019317963535761,-60.79351734958522,,729,640,83,265,62
-0.0274551151022826,-65.36155735708638,,532,338,34,156,24
-0.03033888998757972,-24.264144576039243,,241,143,12,20,0
-0.0008921031517254707,-35.95484611035154,,1401,1686,174,617,344
-0.035637338244015694,-25.353157202828093,,3,1,0,3,0
-0.017872373385431146,-28.45188689946933,,847,678,48,189,57
-0.9999999,-3.6217328634763915,,38,0,0,0,0
-0.025099748836219064,-51.15278195454553,,386,259,30,105,14
-0.031021884833566705,-56.13187140807825,,277,161,20,64,4
-0.029836924364410742,-85.35567493205166,,166,99,23,56,2
-0.012012194097221342,-41.4271996714035,,366,337,42,235,83
-0.005532924946681105,-29.08754065927093,,1040,1120,94,315,151
0.050612155323053125,-168.94544144802452,,66,273,4,3,67
-0.029666672143776125,-31.642091542359246,,117,70,9,30,2
0.04646226488796042,-629.2994794437088,,316,1185,62,3,174
-0.010334603282535545,-50.309589662373156,,276,264,47,143,38
0.000535221763536777,-25.134971090143733,,648,807,83,256,152
0.0037330747444463677,-31.335335695940984,,48,64,16,58,39
0.047952271017635495,-193.49007751532716,,149,579,62,3,73
0.043726804221661586,-137.977439971637,,177,621,101,28,112
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.008952590504768734,-79.95167593924691,,929,1416,159,773,696
-0.012148154049528034,-21.39889487927593,,639,587,43,121,54
0.07130331419043623,-4532.48155944423,,863,5877,307,10,1963
-0.002750845813322229,-37.082172660740305,,493,567,75,370,180
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.0033844502091359037,-21.61461499421124,,373,423,43,167,85
0.018692343324727505,-47.99018793530691,,59,113,5,0,8
0.026640946856517373,-107.0737479334614,,131,305,18,1,21
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.038364581501770904,-12.284320379702162,,280,137,4,1,0
-0.025077066282524586,-29.21964321903388,,137,92,12,34,3
-0.014230127736857053,-68.57417085949965,,165,144,30,195,68
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.0016461559651103222,-5.124172162156405,,1,1,0,0,0
0.03160363895230532,-45.88987246094587,,62,162,24,1,12
0.05142221485116778,-441.97657876521436,,225,950,84,4,156
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.04912182776408071,-958.3030929691752,,415,1659,75,3,267
-0.001829155583773029,-30.521433380204606,,783,921,95,280,132
-0.03549482992597479,-9.636826383808918,,1,0,0,1,0
0.06350171047276966,-1333.9297892583159,,326,1841,71,7,550
-0.008598203604066209,-19.894908875487644,,424,424,30,76,43
0.01773701753781456,-139.39296758998,,118,222,2,0,18
-0.016905501752007206,-25.49893100520994,,388,318,27,120,36
-0.041738513639925846,-41.69037420438076,,105,47,6,25,0
-0.03932717182080562,-7.546546480345459,,137,65,2,0,0
-0.03511536595754534,-36.11051968125163,,90,47,7,26,1
0.06270845256343188,-993.5264974342758,,495,2742,190,71,835
-0.018673841877847663,-38.014711807181996,,287,225,29,93,17
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.002669375562994354,-22.677659684359373,,187,215,14,15,11
-0.012242886845580957,-21.197804658129225,,216,198,21,80,25
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.02146636011321777,-29.669377288339206,,168,123,15,50,9
0.024161503977134232,-65.24097777159145,,181,397,40,33,57
-0.012268793839288722,-26.472778351275295,,238,218,26,91,28
-0.002864760028894132,-40.03070975820845,,305,350,17,46,32
-0.02003770461712131,-16.82613189707975,,169,128,5,8,4
0.002505633872604934,-35.584142013750096,,765,999,85,325,234
-0.004933404754429559,-25.06759290254536,,868,948,87,241,122
0.006291379382330043,-12.007589630298042,,8,11,0,0,1
-0.02285594618099804,-52.719729395304356,,306,217,30,81,8
0.02196908652355778,-103.88126595308046,,329,685,52,131,174
-0.050345277389265426,-36.78211426635143,,2,0,0,2,0
-0.033430674991948704,-58.565380818779616,,125,68,13,38,1
0.06589965468431691,-2412.250750067334,,645,3858,275,8,994
-0.014605354851154575,-17.810248442427397,,515,446,27,57,26
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.006281038288501866,-26.264804322232933,,516,545,59,210,91
0.02321015148793595,-113.81118850398875,,302,648,40,64,108
-0.0322769428463334,-47.47747298274452,,263,149,17,46,1
0.0017339151473665928,-57.07127664158384,,627,804,50,103,136
0.00019532564484329128,-53.100885534102815,,1031,1274,88,358,264
-0.01658827466789237,-20.697553112489132,,443,365,23,87,35
-0.008507608193128752,-58.759084195915264,,1058,1061,53,182,127
-0.014294606812648845,-69.45595285463979,,905,789,92,411,126
0.08598335176781578,-2121.821664441409,,221,2140,25,21,1669
0.0027216676485289125,-23.08139213653943,,144,189,27,84,51
-0.014174401772990721,-34.81760222312593,,363,317,36,147,45
-0.009139817815573034,-33.48655029470589,,628,620,53,251,98
-0.016495229559972714,-64.56651890156246,,661,547,71,191,34
0.004757935221800044,-64.02889390402174,,1275,1758,155,694,482
-0.0020184286554739608,-29.192989273688973,,437,512,42,70,60
-0.009155461193732865,-27.737033996350014,,675,666,46,185,99
-0.009159976848992698,-41.78928457309817,,474,468,57,158,56
-0.014352743453129334,-46.70391956731515,,294,256,40,100,18
-0.0011440682718570228,-35.60940786632286,,1016,1216,116,383,238
-0.013190037446925429,-31.014955036869118,,437,391,44,143,40
-0.01116362065174903,-31.732402405214614,,938,882,61,197,101
-0.02759268828908484,-410.72890861108766,,11,6,7,122,0
0.001067917114222233,-45.05245867116008,,778,981,139,592,314
-0.0026202396998698035,-27.357191747815122,,1005,1160,123,301,144
-0.03323669278446688,-57.54000146516558,,159,88,14,52,3
0.0036805753780139996,-66.31817765757674,,1504,2021,250,999,663
-0.02380748038022305,-53.7237938023084,,445,309,32,159,32
0.05224257498469702,-934.6185815658203,,411,1771,121,4,294
0.03395138680059326,-196.63608563798854,,183,508,36,1,45
-0.017018561235228064,-42.320448577947786,,533,435,50,138,27
0.01608950120100739,-13.480259892863913,,9,16,3,7,6
-0.005113590347199144,-32.65239802727041,,773,841,91,349,162
0.0029315989165977384,-33.655903040357835,,450,593,46,113,109
0.059962844472500026,-934.9107451695844,,300,1556,105,6,375
-0.017890684976642333,-31.792550636693335,,381,305,33,89,16
0.015533705502679403,-68.17689608098769,,374,667,69,155,254
-0.012121974060810663,-62.213696285463904,,459,422,62,255,80
-0.014078541686153401,-54.74690715849458,,268,235,41,114,23
0.054856251943433756,-127.3121601750004,,74,339,46,4,67
-0.017325789429580664,-59.27731544438447,,339,275,41,168,39
-0.018191139474313136,-42.35685276794909,,182,144,24,63,9
-0.0019178694784410836,-24.601420000097818,,607,713,71,182,104
0.07462588220410751,-3323.6582186849196,,590,4351,428,12,1705
-0.014974787869325039,-27.34141661578826,,676,580,55,118,26
0.0025103020471128014,-69.95074760951795,,967,1263,82,349,317
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.002330271475896337,-32.13968912624332,,221,257,43,113,45
0.06477783220205717,-1835.268452435643,,491,2859,208,7,764
0.044925214270348145,-398.3565850351909,,277,1001,91,3,117
-0.02361730879552077,-32.10065426792689,,348,242,23,71,10
-0.009658154356209894,-24.3687370009815,,943,920,62,150,78
-0.0027215368316186673,-39.867318454707444,,171,197,34,169,87
-0.034942725153056416,-78.67721170041654,,256,136,19,86,6
-0.016826962652430204,-38.12785875910124,,207,170,24,83,18
-0.020623442402105212,-60.606047554119314,,239,179,29,134,28
-0.016571371684397276,-58.693533769323906,,269,222,38,131,26
0.04687004080225343,-55.445935148714945,,49,185,32,3,25
-0.006945915002215589,-23.89251111443574,,286,297,35,141,56
-0.004970807022822323,-29.731482775316667,,395,431,50,235,112
-0.008471348081370967,-32.12260724453478,,302,303,39,124,46
-0.003418454561774975,-21.846169845933368,,438,496,49,176,85
-0.0076917941783424424,-26.254570809424663,,727,743,65,218,104
0.022177807883854175,-259.6121123085741,,301,630,30,1,38
-0.011681163715164637,-25.960769331055175,,362,336,34,152,53
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.00442390749121441,-41.01231992992861,,642,878,87,396,305
-0.022169120994668674,-28.393731776901248,,149,107,13,51,9
0.033722446012497395,-76.5919374641987,,41,113,0,1,18
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.02957018088227257,-87.38075161877633,,280,169,29,82,4
-0.0037350199162370463,-25.18407074782784,,243,273,34,135,65
-0.01827193079109923,-13.195796209345973,,50,39,2,5,2
0.05326929906624321,-541.8907928639417,,228,1007,70,4,193
0.04840514407159701,-1108.4915527640226,,529,2079,129,3,298
-0.02253187298019805,-30.37116651891304,,196,140,17,42,4
-0.010536483964382094,-30.38506199287012,,930,888,80,210,82
0.01238658030928955,-52.06324588272818,,267,442,86,778,626
0.06085297302036702,-1461.0394552917596,,429,2273,103,6,550
-0.019283062879394568,-22.295725714855834,,321,248,22,68,14
-0.0019532111288260347,-26.22059414176426,,695,815,73,256,152
-0.015151739331048596,-61.45893064680449,,322,275,47,159,34
-0.03219433843371617,-10.932482239138427,,118,67,2,0,0
0.04286892217876987,-267.0031736705909,,138,474,9,2,73
-0.02244094637355302,-60.53394040739583,,316,226,34,85,7
0.03733482092562883,-65.21733956182615,,87,262,37,2,20
-0.030183001989904416,-22.905572724480265,,54,32,5,17,1
-0.01136709717822823,-29.104555666903252,,722,676,45,214,101
-0.0014464667720533227,-29.684183507656286,,245,291,27,59,37
0.0901069023881082,-3299.033069069333,,310,3315,460,26,2813
0.0012725090325966413,-49.96482912041963,,692,877,79,291,231
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.05548387376570192,-1296.3953939709886,,488,2273,140,5,425
0.06832961085895643,-2676.1224043601105,,581,3684,182,9,1153
0.05418491609914324,-197.61482368796095,,92,415,37,4,90
0.00023096627477289886,-35.013880608530584,,508,628,47,242,177
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
0.03835990879938123,-221.08712264902903,,175,540,36,2,57
0.03089417519745794,-260.64768395401734,,175,451,11,1,49
-0.010431743173383521,-23.122776704387064,,240,229,27,76,24
0.04139449843829411,-873.5929415810206,,506,1681,92,2,195
-0.026462321088459903,-20.431651890488777,,340,221,14,49,10
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.01117563507495238,-30.937189175538094,,351,330,37,139,50
-0.032035164574775246,-81.85297208895902,,331,188,27,91,6
-0.015942487322358277,-2.1055748457352386,,1,0,0,0,0
-0.008848646510115146,-21.73365420757789,,344,342,30,142,62
0.05816713288660655,-1322.591970864862,,448,2225,120,5,469
0.004050335588108848,-56.80275338225434,,271,367,64,649,424
-0.004455376263409564,-37.41673709013181,,233,257,10,56,48
-0.009811781516568032,-36.17137649670036,,410,398,48,178,65
