60,0,102,54,40,22,39,13,21,0
269,0,200,160,157,114,97,31,74,0
675,0,475,425,362,270,178,62,139,0
863,0,963,922,1016,878,812,293,739,0
51,0,10,14,3,5,2,0,0,0
186,0,20,28,40,41,34,14,41,0
1378,0,1051,1033,1012,783,759,225,652,0
1125,0,1254,1270,1408,1172,1107,327,1134,0
547,0,536,525,529,426,396,147,351,0
740,0,663,590,549,393,342,109,264,0
826,0,725,744,774,523,523,149,445,0
328,0,289,337,319,290,227,86,228,0
797,0,759,841,824,700,678,220,593,0
427,0,212,149,94,93,43,14,16,0
1196,665,1286,2009,1506,1511,1356,619,1535,585
579,0,435,391,372,306,204,76,181,0
1725,0,1667,1724,1656,1432,1398,461,1535,0
1773,0,3555,4188,5747,6344,7265,3146,10300,0
1252,0,1127,1214,1253,1037,834,247,727,0
932,0,822,745,735,621,599,172,545,0
965,0,1004,1088,1131,964,872,253,859,0
805,0,864,926,826,808,695,277,684,0
352,0,272,314,262,223,194,55,142,0
956,0,1099,1164,1144,1061,1118,388,1240,0
30,0,34,23,12,22,31,29,18,0
992,0,1049,1088,1123,932,824,286,761,0
354,0,216,211,176,123,109,27,72,0
444,0,429,413,424,364,336,109,302,0
229,0,209,123,315,314,361,140,268,0
1722,0,2584,2629,2798,2522,2357,790,2244,0
808,0,696,805,693,541,473,187,364,0
1982,1595,3667,6263,5424,6617,7098,4387,9598,4903
405,0,237,272,262,194,150,62,145,0
1276,0,1260,1340,1395,1190,1262,405,1370,0
1326,511,881,1171,737,660,553,215,460,142
633,0,423,368,370,314,258,69,207,0
510,0,748,952,1187,1412,1389,578,1588,0
968,0,780,795,914,696,593,194,523,0
892,0,461,483,429,415,312,107,220,0
864,0,760,758,776,581,489,153,430,0
1875,1433,2791,4197,3052,3271,3129,1599,3259,1489
759,0,729,722,625,673,644,285,604,0
1169,0,1020,844,901,801,719,294,673,0
506,0,537,523,542,448,407,117,374,0
906,0,1153,1337,1610,1490,1557,651,1693,0
1239,476,629,860,489,379,308,157,257,61
30,0,14,6,8,5,4,2,3,0
782,0,482,591,562,411,383,106,313,0
1110,0,1583,1869,2420,2649,2890,1278,3693,0
1251,0,1150,1146,1082,947,889,312,725,0
1062,0,1314,1494,1535,1481,1343,507,1304,0
830,0,662,639,547,467,436,159,339,0
749,0,963,991,1083,1048,1031,332,991,0
720,0,471,544,488,415,326,105,282,0
951,0,1735,2197,3031,3248,3840,1687,5068,0
837,0,865,822,831,627,649,196,467,0
972,0,459,456,393,325,276,82,197,0
53,0,51,23,21,14,10,8,9,0
1079,0,912,1069,1042,932,851,274,748,0
1072,0,1138,1000,1024,677,598,222,445,0
1548,0,2131,2484,2891,2890,3001,1202,3016,0
396,497,433,782,429,416,417,245,337,258
452,636,443,433,474,450,462,277,458,349
675,432,283,1320,513,378,277,154,596,509
1253,846,1878,2777,2339,2471,2592,1332,3368,1401
115,0,56,43,38,24,23,5,9,0
869,199,309,501,338,205,145,61,125,21
1081,660,1034,1570,1002,906,857,362,779,275
1254,48,895,994,862,750,678,215,567,25
2150,1001,2105,3262,2366,2345,2346,1083,2449,1033
1635,138,1026,982,972,763,573,190,462,37
3566,2178,4153,6204,4363,4154,3788,1647,3641,1397
241,407,343,634,321,371,334,193,279,228
143,109,61,77,30,26,25,15,27,21
1060,465,656,855,520,420,351,155,265,88
326,1,893,766,1849,3398,3941,731,7706,2
1523,836,1491,2271,1593,1672,1660,720,1657,658
270,0,83,74,75,49,30,7,30,0
1413,22,2071,2522,2971,2634,2889,1151,3344,67
804,397,663,946,618,568,586,328,556,280
1159,686,1279,1786,1248,1098,1129,488,1227,604
2164,1257,2475,3437,2296,1829,1688,616,1282,425
451,536,371,594,248,254,221,84,125,58
1101,540,895,1266,881,680,682,322,605,189
931,374,611,1052,714,523,407,160,429,116
802,1643,1978,4674,3021,4204,4899,3597,7121,7100
